variable_id,mz,rt,na_freq,na_freq_2
M71T263_NEG,71.01223715183923,263.1809997558594,0.1111111111111111,NA
M72T399_NEG,72.0075261657424,398.6317138671875,0,NA
M73T78_NEG,73.02792725019354,77.74258041381836,0,NA
M74T458_1_NEG,73.91426616283181,458.1305236816406,0,NA
M74T458_2_NEG,74.02577081392175,458.0668640136719,0,NA
M74T423_NEG,74.02314780754553,423.2278747558594,0.1111111111111111,NA
M75T140_NEG,75.00717882996729,139.58538818359375,0.1111111111111111,NA
M76T389_1_NEG,75.915531864154,389.48301696777344,0,NA
M78T458_1_NEG,77.91188007244287,458.1941833496094,0,NA
M79T93_NEG,78.91731470680776,93.21973037719727,0,NA
M79T458_1_NEG,79.02613349828187,457.6741943359375,0,NA
M80T154_NEG,80.01917932910808,153.89208984375,0.1111111111111111,NA
M81T66_NEG,80.96357833884937,66.35514831542969,0.1111111111111111,NA
M81T157_NEG,80.97326595025281,156.80938720703125,0,NA
M82T324_NEG,82.02824088687046,324.2745361328125,0.1111111111111111,NA
M83T66_NEG,82.95253978744113,66.13314056396484,0,NA
M83T158_NEG,82.97031452425117,158.09579467773438,0,NA
M85T65_NEG,84.94960951199822,65.423187255859375,0,NA
M85T263_NEG,85.02788496423543,262.7078857421875,0.1111111111111111,NA
M88T91_NEG,88.0024526684775,91.19724655151367,0,NA
M92T478_2_NEG,92.03231994672376,477.85003662109375,0,NA
M93T1073_NEG,93.00789558962697,1073.2637939453125,0.1111111111111111,NA
M93T432_NEG,93.0442625150014,431.93980407714844,0,NA
M94T91_NEG,94.00312547505237,91.3586196899414,0.1111111111111111,NA
M95T966_NEG,94.9790300090618,965.5570373535156,0,NA
M95T129_NEG,94.97924011320787,128.68453979492188,0,NA
M95T264_NEG,95.01229325399612,263.500244140625,0.1111111111111111,NA
M97T435_1_NEG,96.95854897023844,434.7219543457031,0.1111111111111111,NA
M97T186_NEG,97.00279029639104,185.74195861816406,0,NA
M97T477_1_NEG,97.03277917603803,476.9404602050781,0,NA
M99T217_NEG,99.0072162549647,217.2866973876953,0.1111111111111111,NA
M100T399_3_NEG,100.0388138011536,398.6317138671875,0,NA
M101T264_NEG,101.0229074783871,264.47802734375,0.1111111111111111,NA
M102T199_NEG,102.02623213427572,199.30037689208984,0.1111111111111111,NA
M102T399_NEG,102.04305608622087,398.6600341796875,0,NA
M102T452_NEG,102.05448309414913,452.01564025878906,0.1111111111111111,NA
M102T433_NEG,102.05447506971328,433.1049499511719,0,NA
M103T399_NEG,103.00218385093739,398.6383056640625,0.1111111111111111,NA
M103T140_NEG,103.0021724353684,139.58538818359375,0.1111111111111111,NA
M104T424_NEG,104.03377725373882,423.9489440917969,0,NA
M107T96_NEG,106.97938028701543,95.95381546020508,0,NA
M107T422_NEG,107.02359911048671,421.56996154785156,0.1111111111111111,NA
M109T156_NEG,108.90049394097109,156.09603881835938,0.1111111111111111,NA
M110T950_NEG,109.99812053225452,949.80548095703125,0.1111111111111111,NA
M111T72_NEG,110.97426788388694,71.952239990234375,0,NA
M111T937_NEG,111.00725671939304,936.9327087402344,0,NA
M111T100_NEG,111.018537440457,100.31204223632812,0.1111111111111111,NA
M113T65_NEG,112.98415373517582,65.38837051391602,0,NA
M113T96_NEG,112.99782983938306,96.20621871948242,0.1111111111111111,NA
M114T186_NEG,114.02943834211766,185.66661071777344,0,NA
M115T448_NEG,115.00220222801897,447.6451416015625,0.1111111111111111,NA
M115T95_NEG,115.07501102816805,95.17238235473633,0,NA
M116T371_NEG,116.0702672186187,371.2368898925781,0,NA
M117T417_NEG,117.01785618070764,417.37253198242183,0,NA
M117T353_NEG,117.01786210655602,353.1589050292969,0.1111111111111111,NA
M119T199_NEG,119.0335480486732,199.37252807617188,0.1111111111111111,NA
M119T263_NEG,119.03355271038087,263.160400390625,0.1111111111111111,NA
M121T956_NEG,121.00296794154296,955.757568359375,0,NA
M121T1074_NEG,121.00297631912856,1074.1256103515625,0.1111111111111111,NA
M122T64_NEG,121.99818893375081,63.75860786437988,0,NA
M124T92_2_NEG,124.00267986133875,91.93218612670898,0,NA
M126T324_NEG,126.01833979776663,324.32826232910156,0,NA
M127T65_NEG,126.96908721256929,64.54344940185547,0.1111111111111111,NA
M127T423_NEG,127.04994913217558,422.9686279296875,0,NA
M128T362_NEG,128.03396437259252,362.2325744628906,0,NA
M129T362_NEG,129.03733469637092,362.31695556640625,0,NA
M129T99_NEG,129.05439969684474,98.57173919677734,0.1111111111111111,NA
M130T405_NEG,130.0496097669111,404.5027770996094,0,NA
M130T345_1_NEG,130.08601201962975,345.1927185058594,0,NA
M131T397_NEG,131.03361656189347,396.8625183105469,0.1111111111111111,NA
M131T424_NEG,131.04480664030825,423.9931945800781,0.1111111111111111,NA
M133T444_2_NEG,133.01288187322564,444.1018829345703,0,NA
M134T289_NEG,133.9982625278711,289.0013885498047,0,NA
M134T447_NEG,134.0161947546094,446.5865936279297,0,NA
M134T415_NEG,133.99825035412738,414.54559326171875,0.1111111111111111,NA
M135T399_NEG,135.0285064213464,398.6049499511719,0,NA
M135T445_NEG,135.01701960398665,445.20343017578125,0,NA
M137T942_NEG,136.89037369467232,941.8514404296875,0,NA
M137T947_NEG,136.998024420648,946.76007080078125,0,NA
M138T1069_NEG,137.98195291340443,1069.357421875,0.1111111111111111,NA
M139T202_NEG,139.0024113729377,201.6145477294922,0,NA
M140T1073_NEG,139.99760022161348,1072.7726440429688,0.1111111111111111,NA
M141T939_NEG,140.98474138286065,939.0350036621094,0,NA
M142T358_NEG,142.0496563451997,358.2574462890625,0.1111111111111111,NA
M143T263_NEG,143.03375629693906,263.240966796875,0.1111111111111111,NA
M144T70_NEG,144.0442166754267,70.00035095214844,0,NA
M144T263_NEG,144.03703419166033,263.240966796875,0,NA
M145T423_NEG,145.06061343194375,422.6585388183594,0,NA
M145T134_NEG,145.08569806111967,133.6348114013672,0.1111111111111111,NA
M146T990_NEG,145.99835463309608,989.7083435058594,0,NA
M146T423_NEG,146.06390804904333,422.7227783203125,0.1111111111111111,NA
M147T273_NEG,147.02872025540802,272.97865942382816,0.1111111111111111,NA
M148T429_NEG,148.03194905634163,428.9695129394531,0.1111111111111111,NA
M148T354_NEG,148.04262569122434,354.337158203125,0,NA
M149T369_NEG,149.04431902095303,369.26971435546875,0.1111111111111111,NA
M152T947_NEG,152.0088100173112,947.401611328125,0.1111111111111111,NA
M153T103_NEG,153.0181312111203,102.94189453125,0,NA
M153T63_NEG,153.0214415292262,62.69423294067383,0.1111111111111111,NA
M154T344_NEG,154.0497604234267,344.06597900390625,0,NA
M155T64_NEG,155.0005090813372,63.662437438964844,0,NA
M156T1016_NEG,156.003882303243,1015.8522338867188,0.1111111111111111,NA
M157T72_NEG,156.96232100483684,72.46356201171875,0,NA
M157T186_2_NEG,157.03558413961673,185.63063049316406,0,NA
M157T85_NEG,157.04935752319653,85.38167572021484,0.1111111111111111,NA
M157T119_NEG,157.08585459495458,118.95216369628906,0.1111111111111111,NA
M157T94_NEG,157.12216584938867,94.18783950805664,0.1111111111111111,NA
M158T956_NEG,157.99842447374556,955.6913757324219,0,NA
M163T96_NEG,163.03890302564923,96.48145294189453,0,NA
M163T62_NEG,163.1102286433482,61.89082336425781,0,NA
M164T1072_NEG,164.0089280841966,1071.7913208007812,0.1111111111111111,NA
M164T329_2_NEG,164.07067044610284,329.06361389160156,0,NA
M165T896_NEG,165.01811662435637,896.321044921875,0,NA
M165T398_NEG,165.0392139767635,398.2327575683594,0,NA
M168T239_NEG,168.03241342530342,239.01625061035156,0.1111111111111111,NA
M168T175_NEG,168.04045774729352,174.78156280517578,0,NA
M169T959_NEG,169.0144223654695,958.83001708984375,0,NA
M169T1074_NEG,169.01446915225813,1073.7400512695312,0,NA
M170T1072_NEG,170.00962921995006,1072.3221435546875,0,NA
M171T119_NEG,170.9958283878797,119.08272552490234,0,NA
M171T96_NEG,171.10162794617634,96.21023756713868,0,NA
M172T150_NEG,172.01980964369915,150.35262298583984,0.1111111111111111,NA
M173T88_NEG,172.95694205880096,87.56264877319336,0.1111111111111111,NA
M173T421_NEG,173.00816920531844,421.0130615234375,0.1111111111111111,NA
M174T669_NEG,174.1065802961825,669.4505588378906,0.1111111111111111,NA
M175T98_NEG,175.0237791976949,98.13910023803712,0,NA
M175T211_NEG,175.02384486920522,210.75164794921875,0.1111111111111111,NA
M175T422_NEG,175.06002012940647,422.14093017578125,0.1111111111111111,NA
M176T1074_NEG,176.00897969649824,1074.1800537109375,0,NA
M176T423_NEG,176.06348383437197,423.03375244140625,0.1111111111111111,NA
M179T263_1_NEG,179.055017357965,263.1608581542969,0.1111111111111111,NA
M179T326_NEG,179.05497397815608,326.1476287841797,0.1111111111111111,NA
M180T148_NEG,179.99637171147867,148.18765258789062,0.1111111111111111,NA
M180T263_NEG,180.05833060121648,263.160400390625,0.1111111111111111,NA
M180T369_NEG,180.0656677006232,369.16796875,0,NA
M181T76_NEG,181.04952784310802,76.28485870361328,0,NA
M181T263_NEG,181.05908115168518,263.1809997558594,0.1111111111111111,NA
M181T318_2_NEG,181.07081596009274,318.3618469238281,0.1111111111111111,NA
M182T367_NEG,182.04475509239796,367.2301633300781,0,NA
M182T318_NEG,182.07403699541072,318.3008117675781,0.1111111111111111,NA
M183T376_NEG,182.99250865449878,376.06719970703125,0.1111111111111111,NA
M183T110_NEG,183.0055718669978,110.15742492675781,0,NA
M184T376_NEG,183.9958331687854,376.10223388671875,0.1111111111111111,NA
M184T400_NEG,184.00083338329756,399.68357849121094,0,NA
M185T96_NEG,185.11737431601537,96.0633773803711,0,NA
M186T1072_NEG,185.99351094980057,1071.7120361328125,0,NA
M186T170_NEG,186.11265452306534,169.9348602294922,0.1111111111111111,NA
M187T413_NEG,187.02384861861034,413.1587219238281,0.1111111111111111,NA
M187T1068_NEG,187.02507941282374,1068.49267578125,0.1111111111111111,NA
M187T209_NEG,187.0369842218388,209.14821710205078,0.1111111111111111,NA
M188T955_NEG,188.0205585962703,955.3193012695313,0,NA
M188T1010_NEG,188.0205256833511,1010.2454833984375,0,NA
M188T372_NEG,188.05541453212714,372.1984558105469,0,NA
M189T286_NEG,189.03942910643775,286.0348205566406,0,NA
M189T423_NEG,189.0870497153356,423.02490234375,0,NA
M190T522_1_NEG,190.06228351913248,522.1068115234375,0.1111111111111111,NA
M191T549_NEG,191.01888226420496,548.63018798828125,0.1111111111111111,NA
M191T398_NEG,191.0551964270889,397.80418395996094,0,NA
M192T937_NEG,192.02197393657252,936.96435546875,0,NA
M192T398_NEG,192.05851260753641,397.70762634277344,0.1111111111111111,NA
M193T185_NEG,193.01237953946992,185.40672302246094,0,NA
M193T937_NEG,193.02275060084864,936.9002685546875,0.1111111111111111,NA
M193T111_NEG,193.03461394862106,110.9120101928711,0.1111111111111111,NA
M193T62_NEG,193.05318112855042,61.88777160644531,0.1111111111111111,NA
M193T137_NEG,193.0709139936361,136.65606689453125,0.1111111111111111,NA
M193T68_NEG,193.08950422467518,67.997711181640625,0,NA
M195T435_NEG,194.92646503489078,434.8058166503906,0.1111111111111111,NA
M195T185_NEG,195.00965371820422,185.21633911132812,0,NA
M195T125_NEG,195.04024636475387,125.02926254272461,0,NA
M195T402_NEG,195.05027645687238,402.2985076904297,0,NA
M195T62_NEG,195.0688697792254,61.912832260131836,0,NA
M195T280_NEG,195.07676177125717,279.9642333984375,0,NA
M196T94_NEG,195.9992274960123,93.67535018920898,0.1111111111111111,NA
M196T399_NEG,196.02734811042677,399.0971474609375,0,NA
M196T409_NEG,196.05338482676362,408.8013916015625,0.1111111111111111,NA
M196T62_NEG,196.072161491779,61.89387512207031,0.1111111111111111,NA
M197T102_NEG,197.008398245889,102.45838165283203,0.1111111111111111,NA
M197T155_NEG,197.02152239907915,154.63990783691406,0,NA
M198T1079_NEG,198.00485724408512,1078.894287109375,0.1111111111111111,NA
M198T1018_NEG,198.00481740299617,1018.2439880371094,0.1111111111111111,NA
M199T154_NEG,199.01839160475103,154.23545837402344,0.1111111111111111,NA
M199T93_NEG,199.02540874819317,93.2762680053711,0.1111111111111111,NA
M199T170_NEG,199.03691465053478,169.87774658203125,0.1111111111111111,NA
M200T295_NEG,200.05550118243593,294.8408508300781,0.1111111111111111,NA
M201T937_NEG,200.95205928402595,937.120361328125,0.1111111111111111,NA
M201T62_NEG,201.02182219831496,61.86072540283203,0.1111111111111111,NA
M201T170_NEG,201.0341299362878,169.7948455810547,0.1111111111111111,NA
M201T194_NEG,201.05272855455271,193.63079833984375,0,NA
M201T341_NEG,201.12372004114266,341.0740966796875,0,NA
M203T956_NEG,203.02042313081736,955.67486572265625,0,NA
M203T345_NEG,203.08168801166778,345.12828063964844,0,NA
M205T945_NEG,204.99951327788926,944.90814208984375,0.1111111111111111,NA
M205T65_NEG,204.99959442583227,65.49421691894531,0.1111111111111111,NA
M205T63_NEG,205.1589810344637,62.75245475769043,0,NA
M206T437_NEG,206.10258380105938,437.0628662109375,0,NA
M207T398_NEG,207.05016363456764,398.2378387451172,0,NA
M208T950_NEG,207.99930423115475,949.92626953125,0,NA
M208T1018_NEG,207.9992425779549,1017.8646240234375,0.1111111111111111,NA
M209T918_NEG,208.93391234315925,917.744,0,NA
M209T69_NEG,209.04817104080905,69.01790237426758,0,NA
M209T196_NEG,209.06596055603515,195.51319885253906,0.1111111111111111,NA
M209T62_NEG,209.08464649481613,61.89082336425781,0,NA
M210T398_NEG,210.0693848199034,397.8299255371094,0,NA
