name,mz,rt,Size_3_3,Size_3_1,Size_3_2,Size_5_1,Size_1_2,Size_4_2,Size_2_2,Size_2_3,Size_6_2,Size_1_3,Size_4_1,Size_2_1,Size_1_1,Size_6_1,Size_5_2
M74T935_POS,73.53221428887701,935.3988342285156,13543053.76515868,15675192.574682228,12866685.951738141,13121862.550989563,12473382.116690034,12906267.442372885,12985332.410632856,10162220.924486673,13910256.156536328,13014312.73376129,12265458.629160432,12407490.23994888,10556642.371858822,14432655.470207982,10106808.70852701
M74T695_POS,73.76444682478456,695.2259826660156,925196.4519879114,1313905.3637853947,1424782.231784502,1552654.8177274943,1181715.5802627166,989035.5098669472,1075272.4776964886,853642.7108154253,762313.186029945,1549532.6328226398,805209.9619474263,966950.017838935,1144608.4583154984,1031920.1467535364,1339563.5692969137
M74T738_1_POS,73.82901627250183,738.2366943359375,619891.346409175,738314.17155417,1016504.9492895522,7249740.900267664,750719.5922503681,1353819.6388233379,813659.58040857,793371.2596809968,688055.9712753084,524116.26347806095,510885.4378306053,654971.8882393684,848605.395122492,671513.7715325524,6605415.646677984
M74T959_POS,74.06063541376153,958.599853515625,120704473.77302793,225587658.24223915,232261327.2279347,197510618.7495054,209333346.85327262,163173398.0243282,188417606.2734006,136742788.15688947,209460454.49024034,130403775.10379879,67480531.9529469,139222259.0056295,133152132.50409277,221291648.45220968,156047644.6316832
M74T73_POS,74.06062765198217,72.953948974609375,91952335.44366874,140286150.1860777,99688544.95177671,115965585.61082421,69766108.06007655,76664379.33409442,208191856.7505398,46010015.40472704,220484788.51852685,55893513.09740739,52057810.47860054,112449798.54400466,54372481.50651106,120294191.75777997,69501026.41470896
M74T1023_POS,74.06063975748407,1023.3545227050781,42781799.8335208,45554002.11999135,43770833.576711535,48748164.588397875,39458377.92830164,38773296.24376677,40423352.4278321,40661343.717433155,40661922.37656209,34381153.01358753,54349493.51300031,43327295.003048666,33075480.115955696,47301957.43448992,36935029.491357945
M74T930_POS,74.09698420916888,929.83148193359375,75142614.07346302,67513519.098341465,105036977.60127833,83465384.78165619,82866922.94090748,74988275.2496806,70151332.2039476,81554016.51080301,78588294.97194855,78083789.12998754,102621134.33580644,90657472.1307152,94035273.30980808,75387439.70898478,85517789.0500484
M75T915_POS,75.05587125558934,914.64990234375,38943534.10214638,29864107.4944225,32900189.308887098,35233827.85559422,30526794.772498887,13964310.733147256,40926456.39495591,42386718.805360645,25466127.72089155,40128177.503294975,6739693.281450751,29198259.62634582,26266723.9238115,22155630.78670011,20361996.10909422
M75T932_POS,75.10032792986291,931.6943359375,1601994.221205347,2075936.3051869695,2242473.4360193256,2351632.8838450843,2328135.4182008305,1790007.8347968892,1782966.2841757878,2046724.5639533594,1717541.8416095048,1850596.643519763,2080003.6391830032,1654112.2119228933,1854592.9002080353,1943786.107904593,1990418.7532444375
M76T409_1_POS,75.50103727489345,409.17047119140625,13178319.179314174,13732675.989689829,16286006.98935724,13378946.941829156,13031883.38924606,12611463.164353343,9885609.153418891,11422787.227454321,9646939.795934614,13690244.861303614,11526156.347943911,13824362.534368504,14070156.801409692,11874732.844707042,15219322.151296644
M76T720_POS,75.57562032193094,719.8426208496094,1315995.0117767043,1617329.1540011407,1616522.871454186,1662999.6156021033,1407781.9964718742,1484680.340050505,1449163.7168170295,1241428.318415949,1094658.1666160412,1795632.7563839946,1309354.7367185403,1646473.656950253,1503873.4910406664,1672070.6440419327,1855728.4884071387
M76T409_2_POS,75.6125350650389,409.192626953125,4386473.821988442,4719791.094045839,5603938.4367845785,4160903.8353849286,4137530.6792762307,4399322.657593027,3214334.6877648756,4058478.0692169475,3498968.2750507635,5026278.448909944,3853305.226793029,4648395.109900777,4661819.351593559,4144560.25804126,4577528.428270788
M77T94_POS,77.03863390272954,93.82941818237305,3127879.721669623,2849095.127980465,2905429.204276549,1714411.2382403854,2383576.331075979,1280248.1633146405,3105639.722670093,1608107.6048366101,3630185.0642904066,3621203.407380824,7227698.66540635,1490171.088728635,3500066.315776903,2898590.5978624597,1742633.886860427
M77T843_POS,77.10169962468265,843.3885803222656,785195.6721210576,654261.2422583337,539465.6174297067,729023.5312307569,585854.1572329244,624486.7357459952,861024.4211575197,561960.0490970293,1211229.616054598,587872.605257988,429605.9292528476,582913.0128237017,720256.085743162,649083.7722328852,665922.9663220695
M78T410_1_POS,77.94343927475042,409.8946228027344,11416271.603937868,11243602.634155652,11367326.530815292,11176801.270774836,10310057.539251791,10499322.910825202,7864384.001443595,9661943.256150486,8451422.782872302,9866747.870837351,9844936.378036322,10916577.50919296,11276330.5898225,9467578.558628485,9316114.985039333
M78T938_POS,77.99905475264711,937.916748046875,15967659.58031967,14767483.272715196,18137436.514190335,17832887.012850087,15917532.052471515,16732175.461449629,14221819.156398365,16509601.461450068,18086048.518770717,17266714.14322859,17346498.320122328,18381916.65773277,18021450.45139098,14239537.83694121,18229843.493607774
M78T410_2_POS,78.0549589286941,409.94923400878906,3343807.697632919,3531629.4787053787,4126277.627103984,3588359.4649535203,3887560.714314179,3899595.6823542635,2957879.05849007,3655938.8990524705,3579300.4608095265,3922620.853045056,3578962.6026874864,3935705.9951154515,3990607.077676645,3022787.3074187376,3711355.7169489274
M78T410_3_POS,78.16630037941837,410.2079315185547,779448.401770153,490896.57803468837,645942.7956261423,359456.8770395757,586308.0033443643,619574.9842424622,927453.8130031285,529309.572561819,469500.6364519821,747144.0444808187,442314.2148725306,691451.7543662885,306725.87328867073,583264.4971831694,620703.1531372552
M80T694_POS,79.57422166329434,694.324462890625,2757537.938135642,2889706.2160810614,2931476.8500411906,2799679.007835193,2431432.8703258275,2173358.613013668,2581035.3785333172,2525649.461931195,1846040.603196119,2763262.701335791,2234704.135588013,2564921.52853317,2693448.051205321,2603733.7220542035,3309186.791130362
M82T936_1_POS,81.5209142508917,936.25,190107038.512379,181012395.73518687,190465014.59790808,194737929.96553478,189577285.36151817,176738901.76407647,189332307.39297506,165223588.7387443,186299070.8281876,175960578.60401213,204282986.17851794,154633427.85404015,161108180.83196437,165956890.99009088,174371337.2919277
M82T1074_POS,81.52099942068584,1073.6980590820312,38122615.30282046,21561025.27920422,26157315.499172363,39409544.886196025,51152434.494280696,28114947.91597437,21355304.183355577,26786141.46891291,54546230.766948126,53385169.21419082,45068280.59746872,48440428.952530205,52579431.26394884,25371535.143805545,28663020.700850155
M82T664_POS,81.5209541161421,664.05731201171875,72625919.43646066,127421707.95433001,95307402.27494362,103242667.4481206,86544226.48687898,105795855.55370614,68207142.60259342,102028681.40598042,139901034.59153906,98313268.50585714,118044047.50490463,74837674.30627374,120378405.12782842,46574868.267691195,79924491.13871053
M82T936_2_POS,82.02259069242523,936.2547302246094,9686367.578121053,8142284.242630262,7276925.62167796,8895115.689281778,6950432.0476771975,9070422.373845862,8359983.649073287,9511612.352865811,9516136.759239199,9308057.047974043,8418295.549987584,8080807.197355088,8937026.050678432,8589671.235460833,7602728.122926325
M83T935_POS,82.53755618532571,935.4059753417969,12311586.698280172,13092610.177683165,14023893.835382763,14544042.28715312,15285415.401495935,13390996.152173817,15079750.929936634,13316307.259593617,14314701.266411329,14626753.826805336,15465169.127606472,14863561.754078666,14876637.617332388,16586870.384945113,15015994.583197746
M83T68_POS,82.53759795988381,67.7426872253418,48686556.82627226,36763833.190217145,37748753.64329772,25875870.164940596,50829836.21285545,27562570.708882485,17268346.417329464,30326036.879174963,28267357.15235378,40187736.99752503,25272844.519723598,19279576.94254034,42496950.98999279,15826356.590490606,15898998.477497136
M83T487_POS,82.53758639048456,486.5693817138672,3168493.296387865,5074966.082315393,3826087.4625878274,2501816.5421923003,3458594.260182426,1968433.2779753136,3708685.2411783733,6705636.329416892,3493483.7641244633,3805833.6656933804,3330122.8498823857,2440624.6969866976,2834560.5191163253,3938265.875598307,3776881.542138094
M83T660_POS,82.53758386145029,660.360107421875,14354206.574837636,10394300.583490063,11237775.16922002,6866994.722729858,17307355.765410725,10054315.591767265,13807489.728652485,16805321.410592124,17253278.654931333,12725111.607244512,7211492.08550247,13733075.458603585,8385472.894776699,10487333.067899808,13672260.112870043
M83T426_POS,82.53759284975132,426.4021911621094,3035593.8431991437,4376079.56865545,4463574.383370397,4289076.697045881,6210573.976662606,2421349.6525957724,4707646.032058277,7597210.770018848,3757190.022494292,4847392.415183385,5216192.270019057,12366182.356312208,2421403.64473724,6241618.672912607,4163672.6856175363
M83T142_POS,82.53758119729545,141.50064086914062,44348234.071121916,47610799.6327726,42448878.42662309,41565534.8129487,35112870.151246205,31247220.390113175,34362109.024575576,27211205.2678746,32824506.214443766,28281504.729679942,32191379.996320736,3030429.182777078,5539182.436749076,39960889.82603854,5746757.505603435
M83T275_POS,82.53757980609466,274.64,8775070.713413613,6367675.76882322,6985599.599748069,4714730.176900271,18666577.977888968,11199636.769926898,8389646.112945039,8293243.119450778,8325604.23458677,9321528.91141461,9291104.615798118,5664978.1941648815,5736192.910136224,4974601.630636175,4235946.850544454
M83T234_POS,82.53758297492675,233.72340393066406,4652944.083935239,6881409.317949277,6774115.685099809,8077346.9157750355,8018075.21286957,3947959.2839954356,5222801.527763539,4020107.457455803,4276659.612504706,5978387.620355957,5401206.468234284,8440191.103433102,4222800.79066143,8816492.967080662,12175863.409054577
M83T759_POS,82.58337059083004,758.72796630859375,912630.0512743773,1296817.7380565694,1199916.651597887,1130741.623752183,885898.1194059299,899888.8602415506,1020871.4160897435,648249.3033948347,284327.9124929298,1220770.8457583177,824852.9048312745,1120575.5660874182,870034.039512155,1124079.6561936506,1196953.7971179138
M84T954_POS,84.04481128510542,953.54852294921875,278440967.4594302,411925747.21349216,431815226.36302096,191229357.30113208,259618192.26176792,189644856.3814064,368982755.31798446,195951537.47883874,363231648.4919739,391059922.458329,633391673.4240016,476593787.72976536,306482086.0043525,187561054.20802927,210914232.58613086
M84T67_POS,84.04483100032267,67.1912612915039,199566453.5184646,917005899.1090847,307990844.42775846,60532292.67215547,252007163.48088673,239061450.46133193,404480832.0143637,94156159.73276201,536098329.33686084,296787802.0468951,356497125.4060674,387557942.995741,115047881.584103,71718522.25523669,106064868.2805062
M85T843_POS,84.58456578340969,843.4014892578125,3093222.0152078746,3347223.7327592773,2899372.6790065942,1079913.9993906284,2722853.671647468,2775420.889740931,3918618.3466254566,2567722.7526179873,1084077.7772065157,2580040.3002619045,2292347.7488312046,2619260.9900214644,2830997.9044798696,1105716.7036311156,2400957.776380053
M85T72_POS,85.0288582119754,72.24843215942383,284829047.1333187,264318104.62978205,280672613.77665156,308287926.6749468,342826841.1476405,309378389.1175911,325111009.53873485,425596685.08865154,331078342.63928545,238295077.89746347,280785280.4180346,277413684.589547,245868309.02811056,183283971.98659694,291715744.98711103
M85T961_POS,85.0288607610415,961.221298828125,65448386.70385529,158200139.63203636,71095791.03015354,97834229.89145657,111975047.5937244,100071168.47729126,115012051.07601823,85612735.16663128,112090157.63715363,109191263.47642662,137646556.53140616,115818902.13930568,129754695.10253456,84212268.89221294,77765275.46953516
M85T409_POS,85.189407049305,409.1793670654297,820040.5645996365,873223.4902405458,932059.7325950775,936894.057937439,848902.4879800448,767597.5263527624,717958.852437088,724392.712537941,648707.5440483777,982667.8785084853,752905.7873377942,947360.6143650427,822563.1593110167,907430.7864277451,1034337.8208140049
M86T63_POS,86.06049423258668,62.826494216918945,39863751.14776592,118901296.55203213,55972827.825260974,32594507.856209517,41137121.86143873,39670398.046402104,69599264.15038563,26700877.221981335,82271755.788326,47561003.17018731,20590133.054739743,63875744.86610387,20400912.49985627,40049297.248971745,35508988.2702729
M86T956_POS,86.0604968583295,956.3296813964844,72304539.78060491,75074371.11477812,64347254.28209315,47150911.890108265,41337154.79782963,62589477.28166501,67817723.50767358,54392194.6474874,60334221.18936966,66437016.8829577,59974491.61191575,12626058.202009017,45034322.567183346,34122986.50641885,44850948.21313413
M86T100_POS,86.06051119072676,99.500732421875,35755478.29633826,35078260.67219427,54043140.80823524,39659385.80227974,35774604.97181638,26487157.94081687,33886312.207821146,20758134.492112577,38036495.137234375,37552739.522839956,34490643.12290407,51526774.34801581,30906730.465005264,47172588.89050844,37273374.52078745
M86T78_POS,86.09687803227109,77.76628875732422,1454325675.563309,990532488.9800235,1128944682.2224774,403365162.49783826,1482269740.0057864,470452088.62939924,1360376850.1846254,463945592.9694284,1035568785.9571869,1716291194.8621886,2872174622.5884223,597494507.0443058,1336413496.3133323,509810338.7901968,434477509.76003045
M87T721_POS,86.58210249840923,720.8376159667969,750075.2211804715,780453.3714580941,883345.4328803068,748523.5977711554,558382.1381540148,480248.4510786966,624111.6776269382,495520.32211228396,394014.19682801387,578879.4876029898,296228.65861288435,641051.5367229091,562133.901042639,727880.1827515904,858832.4014934126
M87T63_POS,87.04452719551871,63.30814552307129,45617609.097536415,112878303.98368302,66497111.308090895,30683207.046748493,47829679.69471658,30811499.149565935,91008636.46315782,31895864.049942877,102975144.25460587,65078448.15610683,22121600.780139193,76244809.54211012,24428931.279361647,41613823.088667914,31539678.57853529
M87T78_POS,87.10020528988444,77.76628875732422,75881108.09956007,48105986.213076115,57949522.18156504,17989974.39946548,76065078.84094223,21442426.081900682,64108128.41267575,20755044.834054377,46672313.73467534,89726301.59174563,155607746.68556184,25817683.411149725,71392229.03347306,23006385.293470424,19753780.921574738
M88T917_POS,88.0760584749944,916.61810302734375,1786371500.2988095,1617825506.8764002,3204075521.4470925,3450674967.404064,2115273769.7231,4213862746.9724164,3469497585.6145096,4113293536.091959,1564590348.7491837,2196442136.4982014,1148073288.0657897,2045690409.8829281,1727231467.4179342,1664495580.9616215,633304536.218729
M89T937_POS,88.50937765716051,937.0869875488281,53948434.490344055,48588492.98915385,48505379.033328146,51351366.98516938,53785303.25467914,48623889.80185026,46371988.70998233,49875999.96019932,47937032.61866541,51689348.20981533,54363230.36504443,52348684.522361346,50103675.62507323,47766105.44900579,52506564.43920023
M89T935_POS,89.00859445261267,935.4139396972656,13149031.529227061,14933077.189744541,10197408.05320589,13494969.805870501,14109364.93043482,13669543.631590605,13993390.489202872,13575848.376338385,15098888.895407282,10799120.697433697,15619878.354740148,14071169.708303845,11600181.332487542,14080686.259119052,13593472.53265834
M89T918_POS,89.07938168103234,917.6346130371094,93343644.550335,74746592.36310071,115304138.0490994,47904951.20243243,106613492.95884934,163417532.13326,54986171.04615577,166439735.51374716,71610412.71804461,35102960.22492455,49645820.476799384,114136397.07836755,63644455.406511806,122010727.7805804,108142050.00879292
M90T937_1_POS,89.50692291698154,937.08697509765625,1071301862.3076532,1044175877.9283895,995765848.2941682,1015271773.8196044,1042784797.0846899,1036903759.1721615,980006052.8895653,986223424.9757757,1007301421.3506145,1054399131.1347303,1018524312.7562097,1028219489.0238987,1039715780.7501932,1021282696.9567775,1055604265.2163507
M90T937_2_POS,90.00868811883385,937.08697509765625,51163254.690961525,46354447.24868311,45275433.63203208,47874701.91972883,49236440.51585919,50594419.02278848,44466412.74496886,51100765.52213549,51837949.20646525,50192325.93474168,48993848.07394434,51445484.08075591,51587595.967433535,47237415.26843996,48809716.67913042
M90T64_POS,90.05537618228433,64.297332763671875,45357124.41863593,102512679.79558818,69116651.49070445,35514249.96621204,46186286.96159935,12148692.851097828,78715759.65751816,8879415.49621101,36268262.10260915,26897283.084431566,35779354.95088501,25966772.920637015,20910029.409189586,44873984.24102694,36592157.7659143
M91T936_POS,90.52621615299688,936.2640380859375,136518602.9094016,113523263.85797417,112378323.41968192,154628220.90533453,94069631.2693619,124058468.38501811,128532789.79965393,130644792.11643235,128639553.76679939,106135847.00501963,170913887.02355564,117224656.08663784,113216709.85672812,126120735.06257762,165988658.1248021
M91T123_POS,90.52628616891185,122.85296630859375,188084808.10652107,156313208.92237124,229209629.69438905,174148620.1456066,123551762.70710136,250238365.71415803,289087304.28073347,207946135.5332634,225132567.28184363,247999567.22205865,247624429.31890112,123102687.84930763,242109111.1636948,87256228.95574795,240276501.78202423
M91T662_POS,90.52627355541543,661.8254089355469,129416071.22636749,142459361.3038921,114747049.35997477,91151119.10598119,65179814.09983095,93349057.6565776,120198769.19058976,138287842.31150678,146434604.40582362,102434999.76261404,64461482.41938503,127056757.87483549,115317186.65065897,48680575.07493983,74748553.31031531
M91T932_POS,90.97705257686849,931.6943359375,25765073.112310577,26561848.717360638,25731453.84677621,25903967.863677897,23576552.980847467,24191783.546030108,24812529.73588277,24026824.66287702,26973590.885497935,25923695.193618346,22924171.66139439,25619044.921593927,21373054.0756834,23200610.61622378,26777334.419123836
M91T937_POS,91.02790388396919,937.0848388671875,8413544.817341575,4124110.307729474,3867329.1798759853,6439688.82794414,7450207.988148159,5915641.613740131,6802031.881216596,4944456.8661249885,6096718.266331607,4408390.289956372,5857868.389289313,6959241.702840716,6919231.048494564,6536810.551149135,6644501.051627031
M91T783_POS,91.0546511846569,783.2291259765625,5257666.959897933,9973952.495546374,8328907.276760639,5264714.72323404,5508177.387772037,8225408.506199496,4838584.228563709,8741775.275917774,6231494.200323702,6255738.431910258,7260572.241227134,5261306.428704306,6890584.886823636,6005612.498811865,6883249.075250895
M91T94_POS,91.05461674282526,93.905792236328125,14358400.503908722,13216557.911924219,15416818.644737717,9683914.95221272,13209971.755284099,6739585.18124355,15932261.88425125,9624393.39819923,17286243.475706566,22195725.966612212,32995624.5481301,9752866.336703911,14971621.837617995,13891992.31741558,10271631.430137385
M91T706_POS,91.05466538269177,706.35369873046875,7320633.0005334625,3660790.8711923514,5605221.230748803,6517677.589407515,6787139.877625445,6573563.886367625,4914072.752972095,7372895.453465659,9696546.425863473,5967892.367113162,4393160.258678029,5212267.9431500975,9460370.42294824,3771521.3585315202,5615987.773497165
M91T447_POS,91.0546653212229,447.299,4918212.019183806,4377385.687174445,9094671.040384429,5358948.17136532,4688798.87046301,3252001.8738347753,5110231.89247773,4597121.781490365,7158309.476009419,5228197.480210712,4784800.678343801,4840574.378292962,5580916.045948828,7254799.753130177,5847264.819524522
M92T937_POS,91.50479980299605,937.08697509765625,42897700.0463695,41715581.97904084,36658927.69691764,36027803.20337132,40499374.98318416,41961268.529279,38663239.0924765,42571374.02920306,36120237.002656974,36820498.84090377,42627800.49115922,36982834.67908922,33685435.77517524,41006935.666737065,38648280.99961646
M93T94_POS,93.07022695037591,93.841217041015625,6445126.719128612,6652615.235107072,7991539.966602973,5734413.3184060315,6571121.3172598295,5463427.154257268,9627116.37711616,4932296.291124149,8631161.133715324,9702142.332754893,16091049.682702878,4504146.553890557,7199143.879444404,5431174.172546926,4094803.1466952157
M94T935_POS,94.04543571039261,935.406005859375,202520809.73829424,229941160.32519987,216195128.02645034,270544205.3494205,240962714.53374085,218870882.25050765,264955892.68852347,223899756.84777486,254741029.3189758,254435358.27230263,261828269.6276742,246626689.10974723,219501481.89746898,248724139.13069287,224839914.48659813
M94T67_POS,94.04543109289389,67.30235290527344,138453906.55672586,89636511.74436587,128170861.52727626,57101278.991857514,157206066.36697513,124412111.6407916,60379130.44958855,114785946.10984859,98081231.82796468,159997151.36556485,90954577.80923037,85757443.20664135,140215114.85599086,67455231.25381733,71480170.34201448
M94T428_POS,94.04540631624388,427.83934020996094,40656180.62672408,53725042.59877349,25831117.318292424,46286861.15898602,26088740.803958952,42285030.43043721,65757549.962186806,120657480.8974934,37528899.21626035,68080209.37461153,44358011.889930554,127365906.7174901,35748374.70977723,32605723.82032693,30590232.19536539
M94T665_POS,94.04539943120275,665.0694580078125,124102812.57773809,90240943.07235056,142554127.40111116,161487915.3044483,75531099.4703963,147472688.03468898,141933884.92545778,126194819.35557625,88233582.04025735,96028419.57450591,142469687.83790314,89071738.65472643,132970602.21043189,108416727.11591332,78439364.43568751
M94T915_POS,94.06551577402955,915.47845458984375,23165413.05675965,27320804.527566563,9151689.4099804,6630780.741682846,6234437.42757498,14815901.759059792,13984536.893900368,8174731.403239644,3411456.012395573,6537177.2836080445,15940106.947408076,13998086.110736946,22116170.609312255,5433739.8387200255,12355561.119136045
M95T935_1_POS,94.5458109002793,934.9935302734375,22371880.320530806,21474871.7195835,22743916.79370291,23739615.53803115,21146145.55903649,20883443.267283957,24272949.067158572,21854114.213017717,21983135.161869112,23843888.741511423,22081509.53869764,21697916.2957505,20648506.10799541,19905017.748857737,19783080.126054615
M95T707_POS,94.59945400559803,706.5526123046875,19373657.540988997,21216806.412516322,19718059.962273333,20531741.957538936,130458.66725109227,19959320.4410998,23965264.98297025,20509861.53458726,335233.3659499559,24096818.32236477,27292575.981304813,25262782.44506531,385604.33363166254,29108481.976783164,27982639.879164226
M95T935_2_POS,95.04419998382579,935.39678955078125,27752367.456770383,33447629.723757587,29845210.072442327,31914478.60942372,27449668.513324127,30680217.591385122,30231011.582511436,32826736.841900274,32007621.09921883,30913090.560056962,28365071.201352578,30955784.329897795,27543260.722876426,33569324.39196729,30459130.574759822
M95T94_POS,95.04946346412027,93.82941818237305,18239075.24161729,21104991.21605713,19348926.715972267,12850821.241012083,19632353.11188564,9958053.768688703,22014784.912117,12420555.47692263,22883101.85431827,27864409.892836865,41966237.24745177,16092114.13697177,18821823.357746832,15552602.417117475,15511213.199892102
M95T273_POS,95.0858884094659,272.7718505859375,1542105.6433160119,2075865.2646238143,5393703.33186073,4150797.5156061887,2202802.3477315097,3148529.213929053,6199321.450817309,6402093.866654439,7457836.515640035,2301044.5963674206,2830002.1776829637,4768306.384834702,3870150.701174769,4168722.4344199556,4404257.064505788
M97T72_POS,97.02871869365404,72.44422149658203,199500503.3975435,79605748.3249212,203765684.65913647,139428452.67867798,136476821.09868675,106441115.14385588,116721663.70749311,194178731.22162783,173835068.26143932,162766667.98068768,88387543.81707704,123298207.36171572,132462698.35387924,113101530.32806443,171525493.5022388
M98T938_POS,97.51466348584492,937.9127197265625,49467286.164439075,53393449.52331203,54947375.71513761,46914689.415550895,46298554.52440396,43587206.13358533,39172156.60874763,50134683.71397778,46680719.13742399,46548288.037635855,45417705.169385865,48986193.21148427,49498224.94636071,48892894.14534413,44962719.3373759
M98T937_POS,97.99168744003185,937.0851135253906,77883191.72402437,81578051.33087823,87252205.13521247,92632691.66215162,84204922.67745002,81325376.03822263,103489395.6492383,105151479.37193914,87560661.02282538,89127804.15193956,88906903.18565212,94893750.78262079,104867057.99976835,90234031.46580774,85380307.28248674
M98T1066_POS,97.99167305193038,1065.6415405273438,41020883.40086069,35259996.52645362,47798526.57295335,44960982.53348215,40928303.358322874,44155694.30662536,39352676.06253291,54545738.50287132,31870838.300538093,52492096.14283887,29189893.53771467,29334669.875175115,61516660.13278234,30152790.841435414,31236744.260648575
M98T981_POS,97.99167033847654,981.2658471679688,33258572.4985388,32588042.391047593,54298801.13377551,26386511.407102287,38574685.86671704,29023388.986687165,32700824.363578416,33126765.590934053,30809520.289246064,33366363.680352405,41933003.03213332,34942575.58835857,39725139.80005577,30303286.546693888,81391022.2372383
M98T1015_POS,97.99167140208107,1015.2146911621094,108994103.50850868,65907374.33490076,42403948.13159524,41871675.36919541,48478237.88061474,27777520.58723435,78159669.15869518,41323133.97268649,33827651.46271743,88933575.09281309,85771527.2921176,29496388.234821763,63044096.27495953,31588074.781145602,36257639.06457972
M98T928_POS,98.071580623691,927.7860107421875,37483746.94402597,36058892.97020275,35896881.61217285,36451033.7265103,38555516.5190008,46298260.91757365,52696082.70518804,33826529.025606126,33027840.309310786,69741654.81634527,53156770.10474537,50092407.79032788,32614095.29461157,65503143.44442747,36537309.59685264
M99T938_POS,98.51238049334052,937.9127197265625,872609547.4312198,914611989.8465163,816144511.6973337,912067527.4753983,892321926.2123623,837599549.3419652,908420862.4748713,888138944.1916194,889103325.8031054,858793663.9589881,849794299.9712448,904764048.8873484,920210916.8251146,879405171.3406225,901795733.88231
M99T1070_POS,98.51238075661897,1069.915771484375,23953286.90522097,23780349.96397886,16435231.170579933,34179475.899460986,19085132.315145873,22514945.342792835,15703883.754497135,18022619.62014647,21533455.681664027,31159753.757091522,32040479.93138987,16201739.132161496,44286211.068726055,19584730.42813979,25568600.418143094
M99T1036_POS,98.51237889535652,1035.5703125,33773932.91600995,41615345.15064121,23262263.24109177,33903837.391351245,72648296.51862024,32371437.57571099,44151887.02531673,26429833.96434704,31871033.728515998,32159610.028105207,18572987.9248486,32417200.189734537,28971242.073804267,19148928.837506194,23453739.925560467
M99T1003_POS,98.51237810196687,1003.27099609375,35701469.17101958,26158135.829228304,23268776.78744107,37348676.282078154,28932517.194424387,30075307.943757657,19330086.825472463,27934232.83562794,23704156.205081046,24393245.889863398,27106427.68947819,32212569.24812157,27803676.16356118,28468276.486523543,41342539.15948992
