peak_name,mz,rt,id_kegg,id_zhulab,name,formula,confidence_level,smiles,inchikey,isotope,adduct,total_score,mz_error,rt_error_abs,rt_error_rela,ms2_score,iden_score,iden_type,peak_group_id,base_peak,num_peaks,cons_formula_pred,stereo_isomer_id,stereo_isomer_name,Size_3_3,Size_3_1,Size_3_2,Size_5_1,Size_1_2,Size_4_2,Size_2_2,Size_2_3,Size_6_2,Size_1_3,Size_4_1,Size_2_1,Size_1_1,Size_6_1,Size_5_2
M160T398_NEG,160.0603,397.7,C00956,L0090,DL-2-Aminoadipic acid,C6H11NO4,level2,NC(CCCC(O)=O)C(O)=O,OYIFNHCXNCRBQI-UHFFFAOYSA-N,[M],[M-H]-,2.56,7.7,NA,NA,0.881,0.56,MS1 + ExpLib Match,[21],M160T398_NEG_[M-H]-,5,TRUE,C00956,L-2-Aminoadipate,139066744.0499643,113712977.68407014,67072043.21671245,102042993.3152386,96219654.83242887,99373974.1179127,73759583.64509171,31298239.99422766,98325133.1126895,70841145.29458128,62528170.384759806,70157377.2593987,63334717.67980946,75618858.03693959,101991515.74888435
M175T422_NEG,175.06,422.1,C04411,S0216,3-Isopropylmalate,C7H12O5,level2,CC(C)[C@@H]([C@H](C(=O)O)O)C(=O)O,RNQHMTFBUSSBJQ-CRCLSJGQSA-N,[M],[M-H]-,2.56,6.6,NA,NA,0.8355,0.56,MS1 + ExpLib Match,[27],M175T422_NEG_[M-H]-,2,TRUE,C04411,"(2R,3S)-3-Isopropylmalate",103336975.71864899,41399508.65121678,83443082.31856737,63785310.77466652,83455226.22725986,64574272.367217764,89944044.49830128,22823100.80501841,202451825.6230825,40216473.64193816,60918336.96141667,62357712.62711531,36885783.49535291,37486739.262639314,91668775.1993702
M116T371_NEG_a,116.0703,371.2,C00183,S0091,L-Valine,C5H11NO2,level2,CC(C)[C@@H](C(=O)O)N,KZSNJWFQEVHDMF-BYPYZUCNSA-N,[M],[M-H]-,2.55,12.2,NA,NA,1,0.55,MS1 + ExpLib Match,[7],M116T371_NEG_[M-H]-,1,TRUE,C00183;C06417;C16436,L-Valine;D-Valine;Valine,142059471.8522773,172833856.35686406,120789061.25580247,127674297.9683903,138960519.7749899,56677150.09958472,210279353.972872,55388099.582065225,223357959.19503433,179923391.04223067,268670181.3722042,91271759.48481968,130479438.02630384,97012382.1589102,164505587.3846427
M114T384_NEG_a,114.0546,384.2,C00763,S0043,D-Proline,C5H9NO2,level2,C1CC(NC1)C(=O)O,ONIBWKKTOPOVIA-UHFFFAOYSA-N,[M],[M-H]-,2.54,12.4,NA,NA,1,0.54,MS1 + ExpLib Match,[5],M114T384_NEG_[M-H]-,1,TRUE,C00148;C00763;C16435,L-Proline;D-Proline;Proline,25866879.582215782,18887155.191914007,12401325.588793222,41686356.85683968,25008935.01079272,9494246.631251743,24103280.116504315,7834450.810713813,45254184.15695492,19517158.8574442,69889363.098288,20507740.00169171,15591430.74473688,16355939.610086804,61112839.34398778
M114T384_NEG_b,114.0546,384.2,C00148,S0088,L-Proline,C5H9NO2,level2,C1C[C@H](NC1)C(=O)O,ONIBWKKTOPOVIA-BYPYZUCNSA-N,[M],[M-H]-,2.54,12.4,NA,NA,1,0.54,MS1 + ExpLib Match,[5],M114T384_NEG_[M-H]-,1,TRUE,C00148;C00763;C16435,L-Proline;D-Proline;Proline,25866879.582215782,18887155.191914007,12401325.588793222,41686356.85683968,25008935.01079272,9494246.631251743,24103280.116504315,7834450.810713813,45254184.15695492,19517158.8574442,69889363.098288,20507740.00169171,15591430.74473688,16355939.610086804,61112839.34398778
M115T95_NEG_a,115.075,95.2,C21399,S0172,Isocaproic acid,C6H12O2,level2,CC(C)CCC(=O)O,FGKJLKRYENPLQH-UHFFFAOYSA-N,[M],[M-H]-,2.54,12.3,NA,NA,1,0.54,MS1 + ExpLib Match,[6],M115T95_NEG_[M-H]-,1,TRUE,C21399,Isocaproate,7662939.293297197,5443941.365768967,8450737.026797831,17220307.13061459,8051771.719294576,6453567.972033216,8455575.629782127,5649794.012121318,5582986.755454475,7705212.115584353,5525630.838666481,8079265.159960679,4615491.304153793,4601388.006759712,24253056.107019592
M115T95_NEG_b,115.075,95.2,C01585,S0182,Caproic acid,C6H12O2,level2,CCCCCC(=O)O,FUZZWVXGSFPDMH-UHFFFAOYSA-N,[M],[M-H]-,2.54,12.3,NA,NA,1,0.54,MS1 + ExpLib Match,[6],M115T95_NEG_[M-H]-,1,TRUE,C01585,Hexanoic acid,7662939.293297197,5443941.365768967,8450737.026797831,17220307.13061459,8051771.719294576,6453567.972033216,8455575.629782127,5649794.012121318,5582986.755454475,7705212.115584353,5525630.838666481,8079265.159960679,4615491.304153793,4601388.006759712,24253056.107019592
M131T397_NEG_a,131.0336,396.9,C00489,S0163,Glutaric acid,C5H8O4,level2,C(CC(=O)O)CC(=O)O,JFCQEDHGNNZCLN-UHFFFAOYSA-N,[M],[M-H]-,2.54,10.2,NA,NA,0.9263,0.54,MS1 + ExpLib Match,[14],M131T397_NEG_[M-H]-,2,TRUE,C00489,Glutarate,20330313.120124973,24702080.230841532,28479685.33016096,67932266.51741311,27799083.124314368,31542301.00659359,48047076.36980162,35696891.401246205,59553345.869826056,35680119.130899146,31120695.808831103,27841223.77926738,39081977.71132956,41673985.07181605,85555245.92674927
M133T937_NEG,133.0129,937,C00149/C00497,S0011,L-Malic acid,C4H6O5,level2,C(C(C(=O)O)O)C(=O)O,BJEPYKJPYRNKOW-UHFFFAOYSA-N,[M],[M-H]-,2.54,10,NA,NA,0.9093,0.54,MS1 + ExpLib Match,[15],M133T937_NEG_[M-H]-,1,TRUE,C00149;C00497;C00711,(S)-Malate;(R)-Malate;Malate,88321059.31361187,80070148.83345015,112721042.50839177,120911788.39174803,96118877.09942389,74106002.97126351,112837096.42102222,108507978.45043965,167511610.07230622,112804995.27574165,121452283.2246027,190498075.14254957,125054371.16642052,84385030.20863836,176694986.6128208
M157T186_2_NEG,157.0356,185.6,C01551,L0004,Allantoin,C4H6N4O3,level2,C1(C(=O)NC(=O)N1)NC(=O)N,POJWUDADGALRAB-UHFFFAOYSA-N,[M],[M-H]-,2.54,7,NA,NA,0.8043,0.54,MS1 + ExpLib Match,[20],M157T186_2_NEG_[M-H]-,4,TRUE,C01551;C02348;C02350,Allantoin;(R)(-)-Allantoin;(S)-Allantoin,116679716.81676352,662408820.9350787,231285034.6923539,405594110.7432844,94193389.08238967,27130244.629085395,404327467.16081583,11283669.284821853,602118205.529615,155998790.92042038,110539325.21424769,199084593.95982015,38769517.394990005,55975027.56934801,489275687.04468805
M116T371_NEG_b,116.0703,371.2,C00431,S0248,5-Aminopentanoic acid,C5H11NO2,level2,C(CCN)CC(=O)O,JJMDCOVWQOJGCB-UHFFFAOYSA-N,[M],[M-H]-,2.53,12.2,NA,NA,0.9707,0.53,MS1 + ExpLib Match,[7],M116T371_NEG_[M-H]-,1,TRUE,C00431,5-Aminopentanoate,142059471.8522773,172833856.35686406,120789061.25580247,127674297.9683903,138960519.7749899,56677150.09958472,210279353.972872,55388099.582065225,223357959.19503433,179923391.04223067,268670181.3722042,91271759.48481968,130479438.02630384,97012382.1589102,164505587.3846427
M145T134_NEG,145.0857,133.6,NA,L0276,Butyl lactate,C7H14O3,level2,CCCCOC(=O)C(C)O,MRABAEUHTLLEML-UHFFFAOYSA-N,[M],[M-H]-,2.53,8.9,NA,NA,0.8491,0.53,MS1 + ExpLib Match,[17],M145T134_NEG_[M-H]-,1,TRUE,NA,NA,1875491.5732608554,6580023.184940063,3099387.8475739993,33067735.791379556,3135791.249525474,4841314.598289341,4258024.935523674,3780122.853369893,7055740.946874557,3696999.226364772,2320326.6548954723,2781632.639153335,7729668.107534431,5932504.5015611295,43568203.61448041
M118T408_1_NEG,118.0495,408.3,C00263,S0107,L-homoserine,C4H9NO3,level2,C(CO)[C@@H](C(=O)O)N,UKAUYVFTDYCKQA-VKHMYHEASA-N,[M],[M-H]-,2.52,11.9,NA,NA,0.9378,0.52,MS1 + ExpLib Match,[9],M118T408_1_NEG_[M-H]-,1,TRUE,C00263,L-Homoserine,170866578.13482094,579608162.0001142,133499614.65339601,324473815.2948012,114275084.11143433,57793970.41650934,375844051.8376211,20575801.08761886,215707303.87790227,134350332.7805272,215086115.6652485,103064260.37394546,92281534.66638935,95015654.63277641,409548934.5825694
M71T326_NEG,71.0123,325.7,C00546,L0281,Pyruvaldehyde,C3H4O2,level2,CC(=O)C=O,AIJULSRZWUXGPQ-UHFFFAOYSA-N,[M],[M-H]-,2.5,22.2,NA,NA,1,0.5,MS1 + ExpLib Match,[1],M71T326_NEG_[M-H]-,2,TRUE,C00546,Methylglyoxal,17986794.662935697,23632434.854334615,49154682.88742693,21379617.765359577,6956836.471319363,16254419.496456988,21492418.49751169,35342526.85419642,112387538.91726686,22641504.66329194,12278382.593556812,132253707.69887264,13803054.634697696,20712569.670499284,22919592.399382997
M75T140_NEG,75.0072,139.6,C00160,L0001,Glycolate,C2H4O3,level2,C(C(=O)O)O,AEMRFAOFKBGASW-UHFFFAOYSA-N,[M],[M-H]-,2.5,20.9,NA,NA,1,0.5,MS1 + ExpLib Match,[2],M75T140_NEG_[M-H]-,2,TRUE,C00160,Glycolate,85194939.01951618,85249457.77256176,76733532.1199732,122198473.72348028,83294419.92716143,68671065.71094538,71917627.9561352,61774780.31732337,80182568.24070913,81336775.48543467,74711835.15909043,105197148.2487223,50745623.08912908,78132067.39155518,153737971.76858592
M102T452_NEG_a,102.0545,452,C02356,S0148,(S)-2-aminobutyric acid,C4H9NO2,level2,CCC(C(=O)O)N,QWCKQJZIFLGMSD-VKHMYHEASA-N,[M],[M-H]-,2.5,15.1,NA,NA,1,0.5,MS1 + ExpLib Match,[3],M102T452_NEG_[M-H]-,1,TRUE,C02261;C02356,D-2-Aminobutyrate;(S)-2-Aminobutanoate,6813721.552723076,22922978.290703908,8994041.840440366,11774852.414528795,7607665.074107624,4904709.3722407995,15968726.32144788,4239161.171695458,22632557.77138196,10551980.391361317,5415429.482798824,13239144.687108222,4459799.448290856,8683923.392610969,13282938.198528694
M102T452_NEG_b,102.0545,452,C01026,L0268,Dimethylglycine,C4H9NO2,level2,CN(C)CC(=O)O,FFDGPVCHZBVARC-UHFFFAOYSA-N,[M],[M-H]-,2.5,15.1,NA,NA,0.9982,0.5,MS1 + ExpLib Match,[3],M102T452_NEG_[M-H]-,1,TRUE,C01026,"N,N-Dimethylglycine",6813721.552723076,22922978.290703908,8994041.840440366,11774852.414528795,7607665.074107624,4904709.3722407995,15968726.32144788,4239161.171695458,22632557.77138196,10551980.391361317,5415429.482798824,13239144.687108222,4459799.448290856,8683923.392610969,13282938.198528694
M102T452_NEG_c,102.0545,452,C00334,S0402,gamma-Aminobutyric acid,C4H9NO2,level2,C(CC(=O)O)CN,BTCSSZJGUNDROE-UHFFFAOYSA-N,[M],[M-H]-,2.5,15.1,NA,NA,0.9946,0.5,MS1 + ExpLib Match,[3],M102T452_NEG_[M-H]-,1,TRUE,C00334,4-Aminobutanoate,6813721.552723076,22922978.290703908,8994041.840440366,11774852.414528795,7607665.074107624,4904709.3722407995,15968726.32144788,4239161.171695458,22632557.77138196,10551980.391361317,5415429.482798824,13239144.687108222,4459799.448290856,8683923.392610969,13282938.198528694
M165T398_NEG_a,165.0392,398.2,C16357,S0231,3-Methylxanthine,C6H6N4O2,level2,CN1C2=C(C(=O)NC1=O)NC=N2,GMSNIKWWOQHZGF-UHFFFAOYSA-N,[M],[M-H]-,2.5,15.5,NA,NA,0.9996,0.5,MS1 + ExpLib Match,[24],M165T398_NEG_[M-H]-,2,TRUE,C16357,3-Methylxanthine,633151161.0296717,503181152.27541584,367225959.3378958,768300635.8691216,531994278.90342593,291984795.7458582,899636720.0667752,549397125.8485839,852942144.7146955,387658237.7159387,271701773.6609768,740040003.1557562,405698437.55069953,815171810.8857113,817246497.0882248
M165T398_NEG_b,165.0392,398.2,C16358,L0216,1-Methylxanthine,C6H6N4O2,level2,CN1C(=O)C2=C(NC1=O)N=CN2,MVOYJPOZRLFTCP-UHFFFAOYSA-N,[M],[M-H]-,2.5,15.5,NA,NA,0.999,0.5,MS1 + ExpLib Match,[24],M165T398_NEG_[M-H]-,2,TRUE,C16358,1-Methylxanthine,633151161.0296717,503181152.27541584,367225959.3378958,768300635.8691216,531994278.90342593,291984795.7458582,899636720.0667752,549397125.8485839,852942144.7146955,387658237.7159387,271701773.6609768,740040003.1557562,405698437.55069953,815171810.8857113,817246497.0882248
M165T398_NEG_c,165.0392,398.2,C16353,S0225,7-Methylxanthine,C6H6N4O2,level2,CN1C=NC2=C1C(=O)NC(=O)N2,PFWLFWPASULGAN-UHFFFAOYSA-N,[M],[M-H]-,2.5,15.5,NA,NA,0.9962,0.5,MS1 + ExpLib Match,[24],M165T398_NEG_[M-H]-,2,TRUE,C16353,7-Methylxanthine,633151161.0296717,503181152.27541584,367225959.3378958,768300635.8691216,531994278.90342593,291984795.7458582,899636720.0667752,549397125.8485839,852942144.7146955,387658237.7159387,271701773.6609768,740040003.1557562,405698437.55069953,815171810.8857113,817246497.0882248
M103T399_NEG_a,103.0022,398.6,C00383,S0204,Malonic acid,C3H4O4,level2,C(C(=O)O)C(=O)O,OFOBLEOULBTSOW-UHFFFAOYSA-N,[M],[M-H]-,2.49,14.3,NA,NA,0.9635,0.49,MS1 + ExpLib Match,[4],M103T399_NEG_[M-H]-,1,TRUE,C00383,Malonate,5696706.989896068,4786228.110942162,3258949.28297063,10657179.724196732,6460322.344804042,8929735.22712056,13626361.574706495,3439249.631746485,12499706.31263691,3236660.969435839,4890948.969988514,9532890.281012988,3295049.350538606,9685810.063032802,13966679.139159732
M131T397_NEG_b,131.0336,396.9,NA,S0179,Ethylmalonic acid,C5H8O4,level2,CCC(C(O)=O)C(O)=O,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,[M],[M-H]-,2.48,10.2,NA,NA,0.8083,0.48,MS1 + ExpLib Match,[14],M131T397_NEG_[M-H]-,2,TRUE,NA,NA,20330313.120124973,24702080.230841532,28479685.33016096,67932266.51741311,27799083.124314368,31542301.00659359,48047076.36980162,35696891.401246205,59553345.869826056,35680119.130899146,31120695.808831103,27841223.77926738,39081977.71132956,41673985.07181605,85555245.92674927
M117T353_NEG,117.0179,353.2,C00042,S0006,Succinate,C4H6O4,level2,C(CC(=O)O)C(=O)O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,[M],[M-H]-,2.47,12.4,NA,NA,0.8457,0.47,MS1 + ExpLib Match,[8],M117T353_NEG_[M-H]-,1,TRUE,C00042,Succinate,24127633.175331756,20737136.055187266,15542237.044712832,29677560.991471354,22578340.42853737,9048976.940411722,30614082.790182356,26557035.420767706,29059127.098443724,14202512.679966984,16803784.349432137,28236186.922099102,18962429.151230767,27555711.041417893,41214587.137059055
M103T399_NEG_b,103.0022,398.6,C00168,L0288,bata-Hydroxypyruvic acid,C3H4O4,level2,C(C(=O)C(=O)O)O,HHDDCCUIIUWNGJ-UHFFFAOYSA-N,[M],[M-H]-,2.43,14.3,NA,NA,0.836,0.43,MS1 + ExpLib Match,[4],M103T399_NEG_[M-H]-,1,TRUE,C00168,Hydroxypyruvate,5696706.989896068,4786228.110942162,3258949.28297063,10657179.724196732,6460322.344804042,8929735.22712056,13626361.574706495,3439249.631746485,12499706.31263691,3236660.969435839,4890948.969988514,9532890.281012988,3295049.350538606,9685810.063032802,13966679.139159732
M104T424_NEG,104.0338,423.9,C00065,NA,L-Serine,C3H7NO3,level3.1,OC[C@@H](C(=O)O)N,MTCFGRXMJLQNBG-REOHCLBHSA-N,[M],[M-H]-,1.9,3.8,NA,1.8,0.9549,0.9,metAnnotation,[51],M104T424_NEG_[M-H]-,4,TRUE,C00065;C00716;C00740,L-Serine;Serine;D-Serine,127250164.87885179,450389302.64013517,69992492.9227252,68922756.71477567,58349532.14575618,23104389.619389176,155897386.09085596,22393322.863792226,89606494.55454323,51748752.24072754,59630730.744447894,52999176.99281646,29555744.150448237,27447533.19949429,75653327.31955409
M149T331_NEG_a,149.0442,331.3,C00121,NA,D-Ribose,C5H10O5,level3.1,OC[C@H]1OC([C@@H]([C@@H]1O)O)O,HMFHBZSHGGEWLO-SOOFDHNKSA-N,[M],[M-H]-,1.9,3.2,NA,5.4,0.9975,0.9,metAnnotation,[59],M149T331_NEG_[M-H]-,1,TRUE,C00121;C01510;C06115;C16639;C20569;C21067,D-Ribose;L-Xylose;L-Arabinofuranose;beta-D-Ribofuranose;beta-L-Arabinofuranose;D-Arabinofuranose,406818550.8255343,874662129.983639,734972497.3471057,1136172607.7065547,486804312.3253497,1127233636.6239505,1861845616.853598,2308721101.0408053,2192341248.7463956,784469750.0345727,1111480947.5981019,4715811961.882343,691487707.8276604,2119559409.3862603,1577119130.4968848
M149T331_NEG_b,149.0442,331.3,C00309,NA,D-Ribulose,C5H10O5,level3.1,OCC1(O)OC[C@H]([C@H]1O)O,LQXVFWRQNMEDEE-ZZKAVYKESA-N,[M],[M-H]-,1.89,3.2,NA,6.5,0.9975,0.89,metAnnotation,[59],M149T331_NEG_[M-H]-,1,TRUE,C00309;C00310;C00312;C00508;C08354,D-Ribulose;D-Xylulose;L-Xylulose;L-Ribulose;alpha-D-Ribulose,406818550.8255343,874662129.983639,734972497.3471057,1136172607.7065547,486804312.3253497,1127233636.6239505,1861845616.853598,2308721101.0408053,2192341248.7463956,784469750.0345727,1111480947.5981019,4715811961.882343,691487707.8276604,2119559409.3862603,1577119130.4968848
M149T331_NEG_c,149.0442,331.3,C00310,NA,D-Xylulose,C5H10O5,level3.1,OCC1(O)OC[C@H]([C@@H]1O)O,LQXVFWRQNMEDEE-OVEKKEMJSA-N,[M],[M-H]-,1.89,3.2,NA,6.5,0.9975,0.89,metAnnotation,[59],M149T331_NEG_[M-H]-,1,TRUE,C00309;C00310;C00312;C00508;C08354,D-Ribulose;D-Xylulose;L-Xylulose;L-Ribulose;alpha-D-Ribulose,406818550.8255343,874662129.983639,734972497.3471057,1136172607.7065547,486804312.3253497,1127233636.6239505,1861845616.853598,2308721101.0408053,2192341248.7463956,784469750.0345727,1111480947.5981019,4715811961.882343,691487707.8276604,2119559409.3862603,1577119130.4968848
M149T331_NEG_d,149.0442,331.3,C00312,NA,L-Xylulose,C5H10O5,level3.1,OCC1(O)OC[C@@H]([C@H]1O)O,LQXVFWRQNMEDEE-PYHARJCCSA-N,[M],[M-H]-,1.89,3.2,NA,6.5,0.9975,0.89,metAnnotation,[59],M149T331_NEG_[M-H]-,1,TRUE,C00309;C00310;C00312;C00508;C08354,D-Ribulose;D-Xylulose;L-Xylulose;L-Ribulose;alpha-D-Ribulose,406818550.8255343,874662129.983639,734972497.3471057,1136172607.7065547,486804312.3253497,1127233636.6239505,1861845616.853598,2308721101.0408053,2192341248.7463956,784469750.0345727,1111480947.5981019,4715811961.882343,691487707.8276604,2119559409.3862603,1577119130.4968848
M149T331_NEG_e,149.0442,331.3,C00508,NA,L-Ribulose,C5H10O5,level3.1,OCC1(O)OC[C@@H]([C@@H]1O)O,LQXVFWRQNMEDEE-QRHDOFTISA-N,[M],[M-H]-,1.89,3.2,NA,6.5,0.9975,0.89,metAnnotation,[59],M149T331_NEG_[M-H]-,1,TRUE,C00309;C00310;C00312;C00508;C08354,D-Ribulose;D-Xylulose;L-Xylulose;L-Ribulose;alpha-D-Ribulose,406818550.8255343,874662129.983639,734972497.3471057,1136172607.7065547,486804312.3253497,1127233636.6239505,1861845616.853598,2308721101.0408053,2192341248.7463956,784469750.0345727,1111480947.5981019,4715811961.882343,691487707.8276604,2119559409.3862603,1577119130.4968848
M149T331_NEG_f,149.0442,331.3,C00577,NA,D-Glyceraldehyde,C3H6O3,level3.1,O[C@@H](C=O)CO,MNQZXJOMYWMBOU-VKHMYHEASA-N,[M],[M+CH3COO]-,1.89,3.1,NA,6.3,0.9975,0.89,metAnnotation,[60],M149T331_NEG_[M+CH3COO]-,1,TRUE,C00577;C02154;C02426,D-Glyceraldehyde;Glyceraldehyde;L-Glyceraldehyde,406818550.8255343,874662129.983639,734972497.3471057,1136172607.7065547,486804312.3253497,1127233636.6239505,1861845616.853598,2308721101.0408053,2192341248.7463956,784469750.0345727,1111480947.5981019,4715811961.882343,691487707.8276604,2119559409.3862603,1577119130.4968848
M149T331_NEG_g,149.0442,331.3,C02426,NA,L-Glyceraldehyde,C3H6O3,level3.1,O[C@H](C=O)CO,MNQZXJOMYWMBOU-GSVOUGTGSA-N,[M],[M+CH3COO]-,1.89,3.1,NA,6.3,0.9975,0.89,metAnnotation,[60],M149T331_NEG_[M+CH3COO]-,1,TRUE,C00577;C02154;C02426,D-Glyceraldehyde;Glyceraldehyde;L-Glyceraldehyde,406818550.8255343,874662129.983639,734972497.3471057,1136172607.7065547,486804312.3253497,1127233636.6239505,1861845616.853598,2308721101.0408053,2192341248.7463956,784469750.0345727,1111480947.5981019,4715811961.882343,691487707.8276604,2119559409.3862603,1577119130.4968848
M149T398_1_NEG_a,149.0442,397.8,C00216,NA,D-Arabinose,C5H10O5,level3.1,O[C@@H]1COC([C@H]([C@@H]1O)O)O,SRBFZHDQGSBBOR-ZRMNMSDTSA-N,[M],[M-H]-,1.88,3.3,NA,8.1,0.9975,0.88,metAnnotation,[58],M149T398_1_NEG_[M-H]-,3,TRUE,C00181;C00216;C00259;C00476;C01394;C01508;C02096;C02204;C02205;C02479;C02604;C08353;C21057,D-Xylose;D-Arabinose;L-Arabinose;D-Lyxose;Xylose;L-Lyxose;beta-D-Xylose;alpha-D-Lyxose;alpha-D-Xylose;beta-L-Arabinose;alpha-L-Arabinose;beta-D-Ribopyranose;D-Ribose,1031902123.4502847,1331059925.9227707,1243071139.2604265,768948960.9677703,716969946.2708614,2032188278.9438856,1239846628.5758743,1790249958.9862967,699303748.7077912,851688072.5116621,1274068457.2215395,1557692954.4022014,735573232.2248478,1289620677.9914427,678992258.8945127
M149T398_1_NEG_b,149.0442,397.8,C00181,NA,D-Xylose,C5H10O5,level3.1,O[C@@H]1COC([C@@H]([C@H]1O)O)O,SRBFZHDQGSBBOR-IOVATXLUSA-N,[M],[M-H]-,1.88,3.3,NA,8.1,0.9975,0.88,metAnnotation,[58],M149T398_1_NEG_[M-H]-,3,TRUE,C00181;C00216;C00259;C00476;C01394;C01508;C02096;C02204;C02205;C02479;C02604;C08353;C21057,D-Xylose;D-Arabinose;L-Arabinose;D-Lyxose;Xylose;L-Lyxose;beta-D-Xylose;alpha-D-Lyxose;alpha-D-Xylose;beta-L-Arabinose;alpha-L-Arabinose;beta-D-Ribopyranose;D-Ribose,1031902123.4502847,1331059925.9227707,1243071139.2604265,768948960.9677703,716969946.2708614,2032188278.9438856,1239846628.5758743,1790249958.9862967,699303748.7077912,851688072.5116621,1274068457.2215395,1557692954.4022014,735573232.2248478,1289620677.9914427,678992258.8945127
M149T398_1_NEG_c,149.0442,397.8,C00476,NA,D-Lyxose,C5H10O5,level3.1,O[C@@H]1COC([C@H]([C@H]1O)O)O,SRBFZHDQGSBBOR-AGQMPKSLSA-N,[M],[M-H]-,1.88,3.3,NA,8.1,0.9975,0.88,metAnnotation,[58],M149T398_1_NEG_[M-H]-,3,TRUE,C00181;C00216;C00259;C00476;C01394;C01508;C02096;C02204;C02205;C02479;C02604;C08353;C21057,D-Xylose;D-Arabinose;L-Arabinose;D-Lyxose;Xylose;L-Lyxose;beta-D-Xylose;alpha-D-Lyxose;alpha-D-Xylose;beta-L-Arabinose;alpha-L-Arabinose;beta-D-Ribopyranose;D-Ribose,1031902123.4502847,1331059925.9227707,1243071139.2604265,768948960.9677703,716969946.2708614,2032188278.9438856,1239846628.5758743,1790249958.9862967,699303748.7077912,851688072.5116621,1274068457.2215395,1557692954.4022014,735573232.2248478,1289620677.9914427,678992258.8945127
M149T398_1_NEG_d,149.0442,397.8,C01508,NA,L-Lyxose,C5H10O5,level3.1,O[C@H]1COC([C@@H]([C@@H]1O)O)O,SRBFZHDQGSBBOR-AEQNFAKKSA-N,[M],[M-H]-,1.88,3.3,NA,8.1,0.9975,0.88,metAnnotation,[58],M149T398_1_NEG_[M-H]-,3,TRUE,C00181;C00216;C00259;C00476;C01394;C01508;C02096;C02204;C02205;C02479;C02604;C08353;C21057,D-Xylose;D-Arabinose;L-Arabinose;D-Lyxose;Xylose;L-Lyxose;beta-D-Xylose;alpha-D-Lyxose;alpha-D-Xylose;beta-L-Arabinose;alpha-L-Arabinose;beta-D-Ribopyranose;D-Ribose,1031902123.4502847,1331059925.9227707,1243071139.2604265,768948960.9677703,716969946.2708614,2032188278.9438856,1239846628.5758743,1790249958.9862967,699303748.7077912,851688072.5116621,1274068457.2215395,1557692954.4022014,735573232.2248478,1289620677.9914427,678992258.8945127
M149T398_1_NEG_e,149.0442,397.8,C00259,NA,L-Arabinose,C5H10O5,level3.1,O[C@H]1COC([C@@H]([C@H]1O)O)O,SRBFZHDQGSBBOR-HWQSCIPKSA-N,[M],[M-H]-,1.88,3.3,NA,8.1,0.9975,0.88,metAnnotation,[58],M149T398_1_NEG_[M-H]-,3,TRUE,C00181;C00216;C00259;C00476;C01394;C01508;C02096;C02204;C02205;C02479;C02604;C08353;C21057,D-Xylose;D-Arabinose;L-Arabinose;D-Lyxose;Xylose;L-Lyxose;beta-D-Xylose;alpha-D-Lyxose;alpha-D-Xylose;beta-L-Arabinose;alpha-L-Arabinose;beta-D-Ribopyranose;D-Ribose,1031902123.4502847,1331059925.9227707,1243071139.2604265,768948960.9677703,716969946.2708614,2032188278.9438856,1239846628.5758743,1790249958.9862967,699303748.7077912,851688072.5116621,1274068457.2215395,1557692954.4022014,735573232.2248478,1289620677.9914427,678992258.8945127
M149T331_NEG_h,149.0442,331.3,C00216,NA,D-Arabinose,C5H10O5,level3.1,O[C@@H]1COC([C@H]([C@@H]1O)O)O,SRBFZHDQGSBBOR-ZRMNMSDTSA-N,[M],[M-H]-,1.86,3.2,NA,9.9,0.9975,0.86,metAnnotation,[59],M149T331_NEG_[M-H]-,1,TRUE,C00181;C00216;C00259;C00476;C01394;C01508;C02096;C02204;C02205;C02479;C02604;C08353;C21057,D-Xylose;D-Arabinose;L-Arabinose;D-Lyxose;Xylose;L-Lyxose;beta-D-Xylose;alpha-D-Lyxose;alpha-D-Xylose;beta-L-Arabinose;alpha-L-Arabinose;beta-D-Ribopyranose;D-Ribose,406818550.8255343,874662129.983639,734972497.3471057,1136172607.7065547,486804312.3253497,1127233636.6239505,1861845616.853598,2308721101.0408053,2192341248.7463956,784469750.0345727,1111480947.5981019,4715811961.882343,691487707.8276604,2119559409.3862603,1577119130.4968848
M149T331_NEG_i,149.0442,331.3,C00181,NA,D-Xylose,C5H10O5,level3.1,O[C@@H]1COC([C@@H]([C@H]1O)O)O,SRBFZHDQGSBBOR-IOVATXLUSA-N,[M],[M-H]-,1.86,3.2,NA,9.9,0.9975,0.86,metAnnotation,[59],M149T331_NEG_[M-H]-,1,TRUE,C00181;C00216;C00259;C00476;C01394;C01508;C02096;C02204;C02205;C02479;C02604;C08353;C21057,D-Xylose;D-Arabinose;L-Arabinose;D-Lyxose;Xylose;L-Lyxose;beta-D-Xylose;alpha-D-Lyxose;alpha-D-Xylose;beta-L-Arabinose;alpha-L-Arabinose;beta-D-Ribopyranose;D-Ribose,406818550.8255343,874662129.983639,734972497.3471057,1136172607.7065547,486804312.3253497,1127233636.6239505,1861845616.853598,2308721101.0408053,2192341248.7463956,784469750.0345727,1111480947.5981019,4715811961.882343,691487707.8276604,2119559409.3862603,1577119130.4968848
