peak_name,mz,rt,id_kegg,id_zhulab,name,formula,confidence_level,smiles,inchikey,isotope,adduct,total_score,mz_error,rt_error_abs,rt_error_rela,ms2_score,iden_score,iden_type,peak_group_id,base_peak,num_peaks,cons_formula_pred,stereo_isomer_id,stereo_isomer_name,Size_3_3,Size_3_1,Size_3_2,Size_5_1,Size_1_2,Size_4_2,Size_2_2,Size_2_3,Size_6_2,Size_1_3,Size_4_1,Size_2_1,Size_1_1,Size_6_1,Size_5_2
M341T390_NEG_c,341.1087,390.1,C01235,L0328,Galactinol,C12H22O11,level2,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@H]([C@H](C([C@H]([C@@H]2O)O)O)O)O)O)O)O)O,VCWMRQDBPZKXKG-ZNVDUFQESA-N,[M],[M-H]-,2.65,0.6,NA,NA,0.827,0.65,MS1 + ExpLib Match,[49],M341T390_NEG_[M-H]-,12,TRUE,C01235,alpha-D-Galactosyl-(1->3)-1D-myo-inositol,1233031191.32733,1842592319.994796,1890708025.7790387,2747009456.2255297,1076726910.4808848,1332058335.5349228,2373003130.696142,2060407479.0223005,3017667813.66587,1327674072.217314,1542081766.555204,2816355523.9365168,1322813495.7380354,1793152321.4968057,3192881160.5150723
M163T96_NEG_a,163.0389,96.5,C00166,L0025,Phenylpyruvate,C9H8O3,level2,C1=CC=C(C=C1)CC(=O)C(=O)O,BTNMPGBKDVTSJY-UHFFFAOYSA-N,[M],[M-H]-,2.63,7,NA,NA,0.9975,0.63,MS1 + ExpLib Match,[22],M163T96_NEG_[M-H]-,1,TRUE,C00166,Phenylpyruvate,5464311.336574438,2732864.353523524,5424018.064177342,11441566.946373159,3978465.389605028,2623989.1973124496,9007240.328338789,5191757.8513616,11731601.721266992,7058847.14940269,3918681.9037605096,6600437.733678546,4802941.218565164,5928021.232960028,16736520.503590422
M163T96_NEG_b,163.0389,96.5,C01772,S0348,trans-2-Hydroxycinnamic acid,C9H8O3,level2,C1=CC=C(C(=C1)/C=C/C(=O)O)O,PMOWTIHVNWZYFI-AATRIKPKSA-N,[M],[M-H]-,2.63,7,NA,NA,0.9931,0.63,MS1 + ExpLib Match,[22],M163T96_NEG_[M-H]-,1,TRUE,C01772;C05838,trans-2-Hydroxycinnamate;cis-2-Hydroxycinnamate,5464311.336574438,2732864.353523524,5424018.064177342,11441566.946373159,3978465.389605028,2623989.1973124496,9007240.328338789,5191757.8513616,11731601.721266992,7058847.14940269,3918681.9037605096,6600437.733678546,4802941.218565164,5928021.232960028,16736520.503590422
M195T402_NEG_a,195.0503,402.3,C00257,S0117,D-gluconate,C6H12O7,level2,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,RGHNJXZEOKUKBD-SQOUGZDYSA-N,[M],[M-H]-,2.63,3.7,NA,NA,0.8887,0.63,MS1 + ExpLib Match,[33],M195T402_NEG_[M-H]-,1,TRUE,C00257;C00514;C00770;C00800;C00817;C00880;C15930,D-Gluconic acid;D-Mannonate;L-Idonate;L-Gulonate;D-Altronate;D-Galactonate;L-Galactonate,796201073.4500544,366311065.56492317,193150691.18967026,546452306.596046,553271756.7575749,213235175.97575986,409402614.1826371,160985216.41585553,351021220.0910778,450815483.52256006,222745509.26389128,328209566.32482684,269648411.3522746,416143743.49053496,352059404.53464514
M203T345_NEG,203.0817,345.1,C00078,S0067,L-Tryptophan,C11H12N2O2,level2,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,QIVBCDIJIAJPQS-UHFFFAOYSA-N,[M],[M-H]-,2.63,4.4,NA,NA,0.9126,0.63,MS1 + ExpLib Match,[34],M203T345_NEG_[M-H]-,2,TRUE,C00078;C00525;C00806,L-Tryptophan;D-Tryptophan;Tryptophan,54896262.3460583,102807674.48973587,36149581.241197705,156032347.85956523,38776931.27592136,23052247.83660375,30815219.550922953,25123919.452230822,64873793.61986344,54436243.60649181,126978305.4870786,23505738.68588431,59827458.48832402,57897373.07111448,174097093.71787715
M179T263_1_NEG_a,179.055,263.2,C00984,S0304,D-(+)-Galactose,C6H12O6,level2,C(C1(C(C(C(C(O)(O1)[H])(O)[H])(O)[H])(O)[H])[H])O,WQZGKKKJIJFFOK-MCPPVLNHSA-N,[M],[M-H]-,2.62,6,NA,NA,0.9416,0.62,MS1 + ExpLib Match,[28],M179T263_1_NEG_[M-H]-,9,TRUE,C00031;C00124;C00159;C00221;C00267;C00737;C00738;C00936;C00962;C00984;C01487;C01825;C02209;C06464;C06465;C06466;C06467;C15923;C21032;C21050,D-Glucose;D-Galactose;D-Mannose;beta-D-Glucose;alpha-D-Glucose;D-Aldose;D-Hexose;alpha-D-Mannose;beta-D-Galactose;alpha-D-Galactose;D-Allose;L-Galactose;beta-D-Mannose;D-Altrose;D-Gulose;D-Idose;D-Talose;L-Gulose;L-Altrose;L-Idose,1188356865.6265333,985285336.3071291,1943952773.9779146,1197456519.8429768,1113666468.0470622,1048986651.7660251,739424354.8817217,942238978.0833857,5327359040.199246,799187960.0578825,1394440205.7120357,1785794757.8409097,1213277238.5107791,1828853191.7685022,1517610498.5922244
M179T263_1_NEG_b,179.055,263.2,C00247,S0376,L-Sorbose,C6H12O6,level2,OCC(O)C(O)C(O)C(=O)CO,BJHIKXHVCXFQLS-OTWZMJIISA-N,[M],[M-H]-,2.62,6,NA,NA,0.9404,0.62,MS1 + ExpLib Match,[28],M179T263_1_NEG_[M-H]-,9,TRUE,C01452;C10906;C21523,Sorbose;D-Fructose;L-Tagatose,1188356865.6265333,985285336.3071291,1943952773.9779146,1197456519.8429768,1113666468.0470622,1048986651.7660251,739424354.8817217,942238978.0833857,5327359040.199246,799187960.0578825,1394440205.7120357,1785794757.8409097,1213277238.5107791,1828853191.7685022,1517610498.5922244
M180T369_NEG,180.0657,369.2,C00082,S0064,L-Tyrosine,C9H11NO3,level2,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,OUYCCCASQSFEME-QMMMGPOBSA-N,[M],[M-H]-,2.62,5.1,NA,NA,0.9196,0.62,MS1 + ExpLib Match,[29],M180T369_NEG_[M-H]-,1,TRUE,C00082;C01536;C06420,L-Tyrosine;Tyrosine;D-Tyrosine,46320040.94623609,47186866.21609779,36416463.68556674,33518469.016946927,29021124.270330936,6278422.762830798,35527545.306311846,6356842.525605031,27082555.818247274,24659877.531982094,54743581.02501249,13431882.831520116,25975686.912351646,19921368.629916355,43800319.725722104
M281T401_NEG_b,281.0879,401.5,NA,L0246,3'-O-Methylinosine,C11H14N4O5,level2,COC1C(OC(C1O)N2C=NC3=C2N=CNC3=O)CO,ABXDBVMGRKZFRC-VTFQDDHLSA-N,[M],[M-H]-,2.62,4.5,NA,NA,0.8957,0.62,MS1 + ExpLib Match,[47],M281T401_NEG_[M-H]-,7,TRUE,NA,NA,13955489.049691275,9192445.798213854,2667059.343176581,1385012.2064239858,12297421.662973776,2771148.736373634,2855000.8016832112,3094877.5268892404,14829203.066562181,1582921.6922753446,6972550.796422906,11153470.39747401,498485.0787861393,6863633.499223321,4145557.1119807223
M164T329_2_NEG,164.0707,329.1,C00079,S0061,L-Phenylalanine,C9H11NO2,level2,C1=CC=C(C=C1)CC(C(=O)O)N,COLNVLDHVKWLRT-QMMMGPOBSA-N,[M],[M-H]-,2.61,6.1,NA,NA,0.9201,0.61,MS1 + ExpLib Match,[23],M164T329_2_NEG_[M-H]-,1,TRUE,C00079;C02057;C02265,L-Phenylalanine;Phenylalanine;D-Phenylalanine,479259289.7262813,465195785.25617296,297960525.5784345,405106429.5166239,303748320.94732106,92005799.4831463,399682780.6163215,167589393.85400632,419861176.1437546,464212788.3340947,856632688.8425962,205315827.87253594,440013598.448497,401722038.4553505,725995773.6136159
M179T263_1_NEG_c,179.055,263.2,C00267,S0099,Alpha-D-Glucose,C6H12O6,level2,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,WQZGKKKJIJFFOK-DVKNGEFBSA-N,[M],[M-H]-,2.61,6,NA,NA,0.913,0.61,MS1 + ExpLib Match,[28],M179T263_1_NEG_[M-H]-,9,TRUE,C00031;C00124;C00159;C00221;C00267;C00737;C00738;C00936;C00962;C00984;C01487;C01825;C02209;C06464;C06465;C06466;C06467;C15923;C21032;C21050,D-Glucose;D-Galactose;D-Mannose;beta-D-Glucose;alpha-D-Glucose;D-Aldose;D-Hexose;alpha-D-Mannose;beta-D-Galactose;alpha-D-Galactose;D-Allose;L-Galactose;beta-D-Mannose;D-Altrose;D-Gulose;D-Idose;D-Talose;L-Gulose;L-Altrose;L-Idose,1188356865.6265333,985285336.3071291,1943952773.9779146,1197456519.8429768,1113666468.0470622,1048986651.7660251,739424354.8817217,942238978.0833857,5327359040.199246,799187960.0578825,1394440205.7120357,1785794757.8409097,1213277238.5107791,1828853191.7685022,1517610498.5922244
M181T318_2_NEG_a,181.0708,318.4,C00392,S0205,D-Mannitol,C6H14O6,level2,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,FBPFZTCFMRRESA-KVTDHHQDSA-N,[M],[M-H]-,2.61,5.1,NA,NA,0.8863,0.61,MS1 + ExpLib Match,[30],M181T318_2_NEG_[M-H]-,3,TRUE,C00392;C00794;C01489;C01507;C01697;C01722;C21524,Mannitol;D-Sorbitol;D-Iditol;L-Iditol;Galactitol;L-Glucitol;D-Altritol,169273763.00743973,229317044.48297882,164008138.73221213,281374116.91527134,146001952.84856856,149856167.7095565,267052847.20786965,167215655.58438122,333819040.0821296,177683523.49867558,264354124.25564322,333624152.82679117,198924103.3363712,184571976.39156893,376472133.5388326
M181T318_2_NEG_b,181.0708,318.4,C00794,S0140,D-Sorbitol,C6H14O6,level2,C(C(C(C(C(CO)(O)[H])(O)[H])(O)[H])(O)[H])O,FBPFZTCFMRRESA-NQAPHZHOSA-N,[M],[M-H]-,2.61,5.1,NA,NA,0.8843,0.61,MS1 + ExpLib Match,[30],M181T318_2_NEG_[M-H]-,3,TRUE,C00392;C00794;C01489;C01507;C01697;C01722;C21524,Mannitol;D-Sorbitol;D-Iditol;L-Iditol;Galactitol;L-Glucitol;D-Altritol,169273763.00743973,229317044.48297882,164008138.73221213,281374116.91527134,146001952.84856856,149856167.7095565,267052847.20786965,167215655.58438122,333819040.0821296,177683523.49867558,264354124.25564322,333624152.82679117,198924103.3363712,184571976.39156893,376472133.5388326
M175T98_NEG,175.0238,98.1,C00072,S0022,L-Ascorbic acid,C6H8O6,level2,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,[M],[M-H]-,2.6,5.8,NA,NA,0.8958,0.6,MS1 + ExpLib Match,[26],M175T98_NEG_[M-H]-,1,TRUE,C00072;C20364,Ascorbate;Erythorbic acid,25449975.2195256,28090831.986120626,20950844.254659705,9005571.36067672,17128996.12657988,13516542.09608386,8665442.365326224,5990248.921470871,8286730.325706206,14274731.530862417,7240453.86174291,12503103.460478123,2816303.2551606,1597512.965542644,11464554.982166786
M181T318_2_NEG_c,181.0708,318.4,C01507,L0396,L-Iditol,C6H14O6,level2,OCC(O)C(O)C(O)C(O)CO,FBPFZTCFMRRESA-UHFFFAOYSA-N,[M],[M-H]-,2.6,5.1,NA,NA,0.86240000000000006,0.6,MS1 + ExpLib Match,[30],M181T318_2_NEG_[M-H]-,3,TRUE,C00392;C00794;C01489;C01507;C01697;C01722;C21524,Mannitol;D-Sorbitol;D-Iditol;L-Iditol;Galactitol;L-Glucitol;D-Altritol,169273763.00743973,229317044.48297882,164008138.73221213,281374116.91527134,146001952.84856856,149856167.7095565,267052847.20786965,167215655.58438122,333819040.0821296,177683523.49867558,264354124.25564322,333624152.82679117,198924103.3363712,184571976.39156893,376472133.5388326
M191T937_2_NEG_b,191.0189,936.9,C00311,S0115,Isocitrate,C6H8O7,level2,C(C(C(C(=O)O)O)C(=O)O)C(=O)O,ODBLHEXUDAPZAU-UHFFFAOYSA-N,[M],[M-H]-,2.6,4.4,NA,NA,0.8492,0.6,MS1 + ExpLib Match,[31],M191T937_2_NEG_[M-H]-,4,TRUE,C00311;C00451;C04617,"Isocitrate;(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate;(1S,2S)-1-Hydroxypropane-1,2,3-tricarboxylate",2031707784.9939318,2071044477.822015,1709348164.8923378,2815286146.383662,2112315044.580183,1712773901.1500175,996927557.665677,1606070676.8800516,1633806606.7935808,1763206564.7791772,1662828269.027047,1779249949.303112,1518905005.0985806,1695695923.2996457,2311789696.8261204
M153T103_NEG,153.0181,102.9,C00196,S0016,"2,3-Dihydroxybenzoic acid",C7H6O4,level2,C1=CC(=C(C(=C1)O)O)C(=O)O,GLDQAMYCGOIJDV-UHFFFAOYSA-N,[M],[M-H]-,2.59,7.7,NA,NA,0.9372,0.59,MS1 + ExpLib Match,[19],M153T103_NEG_[M-H]-,3,TRUE,C00196,"2,3-Dihydroxybenzoate",60744488.74602808,145215876.09455568,52209283.45160486,58776332.12652209,79110022.15447862,49154244.886047855,36838381.37136676,23140028.43899977,44263332.14266751,31528683.863945317,23964812.45138454,58182059.239851505,12396698.07540052,50868513.978612185,78939679.2902376
M163T96_NEG_c,163.0389,96.5,C00811,L0258,4-Hydroxycinnamic acid,C9H8O3,level2,C1=CC(=CC=C1/C=C/C(=O)O)O,NGSWKAQJJWESNS-ZZXKWVIFSA-N,[M],[M-H]-,2.59,7,NA,NA,0.9229,0.59,MS1 + ExpLib Match,[22],M163T96_NEG_[M-H]-,1,TRUE,C00811;C06738,4-Coumarate;cis-p-Coumarate,5464311.336574438,2732864.353523524,5424018.064177342,11441566.946373159,3978465.389605028,2623989.1973124496,9007240.328338789,5191757.8513616,11731601.721266992,7058847.14940269,3918681.9037605096,6600437.733678546,4802941.218565164,5928021.232960028,16736520.503590422
M179T263_1_NEG_d,179.055,263.2,C01487,S0353,D-Allose,C6H12O6,level2,C(C(C(C(C(CO)(O)[H])(O)[H])(O)[H])(O)[H])=O,GZCGUPFRVQAUEE-OBOOZECYSA-N,[M],[M-H]-,2.59,6,NA,NA,0.8875,0.59,MS1 + ExpLib Match,[28],M179T263_1_NEG_[M-H]-,9,TRUE,C01582,Galactose,1188356865.6265333,985285336.3071291,1943952773.9779146,1197456519.8429768,1113666468.0470622,1048986651.7660251,739424354.8817217,942238978.0833857,5327359040.199246,799187960.0578825,1394440205.7120357,1785794757.8409097,1213277238.5107791,1828853191.7685022,1517610498.5922244
M181T318_2_NEG_d,181.0708,318.4,C01697,S0137,Dulcitol,C6H14O6,level2,C(C(C(C(C(CO)(O)[H])(O)[H])(O)[H])(O)[H])O,FBPFZTCFMRRESA-GUCUJZIJSA-N,[M],[M-H]-,2.59,5.1,NA,NA,0.8411,0.59,MS1 + ExpLib Match,[30],M181T318_2_NEG_[M-H]-,3,TRUE,C00392;C00794;C01489;C01507;C01697;C01722;C21524,Mannitol;D-Sorbitol;D-Iditol;L-Iditol;Galactitol;L-Glucitol;D-Altritol,169273763.00743973,229317044.48297882,164008138.73221213,281374116.91527134,146001952.84856856,149856167.7095565,267052847.20786965,167215655.58438122,333819040.0821296,177683523.49867558,264354124.25564322,333624152.82679117,198924103.3363712,184571976.39156893,376472133.5388326
M236T397_NEG,236.0771,396.8,C00835,L0331,Sepiapterin,C9H11N5O3,level2,C[C@@H](C(=O)C1=NC2=C(NC1)NC(=NC2=O)N)O,VPVOXUSPXFPWBN-VKHMYHEASA-N,[M],[M-H]-,2.59,7.5,NA,NA,0.9321,0.59,MS1 + ExpLib Match,[39],M236T397_NEG_[M-H]-,1,TRUE,C00835,Sepiapterin,40763005.644366734,13452395.21512094,28339203.502097387,12596412.323047057,34440464.17025893,10534684.531036345,13911395.851436727,4253962.575740739,13469702.410852099,14037125.845699986,8512806.429972691,10596411.853205599,76537170.49092685,8763680.644196931,14498938.359250229
M128T362_NEG,128.034,362.2,C01879,S0010,L-Pyroglutamic acid,C5H7NO3,level2,C1CC(=O)N[C@@H]1C(=O)O,ODHCTXKNWHHXJC-VKHMYHEASA-N,[M],[M-H]-,2.58,10.4,NA,NA,1,0.58,MS1 + ExpLib Match,[10],M128T362_NEG_[M-H]-,3,TRUE,C01879;C02237,5-Oxoproline;5-Oxo-D-proline,379262669.3484068,1799317437.3041584,469088956.25149924,199737737.82083502,379969730.5790399,331470851.9418396,888967379.9857999,161407569.3548328,1143456547.9906702,370670684.32957506,301708669.20085865,525553812.9732849,280298725.63734525,164920047.96281958,250333317.3973463
M129T99_NEG_a,129.0544,98.6,C00902,L0079,alpha-Ketocaproic acid,C6H10O3,level2,CCCCC(=O)C(=O)O,XNIHZNNZJHYHLC-UHFFFAOYSA-N,[M],[M-H]-,2.58,10,NA,NA,1,0.58,MS1 + ExpLib Match,[11],M129T99_NEG_[M-H]-,1,TRUE,C00902,2-Oxohexanoic acid,29182660.975803655,19112954.373900667,17037341.11906345,27760781.569799334,33447797.882882692,12064144.389351565,24360154.709401637,23530421.334333792,33759700.128777474,35305989.16394438,47635419.46795387,17650392.417446196,19114639.860092964,18614685.583408874,36034133.207727395
M129T99_NEG_b,129.0544,98.6,C00233,L0368,ketoisocaproic acid,C6H10O3,level2,CC(C)CC(=O)C(=O)O,BKAJNAXTPSGJCU-UHFFFAOYSA-N,[M],[M-H]-,2.58,10,NA,NA,1,0.58,MS1 + ExpLib Match,[11],M129T99_NEG_[M-H]-,1,TRUE,C00233,4-Methyl-2-oxopentanoate,29182660.975803655,19112954.373900667,17037341.11906345,27760781.569799334,33447797.882882692,12064144.389351565,24360154.709401637,23530421.334333792,33759700.128777474,35305989.16394438,47635419.46795387,17650392.417446196,19114639.860092964,18614685.583408874,36034133.207727395
M129T99_NEG_c,129.0544,98.6,C03465,L0103,3-Methyl-2-oxopentanoate,C6H10O3,level2,CCC(C)C(=O)C(=O)O,JVQYSWDUAOAHFM-UHFFFAOYSA-N,[M],[M-H]-,2.58,10,NA,NA,0.9996,0.58,MS1 + ExpLib Match,[11],M129T99_NEG_[M-H]-,1,TRUE,C00671;C03465;C06008,(S)-3-Methyl-2-oxopentanoic acid;3-Methyl-2-oxopentanoate;(3R)-3-Methyl-2-oxopentanoic acid,29182660.975803655,19112954.373900667,17037341.11906345,27760781.569799334,33447797.882882692,12064144.389351565,24360154.709401637,23530421.334333792,33759700.128777474,35305989.16394438,47635419.46795387,17650392.417446196,19114639.860092964,18614685.583408874,36034133.207727395
M130T345_1_NEG_a,130.086,345.2,C00123,S0052,L-Leucine,C6H13NO2,level2,CC(C)CC(C(=O)O)N,ROHFNLRQFUQHCH-UHFFFAOYSA-N,[M],[M-H]-,2.58,10.1,NA,NA,1,0.58,MS1 + ExpLib Match,[13],M130T345_1_NEG_[M-H]-,1,TRUE,C00123;C01570;C16439,L-Leucine;D-Leucine;Leucine,352743378.9081798,283673618.92852855,228620861.40914702,200685575.31117454,352381177.32143635,99334922.26057439,382412212.24773943,104704038.34019786,298051608.8660119,407847190.75214064,980109542.9753723,157567013.71184415,312018620.6256492,150027547.78844303,246419542.5563806
M130T345_1_NEG_b,130.086,345.2,C00407,S0089,L-Isoleucine,C6H13NO2,level2,CC[C@H](C)[C@@H](C(=O)O)N,AGPKZVBTJJNPAG-WHFBIAKZSA-N,[M],[M-H]-,2.58,10.1,NA,NA,1,0.58,MS1 + ExpLib Match,[13],M130T345_1_NEG_[M-H]-,1,TRUE,C00407;C06418;C16434;C21092;C21096,L-Isoleucine;D-Isoleucine;Isoleucine;D-allo-Isoleucine;L-allo-Isoleucine,352743378.9081798,283673618.92852855,228620861.40914702,200685575.31117454,352381177.32143635,99334922.26057439,382412212.24773943,104704038.34019786,298051608.8660119,407847190.75214064,980109542.9753723,157567013.71184415,312018620.6256492,150027547.78844303,246419542.5563806
M130T345_1_NEG_c,130.086,345.2,C01933,S0209,L-Norleucine,C6H13NO2,level2,CCCCC(N)C(O)=O,LRQKBLKVPFOOQJ-UHFFFAOYSA-N,[M],[M-H]-,2.58,10.1,NA,NA,1,0.58,MS1 + ExpLib Match,[13],M130T345_1_NEG_[M-H]-,1,TRUE,C01933,L-Norleucine,352743378.9081798,283673618.92852855,228620861.40914702,200685575.31117454,352381177.32143635,99334922.26057439,382412212.24773943,104704038.34019786,298051608.8660119,407847190.75214064,980109542.9753723,157567013.71184415,312018620.6256492,150027547.78844303,246419542.5563806
M145T423_NEG,145.0606,422.7,C00064,S0055,L-Glutamine,C5H10N2O3,level2,C(CC(=O)N)[C@@H](C(=O)O)N,ZDXPYRJPNDTMRX-VKHMYHEASA-N,[M],[M-H]-,2.58,8.5,NA,NA,0.9438,0.58,MS1 + ExpLib Match,[16],M145T423_NEG_[M-H]-,6,TRUE,C00064;C00303;C00819,L-Glutamine;Glutamine;D-Glutamine,1214841051.7428348,3793210833.1939187,1164081017.3375688,190593355.4453607,860316351.0458721,296307446.4261329,1407359448.1237674,87770996.04221892,1742179123.0645518,1006537822.4001698,1070554902.2630571,409545629.27514964,400671790.70087004,108486274.13139677,269068084.03452784
M179T263_1_NEG_e,179.055,263.2,C00159,S0138,D-Mannose,C6H12O6,level2,C(C1(C(C(C(C(O)(O1)[H])(O)[H])(O)[H])(O)[H])[H])O,WQZGKKKJIJFFOK-DLABPRKASA-N,[M],[M-H]-,2.58,6,NA,NA,0.863,0.58,MS1 + ExpLib Match,[28],M179T263_1_NEG_[M-H]-,9,TRUE,C00031;C00124;C00159;C00221;C00267;C00737;C00738;C00936;C00962;C00984;C01487;C01825;C02209;C06464;C06465;C06466;C06467;C15923;C21032;C21050,D-Glucose;D-Galactose;D-Mannose;beta-D-Glucose;alpha-D-Glucose;D-Aldose;D-Hexose;alpha-D-Mannose;beta-D-Galactose;alpha-D-Galactose;D-Allose;L-Galactose;beta-D-Mannose;D-Altrose;D-Gulose;D-Idose;D-Talose;L-Gulose;L-Altrose;L-Idose,1188356865.6265333,985285336.3071291,1943952773.9779146,1197456519.8429768,1113666468.0470622,1048986651.7660251,739424354.8817217,942238978.0833857,5327359040.199246,799187960.0578825,1394440205.7120357,1785794757.8409097,1213277238.5107791,1828853191.7685022,1517610498.5922244
M179T263_1_NEG_f,179.055,263.2,C02336,S0236,D-Fructose,C6H12O6,level2,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)O,RFSUNEUAIZKAJO-ARQDHWQXSA-N,[M],[M-H]-,2.58,6,NA,NA,0.85,0.58,MS1 + ExpLib Match,[28],M179T263_1_NEG_[M-H]-,9,TRUE,C00095;C01719;C02336,D-Fructose;L-Fructose;beta-D-Fructose,1188356865.6265333,985285336.3071291,1943952773.9779146,1197456519.8429768,1113666468.0470622,1048986651.7660251,739424354.8817217,942238978.0833857,5327359040.199246,799187960.0578825,1394440205.7120357,1785794757.8409097,1213277238.5107791,1828853191.7685022,1517610498.5922244
M130T405_NEG_a,130.0496,404.5,C03440,S0275,cis-4-Hydroxy-D-proline,C5H9NO3,level2,C1[C@H](CN[C@H]1C(=O)O)O,PMMYEEVYMWASQN-QWWZWVQMSA-N,[M],[M-H]-,2.57,10.3,NA,NA,0.9882,0.57,MS1 + ExpLib Match,[12],M130T405_NEG_[M-H]-,1,TRUE,C01015;C01157;C03440;C03651,cis-4-Hydroxy-L-proline;Hydroxyproline;cis-4-Hydroxy-D-proline;trans-4-Hydroxy-D-proline,5470161.463351505,9122746.377673049,9705970.878774812,45360187.05789386,6875864.799601399,3263657.6146736178,44297515.451804765,16681958.920887459,28384250.747837923,6510686.143004265,11673695.928244244,29977279.77382646,8578569.593417514,14084790.641578894,72911543.73085792
M130T405_NEG_b,130.0496,404.5,C00430,L0316,5-Aminolevulinic acid,C5H9NO3,level2,C(CC(=O)O)C(=O)CN,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,[M],[M-H]-,2.57,10.3,NA,NA,0.9794,0.57,MS1 + ExpLib Match,[12],M130T405_NEG_[M-H]-,1,TRUE,C00430,5-Aminolevulinate,5470161.463351505,9122746.377673049,9705970.878774812,45360187.05789386,6875864.799601399,3263657.6146736178,44297515.451804765,16681958.920887459,28384250.747837923,6510686.143004265,11673695.928244244,29977279.77382646,8578569.593417514,14084790.641578894,72911543.73085792
M146T433_2_NEG,146.0446,433.1,C00025,S0056,L-Glutamate,C5H9NO4,level2,C(CC(=O)O)[C@@H](C(=O)O)N,WHUUTDBJXJRKMK-VKHMYHEASA-N,[M],[M-H]-,2.57,8.3,NA,NA,0.9142,0.57,MS1 + ExpLib Match,[18],M146T433_2_NEG_[M-H]-,2,TRUE,C00025;C00217;C00302,L-Glutamate;D-Glutamate;Glutamate,241512207.2275929,319420707.1475023,264932722.44142103,508881598.3335223,231534297.65476272,183612588.8861007,376775943.6574445,190913643.36398378,363304639.1355264,287070154.5600548,238100806.54133183,244872292.0706661,235320830.51718202,238387045.8598682,601070330.4791188
M195T402_NEG_b,195.0503,402.3,C16360,S0260,"3,7-Dimethyluric acid",C7H8N4O3,level2,CN1C2=C(NC1=O)N(C(=O)NC2=O)C,HMLZLHKHNBLLJD-UHFFFAOYSA-N,[M],[M-H]-,2.57,10.6,NA,NA,0.9983,0.57,MS1 + ExpLib Match,[33],M195T402_NEG_[M-H]-,1,TRUE,C16360,"3,7-Dimethyluric acid",796201073.4500544,366311065.56492317,193150691.18967026,546452306.596046,553271756.7575749,213235175.97575986,409402614.1826371,160985216.41585553,351021220.0910778,450815483.52256006,222745509.26389128,328209566.32482684,269648411.3522746,416143743.49053496,352059404.53464514
M195T402_NEG_c,195.0503,402.3,C16356,L0214,"1,7-Dimethyluric acid",C7H8N4O3,level2,CN1C2=C(NC1=O)NC(=O)N(C2=O)C,NOFNCLGCUJJPKU-UHFFFAOYSA-N,[M],[M-H]-,2.57,10.6,NA,NA,0.9847,0.57,MS1 + ExpLib Match,[33],M195T402_NEG_[M-H]-,1,TRUE,C16356,"1,7-Dimethyluric acid",796201073.4500544,366311065.56492317,193150691.18967026,546452306.596046,553271756.7575749,213235175.97575986,409402614.1826371,160985216.41585553,351021220.0910778,450815483.52256006,222745509.26389128,328209566.32482684,269648411.3522746,416143743.49053496,352059404.53464514
M195T402_NEG_d,195.0503,402.3,NA,S0210,"1,3-Dimethyluric acid",C7H8N4O3,level2,CN1C2=C(NC(=O)N2)C(=O)N(C)C1=O,OTSBKHHWSQYEHK-UHFFFAOYSA-N,[M],[M-H]-,2.57,10.6,NA,NA,0.9994,0.57,MS1 + ExpLib Match,[33],M195T402_NEG_[M-H]-,1,TRUE,NA,NA,796201073.4500544,366311065.56492317,193150691.18967026,546452306.596046,553271756.7575749,213235175.97575986,409402614.1826371,160985216.41585553,351021220.0910778,450815483.52256006,222745509.26389128,328209566.32482684,269648411.3522746,416143743.49053496,352059404.53464514
M130T405_NEG_c,130.0496,404.5,C01157,S0051,Hydroxyproline,C5H9NO3,level2,C1[C@H](CN[C@@H]1C(=O)O)O,PMMYEEVYMWASQN-DMTCNVIQSA-N,[M],[M-H]-,2.56,10.3,NA,NA,0.9633,0.56,MS1 + ExpLib Match,[12],M130T405_NEG_[M-H]-,1,TRUE,C01015;C01157;C03440;C03651,cis-4-Hydroxy-L-proline;Hydroxyproline;cis-4-Hydroxy-D-proline;trans-4-Hydroxy-D-proline,5470161.463351505,9122746.377673049,9705970.878774812,45360187.05789386,6875864.799601399,3263657.6146736178,44297515.451804765,16681958.920887459,28384250.747837923,6510686.143004265,11673695.928244244,29977279.77382646,8578569.593417514,14084790.641578894,72911543.73085792
