"","Sample2_1","Sample3_1","Sample4_1","DI_1","Sample2_2","Sample3_2","Sample5_2","Sample7_2","DI_2","Sample2_4","Sample3_3","Sample4_3","Sample4_4","Sample5_3","Sample9_3","DI_3"
"M671T62_NEG",6.38668897843014,6.16194782784721,6.28350252955054,6.18977660362927,6.25866058143674,5.78138521859892,5.93735379046431,6.29571572172406,5.85097252743787,6.06364685734803,5.93463304147014,5.78737166161921,5.86316684922428,5.8994550980289,6.00249410647104,6.29776297738059
"M672T390_NEG",8.07954907465475,8.13631542545389,8.15160197082602,8.42384752183098,8.15596722312188,8.23192980528625,8.34894885151406,8.3166915784554,8.37940025637963,8.24410737879343,8.33273110710538,8.2785500915855,8.38185449785877,8.2587234238133,8.30769731252587,8.41042935882768
"M673T141_NEG",7.18092188077413,7.12490745273175,7.09749858567153,7.33819659443757,7.27228077949645,7.22013026236747,7.1350205230074,7.11849379098507,7.14849614513056,7.23954186098722,7.14348091156628,7.30613998674575,7.41826442570586,7.19582760949768,7.25198797305819,7.30175006936307
"M673T390_NEG",7.61849118886481,7.64824873629974,7.65353018292504,7.90684855224068,7.6548448873582,7.71929064888603,7.86039039463636,7.83919224717867,7.85899636801992,7.74497888636938,7.84210989106012,7.7672450481352,7.79241968184401,7.71048310637198,7.78260693999412,7.86651752029986
"M674T514_NEG",7.11433112661581,7.34996021205283,7.35586318798169,7.50464961890267,6.92618400409029,6.9651369029114,7.37000778690201,7.48799682479967,7.25942182756694,6.97924931931243,7.28745751755972,6.8346898451651,7.26188711032579,7.13809918734876,7.19205855152452,7.55598697229927
"M674T141_NEG",6.71120431036954,6.72406878422677,6.67348801480211,6.8824132836382,6.83495126954655,6.77733124229792,6.64165547327238,6.63134399267148,6.67212246884762,6.7305798107483,6.61007047518443,6.82874827629856,6.95495006908842,6.71158220411208,6.67588400692843,6.77608153059968
"M674T390_NEG",7.09848316127598,7.15702188301765,7.1521084996035,7.47662842522038,7.23908920913714,7.29475709784822,7.30700226374613,7.3889288862178,7.41720702074863,7.26027956699206,7.39141670503579,7.2759936183739,7.29476975516244,7.2837967720659,7.3714030225267,7.4087611637964
"M675T514_NEG",6.83765702626759,7.11930335376636,7.06885910224204,7.20759236849665,6.61854228040497,6.66940234760794,7.08050535728834,7.19498419907829,6.96389696892498,6.67647987361572,7.00093460640226,6.60612878357078,6.97435727285754,6.83328839732651,6.93106775867027,7.27948632563828
"M675T939_NEG",6.86092290660954,6.72904988418626,6.8214245307588,6.87343166427429,6.95796919471897,6.82668948126589,6.82285397222306,6.85042129961746,6.67880663902555,6.70117821323012,6.82543142460599,6.7832364571154,6.81434820864496,6.64545265144388,6.77842369328313,6.77174836566028
"M675T515_NEG",6.69952970137815,6.99965535876482,6.99183216559187,7.15231408780263,6.54059535845248,6.57310521894312,6.99873976842649,7.13997695769405,6.86923987361187,6.60216078163284,6.94151091001756,6.48993763828505,6.90712115557295,6.79998580481521,6.84351016916056,7.21642126805394
"M675T141_NEG",6.31389487008069,6.42114606841239,6.2921369096291,6.57911566739467,6.52923246279879,6.49095706171533,6.36849869309832,6.33607058175645,6.37394949724709,6.49649174187544,6.29742944620964,6.50919211144863,6.72181512805458,6.26897597341093,6.38104259668213,6.29369166014164
"M676T515_1_NEG",6.43427856643753,6.71658396690797,6.69387289538538,6.92169128058342,6.35639001029367,6.39951887510074,6.78672202086271,6.9137108358889,6.67932409988185,6.39475196424836,6.71085237418659,6.27411192185982,6.65040444639918,6.5132050283936,6.61277711028337,6.95380855908363
"M676T263_NEG",6.21146220670146,5.92699944989398,6.21518382154876,7.04226942814685,6.467732676453,6.29539861171679,6.83990999414856,6.95929029200662,6.66440772928693,6.04636223772451,6.07080315425785,6.05710147158241,6.72568056639605,6.48970637402873,6.85168670939184,7.02204559577845
"M679T153_NEG",7.48373910467412,7.45077614808524,7.57547391423455,7.46902865138508,7.42766533075404,7.33903207190859,7.53695565354902,7.4914256447436,7.5074407176477,7.4416307036258,7.52992157670636,7.59597538620817,7.39036423571296,7.71720906678546,7.39993808010095,7.48419727934662
"M679T514_NEG",8.59989075203862,8.74929792367155,8.73392204328295,8.80747148690256,8.51009794779611,8.5146792375952,8.77259771818054,8.81871778474411,8.70708682429058,8.51619420949741,8.73298790550786,8.45153738404007,8.7131039986784,8.59725083159051,8.6781137946434,8.84868015001362
"M680T514_1_NEG",8.31737349624106,8.45541341461274,8.45079587785059,8.51553674977104,8.22089190614817,8.23484071283468,8.47843743217376,8.5321858080342,8.43173122786964,8.2556557369461,8.45327724517892,8.18410684786189,8.44749199206764,8.31801575967569,8.40486251425798,8.57098245617804
"M680T154_NEG",6.84085524306751,7.1800414252675,7.00983177080754,7.05234614828503,7.01701850096848,7.04519708336999,7.01399868640126,6.99222458455676,6.94666822425802,6.95168514832487,6.95377942767932,7.07766993546493,6.76279051660403,6.9565107711705,7.09231368249211,6.92242928928082
"M680T514_2_NEG",7.94904048943912,8.09472807007566,8.08901441519926,8.15830851916282,7.88162610679018,7.88886601405489,8.12604790137372,8.162683537204,8.069360449221,7.90177025236519,8.08840917766182,7.82058757172477,8.07555691222998,7.95698029960077,8.0370864931535,8.20243151266542
"M681T514_1_NEG",7.47156030761598,7.61177414547011,7.58964370585933,7.66285696683099,7.37444119548866,7.39101585087829,7.62544707119165,7.66788667826545,7.56287873760761,7.38315734505144,7.58569940885499,7.3156316296456,7.56002760721703,7.43352006654001,7.52798193404058,7.69100938668609
"M681T156_NEG",7.52810480453306,7.64900743966203,7.53093896888102,7.36251599557932,7.30327840729041,7.3223488980667,7.39257045603848,7.36035078654462,7.35654529549043,7.35630847382128,7.42962279445447,7.51838033692832,7.25799177080336,7.52789977414112,7.31834766386137,7.43167815838903
"M681T514_2_NEG",6.82336913379287,6.9639505036483,6.9830086703194,7.01247441863165,6.72209880884027,6.70217307866429,7.02264664232432,7.02762175510097,6.95301870079861,6.74900311802813,6.98025342142903,6.69269639561984,6.95790834393016,6.81144471370537,6.90571554744594,7.10956920941408
"M682T155_NEG",7.00273484435557,6.80017740286061,6.97346802583273,6.62296354293106,6.99433009010126,6.77535443417204,6.64918766721036,6.78047262562285,6.88317263895702,6.8008038057785,6.65851098717866,6.96245640238432,6.92482956487099,6.99138440019511,6.88833622709817,6.8549618940623
"M683T390_NEG",8.21422853584146,8.50574108382273,8.54431451602333,8.86484728546756,8.29286859950688,8.45952274847573,8.85453185416713,8.77834867131656,8.98873299569915,8.48550728119481,8.74664798804287,8.5477112575043,8.95391955215741,8.44520547164225,8.63574830059048,8.9686905865662
"M684T390_NEG",7.63929060161299,7.9379969666331,7.97625492681057,8.28838893015779,7.71302891685244,7.87228707107833,8.2530302472601,8.1937100715741,8.40366626218673,7.90747638677458,8.17752724311523,7.98208814498231,8.38093342747148,7.87470939193584,8.05350294498341,8.40308699410232
"M685T390_NEG",7.09823769551648,7.36829902818652,7.42316372114153,7.70989191204057,7.1516769183161,7.27133633704015,7.68969977070234,7.62366513470274,7.84435282465691,7.33885580654557,7.61231672958976,7.40489846981251,7.8113614007783,7.31090713441244,7.46708568527892,7.81921447344791
"M685T65_NEG",7.02623433909115,6.54785354774033,6.8173281812877,8.1949601114169,6.90715440120529,6.64679505975552,7.62288755336895,8.1084191037901,7.95721567141252,7.16442658149974,6.13428337363397,7.45788415464756,7.69015056868877,7.66574289461682,7.50375543009649,7.94567849791796
"M686T514_NEG",7.39414442324542,7.45556819843191,7.42404158011284,7.8982808864746,7.58768170714627,7.60213622806578,7.83757899062368,7.86949063821991,7.78857421765947,7.60449067638069,7.80540330965838,7.55127161549259,7.75461132341232,7.68198908670993,7.74637800082242,7.93144105018696
"M686T390_NEG",6.77771471090069,6.90065667341296,6.91663656246833,7.31971126179522,6.85303510758617,7.02682314939521,7.30935852188442,7.26846169124971,7.42640858524008,7.117684954836,7.23896784348083,7.11390447833227,7.42928380060948,7.03695224625197,7.14128112896635,7.40745962367956
"M686T65_NEG",6.6113533569985,6.0956909017817,6.46533800369904,7.90040135560496,6.48932566482555,6.27382876443657,7.31549479180334,7.7866834169933,7.62321246687896,6.84523311642455,5.84176411518304,7.09226889248442,7.30785130119665,7.29957844293709,7.14506998753375,7.57005038939497
"M687T514_1_NEG",7.15237595797733,7.23675753001518,7.17538776803888,7.63318419944798,7.35222301721783,7.36743477912972,7.5951802500936,7.64958492333792,7.56812859363126,7.40054342266221,7.59147049362246,7.32460331471628,7.57377381081982,7.46170004695987,7.55330237259229,7.70180126481561
"M687T514_2_NEG",6.76128886220849,6.8152345185127,6.80154346542936,7.32602150574289,6.9958784101282,6.970903430864,7.24887283677894,7.29548689007383,7.17769487026586,7.01271828207881,7.17548867251423,6.93975065874834,7.15415402803224,7.05616749402825,7.14974381526047,7.31050875016251
"M687T390_NEG",6.07665908990404,6.34101822206259,6.12717361700202,6.91578503137362,6.7577106726137,6.71694224352728,6.77772061980282,6.80813775896567,6.87920126456947,6.56059032328387,6.77521577098641,6.53233115722774,6.58945671277651,6.55060836275896,6.40175974458001,6.7778810472491
"M688T514_1_NEG",6.20434818585966,6.27192786548171,6.22004539168709,6.6680706838582,6.40060743286192,6.44667932973688,6.69857035665793,6.69468825199823,6.67132367286322,6.40066117431785,6.62135834068235,6.39079794493956,6.63499141306707,6.48115992461463,6.58950109861405,6.77179147741177
"M690T463_NEG",6.02267383460889,6.30228496158765,6.57454441014402,7.20135641902345,6.06024730463419,6.37228047977737,6.53625157967441,6.5596912902455,6.73922605677939,6.21913014721721,6.20672607204773,6.65476032272027,6.39986358318693,6.47904450880669,6.98532222540739,7.28796570980298
"M691T463_1_NEG",6.21022389288488,6.04885943124284,6.37706015200543,6.90183099535538,5.74343703999791,6.08657835612875,6.19478858807927,6.20013435841423,6.46079480368167,5.74601918677444,5.9865922404131,6.30389317120108,6.15302027485098,6.16276723474002,6.69646693239159,6.99273588197137
"M692T514_NEG",6.52500210554613,7.25922822397809,7.21709931456961,6.9590679375347,6.40644527629556,6.45400476033049,7.03643799972258,7.02960795347216,7.00903847855242,6.5459847879649,7.01893756587452,6.23763044442547,6.98720219532376,6.69019130117712,6.93572804330786,7.05249407884669
"M693T514_1_NEG",6.53336473946027,7.15981631318566,7.09532106051225,7.10567508499498,6.53857727623373,6.57963497375614,7.16933524748188,7.1559347789265,7.13034688123107,6.68632931019469,7.13962930207101,6.31076410335919,7.10143280571945,6.81310267689919,7.03622772530948,7.16506956720665
"M693T939_NEG",6.97475332933763,7.04202968673092,6.92046097788895,7.25629140522659,7.23080759798373,7.23792410893644,7.16329341388387,7.14506488801995,7.18958489065239,7.15927467358173,7.21329292033935,7.27585351286596,7.20886334168049,7.06094351129501,7.10119079454027,7.18876112158642
"M693T514_2_NEG",6.82501358625801,7.43523272031215,7.3432131569973,7.37834841674532,6.8392554143198,6.86496673205867,7.45122498654347,7.43941582853228,7.41054255175643,6.93544624285412,7.41377710143345,6.63325066637123,7.37723320257371,7.07734151615798,7.31195009064098,7.42452651230445
"M693T427_2_NEG",6.20218879634404,6.66093808889199,6.29694288063612,6.19323255101585,6.03098804002351,6.17152619601876,6.79127311347088,6.16014822223437,6.47890626117249,6.22905916023124,6.27503126018064,5.62604645875318,6.53037341009167,6.44835650960313,6.45002519165031,6.34302501753613
"M693T66_NEG",6.01144826128702,6.48044653089234,6.41516057098396,6.67115619225893,5.77496800629123,5.84655113875925,6.17236320468432,6.04912249311273,6.90696889586326,5.88806422605521,6.19179764539163,6.20821443962859,6.18146983772336,7.08367102823242,6.28644374878851,6.68143294273629
"M694T66_NEG",7.57849169066397,7.56998966937294,7.53248278226851,6.63161609424713,7.88993501756574,7.89467445817565,8.04975699433485,7.99690413307115,7.03033788887112,7.8645174696107,7.98919521067173,7.9193506483279,8.04632920186211,7.11602343736381,8.01703150099036,6.76754624237618
"M695T61_NEG",6.33534340906324,6.37877288472558,6.17695636235279,6.46443458946159,6.53603996098833,6.33711020025471,6.12003370645928,6.47607671410121,6.20135832993626,6.22032934686827,6.07618957982957,6.13805711859556,6.1833851022167,6.08924241813341,6.22383245472852,6.43428167106689
"M695T107_NEG",6.98849702276604,6.87198452884906,7.1260647263638,7.05782866102391,6.95455313782925,7.0760687356105,7.07428196662804,7.04985378194824,7.53613029412071,6.98416399652655,6.9441958908629,6.41531970487711,7.38227367102402,6.37402151024739,6.88358631014127,6.67067434755454
"M697T514_NEG",6.79195672225281,7.11079423983967,7.09841789430802,7.15992364256517,6.57386064766725,6.63035488439755,7.01042442684537,7.12325335994831,6.91836294086308,6.6465315058424,6.92670005556104,6.54583015878456,6.90914763528697,6.75875354760887,6.85111732859735,7.19518325834304
"M697T128_NEG",6.62381460608949,6.80984646320398,6.86268562955242,6.63337746050792,6.5814729664385,6.68970328497984,6.86801335602024,6.25926030841729,6.50979320529368,6.41596761573803,6.97438863456879,6.06372971945203,6.53741355700428,6.5460388191177,5.84646821880536,6.69988538455658
"M697T66_NEG",6.0983657404139,7.60567237970603,7.56921088982746,7.98861672245402,6.34785943269659,7.76043345659334,7.91788577067644,6.23660375642666,8.04130924214946,7.72995091900106,7.85233830969452,7.7798796218902,7.90413746584105,6.29301592379577,7.86816029063256,8.00978605307911
"M698T514_1_NEG",6.56307471057246,6.84611189878105,6.81257286424282,6.90624431712418,6.31252106873598,6.39213289075164,6.72120166948381,6.87218719172871,6.6298062354498,6.38583202006344,6.70062706127867,6.26980154113539,6.67912382950623,6.52745886346099,6.6117137610353,6.97217165376882
"M698T514_2_NEG",6.83920122886967,6.88837642187813,7.03587778442885,7.07923397764805,6.73972253786234,6.75745106485382,6.81720353400347,6.97700875028044,6.62137002841895,6.68780382642337,6.75715007800482,6.67064979798276,6.58216358115713,6.67613914744069,6.67188313412438,7.08240874619918
"M698T363_NEG",6.33652687357276,7.03238436262916,6.40686596352252,6.15542873342788,6.57305550574984,6.06090673470747,7.06630131486042,6.65631374359986,7.10653151616585,6.58419900245064,7.5736205602628,6.43343239935993,6.77645532892816,6.05224636064221,6.90492547288053,6.9413582368911
"M699T514_NEG",6.55506472868679,6.6138257059673,6.62163195500201,6.85417749180027,6.62219860745186,6.56654428772603,6.78000266194948,6.79532508161072,6.707856341024,6.61655829700556,6.56833255504891,6.59746705914873,6.6812940559509,6.65780298809683,6.70477044986073,6.84857280524234
"M701T458_NEG",7.48256470593247,8.00000195933388,8.00872929359717,8.06528483981614,7.42205441627527,7.67371748842135,8.41601239114104,8.4529623188116,8.46266239101907,7.54919608632254,8.0779578504337,7.48026371515497,8.4944463433772,7.58098825277874,7.87107334467362,8.19371107606138
"M701T66_NEG",6.20386072757465,5.86158302716661,6.19454973453622,7.68362583847095,6.26068833966388,5.90598706293201,7.42356151630039,7.32405730935949,7.05589908066522,6.40868368664838,5.88244937274919,7.04984014531053,7.01043520895668,7.04513329471051,7.23896051771475,7.80428841341911
"M702T458_NEG",6.9303640294556,7.42841135641158,7.43944518350072,7.48352123985411,6.84137675214395,7.09374155288106,7.83413575397804,7.86558256319752,7.89122242539559,6.97722286724402,7.50504173542903,6.90948123889159,7.90915314219222,6.97026835571269,7.28602281341316,7.5943960968896
"M702T513_NEG",8.01378482520998,8.18232320111004,8.1603987584226,8.20119376547442,7.85356292790953,7.87312345971866,8.08885271071364,8.15062050900343,8.06212561310325,7.88882721447573,8.08539386324578,7.83318849254772,8.08157697498381,7.95350505411932,8.06203137354492,8.24262347745064
"M702T66_NEG",6.65638570535359,7.05268348491381,6.69503276875427,7.25977327596593,6.57199899807422,6.55828123864413,6.95123114770045,6.85906950751926,6.50548203882645,6.50563902184168,6.69519852690128,6.56413851320592,6.55274291167765,6.47366057753194,6.68954518391657,7.34236209861416
"M703T513_NEG",7.7778890045787,7.92371773503698,7.91769937590627,7.95803465009441,7.61672743552507,7.63753626995171,7.86147620740018,7.91548265311818,7.83136052196841,7.64177920584791,7.83747663168536,7.57603334338323,7.81668708090312,7.689545029165,7.80245244725225,7.98384568301794
"M703T458_NEG",6.98973671696102,7.53504097619148,7.53499500125918,7.61357336066279,6.97823007406636,7.22340484707386,7.97479440078126,8.01060055684795,8.00174553645039,7.09470890732661,7.60873527207431,7.02235981362756,8.01138877612464,7.12200793135336,7.39561403388289,7.7568269909341
"M703T514_NEG",7.39221175471945,7.55146698525816,7.54875639690263,7.59216388963632,7.23938369091924,7.28180872024755,7.47698401520102,7.52383270001316,7.42932989445312,7.24694538679396,7.46098892688828,7.21568859813941,7.45540320754691,7.32569020042759,7.42460297743919,7.60474467372502
"M704T513_NEG",6.94271573823994,7.06245695730475,7.05307821427576,7.06512066636208,6.70609622333569,6.74653362728903,6.97236061755679,7.02912056309452,6.92732252792935,6.7377679711809,6.95023113642858,6.67685962332047,6.93059812016454,6.81489162361672,6.93583837536071,7.09367414866696
"M704T459_NEG",6.37020981061582,6.94617677247166,6.96243101260665,6.95195872109506,6.21310997592834,6.5563172955521,7.31096282312656,7.37158550037266,7.34509367973615,6.42326459134945,6.953533737615,6.28080597263713,7.35914977936585,6.45831748845204,6.74191473130666,7.07663209988215
"M707T514_1_NEG",5.92265975260487,6.15688393994765,5.84745449550093,6.64445236430741,5.64265452890145,5.65014914211321,6.33982479381485,5.94208610249696,6.34414647490443,5.61589521849149,5.75603558417392,5.75274036627109,6.17935022327949,5.82939578433968,6.50246022659547,6.89133923365163
"M708T100_NEG",6.14882329069725,7.11127975292087,5.74476687597581,7.34832956226332,6.1100620056107,6.84765433555194,6.69265651229421,6.72471348507798,7.23149222034655,6.71581863845173,7.2057112579704,7.23202982991905,6.90982218356117,7.5463456317493,7.06765868555997,7.45620594963213
"M709T513_NEG",7.20337088164101,7.31058607511993,7.2918539535942,7.53871897966164,7.18453883492782,7.21460486590342,7.39288403349448,7.44795483765253,7.36040481306414,7.17731000601027,7.39851760061628,7.1673047842937,7.36259907849461,7.2703816849887,7.36683609271456,7.56123245536312
"M709T100_NEG",6.82703462412951,6.61092832863247,6.3519664287797,6.98348757626342,7.11270461836107,6.57003171151692,6.211253503076,6.21815661918581,6.83091632206157,6.23895188886212,6.64037623159769,6.75580247793572,6.43468012177413,7.09608164463646,6.56358894031685,7.02265385462248
"M709T63_NEG",6.80414159532393,6.42706346673699,6.56611679152266,7.98760758909043,6.74286119704727,6.31834155722612,7.35396924102545,7.82112065432874,7.68328277269055,6.90732032560836,5.92417910682705,7.25726953408924,7.3598138016803,7.35945126836044,7.22559675094806,7.8214553568855
"M710T513_1_NEG",6.99602136672876,7.06291821617769,7.00954838350082,7.24025343399706,6.89429911668435,6.94206711260713,7.06881404244198,7.1462997066127,7.05707465645568,6.90677775947095,7.11999848944098,6.86003031034424,7.07287074205392,6.97654847014066,7.09601887201787,7.2794478772613
"M710T513_2_NEG",6.55134926202973,6.6726345724219,6.63165667249198,6.86205445194778,6.54994961060372,6.57193211014044,6.71132118131702,6.82510708218798,6.67938095822825,6.52367665359334,6.7359623785344,6.46493785181783,6.74132077301841,6.57883269610581,6.66678880400651,6.88379993839711
"M710T436_NEG",5.76832247662142,6.58052721471315,6.63418851970933,6.51318962909575,5.97812406161949,6.32564792312448,6.6194325547507,6.624371331781,6.77910718690186,5.69173314505785,6.80053224693124,6.04183181826503,6.812981945355,6.02189734714834,6.25527999879829,6.75083882986835
"M710T63_NEG",6.30989431628653,6.96374983590539,6.14445305853243,7.73319511313826,6.44158049091208,6.05975026885829,7.12104550010694,7.59220405345645,7.50210331285126,6.75285004037158,7.11260480542413,7.04089529627568,7.16808710507056,7.15079607868876,6.99477523826368,7.59832955678183
"M710T95_NEG",7.37864030986704,7.27292681840843,7.22767844004574,7.9294126831932,7.69114159803666,7.68950574506133,6.36675121980274,7.75725898269877,7.90579741005194,5.70063905187456,7.6838276856496,7.60241263904979,7.71839788302851,7.57568051854694,7.66057548183293,7.79611573578085
"M711T513_NEG",6.03422183389025,6.24884144563919,6.11943155840749,6.3387702829399,5.9430242234925,5.98257192666131,6.18050445585321,6.2953931419406,6.22974293081493,6.0594010298217,6.27110036770729,5.94228991524403,6.17224354584403,6.21315420075069,6.2741859832769,6.42615266817035
"M711T458_NEG",8.55111695132358,9.06671403882971,9.17457556130649,9.09180269709165,8.46940144078823,8.65298500200088,9.31531427910802,9.31787597302072,9.38848051287619,8.59666131745321,9.13211919816025,8.52999833390751,9.42634414595223,8.67752418797443,8.96861433715455,9.13874510859868
"M712T458_NEG",7.99040126358519,8.48959918055094,8.58869918503538,8.52820396733956,7.91683909228679,8.09207028885352,8.73015073523853,8.72831835607936,8.80650341229522,8.03877331130109,8.55357205879694,7.97214936794063,8.8365115445274,8.11623727025775,8.39630607145795,8.57274048215073
"M713T97_NEG",6.84820932563757,7.01745566801834,6.83632759238136,6.91629208876229,6.73996705608427,6.79543631215256,6.6417145297257,6.7043343753477,6.68653502042994,6.75382268213187,6.83453150275156,6.63434123823265,6.97213122759229,6.8011648367631,6.54899263768009,6.82016148775976
"M713T458_NEG",7.45389298094218,7.95491748961244,8.05310023082219,7.99547891798235,7.39416674464551,7.56647631505832,8.20664729170813,8.19144205305477,8.26693322781829,7.50747606706126,8.01866833447686,7.43993081033662,8.29962555493267,7.58131702871425,7.87148074663543,8.04329771943216
"M713T221_NEG",6.46144939882669,6.32759314658678,5.53430690519798,6.30882921361014,6.50595474764002,6.23108839587964,6.4604683290136,5.87034383305087,6.88090601351968,6.26533101872334,6.47721233119093,6.36643101424557,6.20171887961237,6.36458788444552,6.78685134052314,6.472174101952
"M713T162_NEG",9.07891647188813,9.04634810151396,9.05370196228029,9.3477171650277,9.06423610067998,9.02264218902903,8.91241703509704,9.01485842786247,8.86558380407873,9.1313012487267,9.08793806082901,9.06117943039766,9.11141061912877,9.13941265765894,9.05612904243937,9.40950230132289
"M713T123_NEG",7.67811547682683,7.68668081015707,7.61906705429921,7.64578951806028,7.77796689677873,7.76862027249783,7.71055077131859,7.62306111619464,7.55794211514194,7.82773799975619,7.71716755668802,7.69249550410962,7.63597755717666,7.66333103338645,7.65933842817879,7.63578598294722
"M713T104_NEG",7.26351380182478,7.28586992041694,7.31914922019234,7.34129440958648,7.1733486217119,7.21417506969018,7.18915318123284,7.36863719256991,7.40643351286961,7.42249917010147,7.42166301692406,7.26881674487132,7.54016505437357,7.38386791429473,7.21029105759307,6.89156434718331
"M714T458_NEG",6.70912022348091,7.24257068915937,7.32783355884245,7.21981163999384,6.49051847521423,6.78774431434508,7.42311726620849,7.42451347939832,7.49662352892028,6.73513490331757,7.25285021738935,6.70834361618565,7.54076717052383,6.80727701690666,7.09908970230502,7.25776228143465
"M714T162_NEG",8.66296443858202,8.63849815566815,8.63375021989651,8.94033934501585,8.6589398384017,8.6131757552101,8.50522608026687,8.61594261912132,8.46856784157973,8.72786614175981,8.68607562546859,8.65929315858827,8.70581368628645,8.73326044334337,8.64981602350707,8.99421737443656
"M714T123_NEG",7.11420777494873,7.28824040790188,7.16683051338336,7.21037231106006,7.05643267778956,7.17603622523123,7.11251854567794,7.04373109254887,6.92594166951587,7.22755672857638,7.23210870612277,7.15715600210947,7.14981894803944,7.16828329987032,7.16104792362477,7.12817470601142
"M715T114_NEG",6.79723097847134,6.86193464539268,7.02696199824316,7.23342447506795,6.73567557452195,6.95169623715289,7.01796805516377,7.32984745356449,7.60079068501253,6.96046634228149,6.50973133700392,6.60908421354054,7.26947843510321,6.69457941434475,6.55287694976404,6.72423087858835
"M715T422_NEG",7.16472853339971,7.33027398720883,6.83680831630195,6.83058317419289,7.44595828382256,6.84934544508526,7.47540227663244,6.30987194308313,7.58600080862168,7.34894270298061,7.83686801337468,7.53691196176694,7.16450380821758,7.17071418377548,6.47155376139008,6.78659292298645
"M715T162_NEG",8.61732241705099,8.58930950703967,8.5945788029857,8.89585473713595,8.61386221737496,8.55593434713861,8.45013795099254,8.5602010557014,8.37176157881302,8.67171165680704,8.62881533664378,8.60706976093211,8.66011597221415,8.67891009229434,8.60250737641505,8.94325109742897
"M716T422_NEG",6.53287020133985,6.82882249357371,6.33032418355,6.77735084120097,6.83565322021937,6.05860876528956,6.92473024887241,6.81871549062806,6.98579739310446,6.81829866211948,7.28088729091788,6.88575788903586,6.66718194425445,6.41298668567616,6.75997650550843,6.9887531239998
"M716T162_NEG",8.18586211051475,8.15586126857917,8.16688652645879,8.45902943717604,8.18381906610833,8.1373394134381,8.03055660867023,8.13484431344365,7.95990298682146,8.25103410532722,8.20513436612171,8.17984875289021,8.22088119136983,8.24133434335786,8.17016637461951,8.50444093215937
"M717T422_NEG",6.26962204925152,6.6116746022992,6.0349389029381,6.20759233255648,6.61334211315416,6.5275454400424,6.74377060262938,6.69962858542361,6.81585440004592,6.69032798153244,7.12140939208374,6.63090662041649,6.30811093474205,6.71254010739078,6.65236339713338,6.87185757575672
"M717T162_NEG",7.51921306259742,7.51053101676058,7.4966293189997,7.78023569062256,7.50396004479499,7.46833168027824,7.36880989259954,7.4657142688876,7.31626899460783,7.58866249495015,7.52447299603877,7.51139346097357,7.54479155194248,7.58709391798541,7.50924917446249,7.84033448318157
"M717T68_NEG",5.90563013878351,7.09173906226176,5.94081302080321,7.59620194768412,6.59621777386728,6.84445192321104,6.95853252605165,7.16842638902571,6.90769048409502,6.84578066214353,6.97745328202143,6.90923280093858,6.77906336570614,6.91623020925935,7.0538560707418,7.68150705392607
"M718T505_1_NEG",6.06283505049284,6.09991703058321,6.04447161492804,6.53271419449284,6.45666758247516,6.45935085594704,6.55688078195817,6.62925008463997,6.49154394572158,6.56229336582318,6.67101529011701,6.5200321839753,6.59681369675779,6.57838146513626,6.32230951207633,6.35854717298722
"M718T505_2_NEG",5.85175455327034,5.85367860698139,5.75450428605566,6.5621027198705,5.98866312287335,6.15062220761299,6.04930883110289,6.29723293124805,6.4028687447728,6.13123731215611,5.95920028121374,6.19182131016401,6.37056643211725,6.53532441047271,6.48478385361028,6.96308907511983
"M719T390_NEG",7.10517965863635,7.30160471068043,7.30601647462634,7.47614713903484,7.17417242648306,7.24167410648644,7.48169178010678,7.4453685540374,7.51972144081836,7.36149802992622,7.4003338763181,7.32385858488952,7.54394744799109,7.29326843787257,7.40549566016003,7.55647034389684
"M720T390_NEG",6.4437207291323,6.6933460609698,6.701159467339,6.9027036223599,6.56072499427893,6.67234886688717,6.89820018507852,6.88710235561347,6.95466901457476,6.77588255701358,6.86171071878695,6.78799427400073,6.93039741039656,6.75705619010774,6.82493546636404,6.91751527121594
"M720T135_NEG",6.52050960493502,6.21133438147016,6.10652285152204,6.66605998977519,6.51537547788756,6.40262228007505,6.30041073867207,6.2384045845,6.14176167957983,6.25554882216181,6.48176761125064,6.47843979146538,6.38651406575227,5.9315085718377,6.41692277983063,6.7440320220682
"M721T514_NEG",6.9928570041634,7.11190066251792,7.08590897172695,6.79328107943419,6.78979188627852,6.78213427284105,6.85755272570918,6.82685951688776,6.81970477227855,6.8192262382718,6.86349145831419,6.80684756216188,6.86060316339205,6.87485013687152,6.91658742276413,6.74573724206286
"M721T390_NEG",6.65655526963995,6.80985797911743,6.82417708752935,6.98180982256614,6.73023677613095,6.77175845586355,6.99045145364737,6.95897354246648,6.96357847864767,6.83480219423047,6.91223438421559,6.81211491483838,7.01123368462921,6.7320518244428,6.8607067949908,7.04658419541562
"M722T96_NEG",6.57609105046628,6.34223443025872,6.3928615862678,6.79955104644802,6.53561126419235,6.29157346573181,6.54711010066292,6.55746054997049,7.03741926035271,6.28171669256706,6.29435438196091,6.30363153617737,6.58270538553354,6.15281973509751,6.06434557364325,6.19656739566597
"M722T72_NEG",6.38960471328591,5.84766365339982,6.62464879195907,6.89732245758738,6.57093079247721,6.90276040498551,6.57653362317124,6.78550055603574,6.66493401900794,6.84040295395465,6.44086150956905,6.58859941484587,6.389931508316,6.4491945604416,6.31193168028915,6.13792662829629
