name,mz,rt,Annotation.type,annotated.from.ID,annotated.from.peak,ID,score,isotope,adduct,Formula,matched.frag,compound.name,peak.group,confidence
M70T937_POS,70.01296,937.06128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T64_POS,70.06574,64.27295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T843_POS,70.56912,843.40149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T803_POS,70.81144,803.28159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T804_POS,70.92292,803.54785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T67_POS,72.08137,66.99327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T600_POS,72.5666,599.58405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T803_POS,72.70332,802.94836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T804_POS,72.81479,803.55853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T938_POS,72.93729,937.95285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T935_POS,73.53221,935.39883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T695_POS,73.76445,695.22598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T738_1_POS,73.82902,738.23669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T959_POS,74.06064,958.59985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T73_POS,74.06063,72.95395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1023_POS,74.06064,1023.35452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T930_POS,74.09698,929.83148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M75T915_POS,75.05587,914.6499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M75T932_POS,75.10033,931.69434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M76T409_1_POS,75.50104,409.17047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M76T720_POS,75.57562,719.84262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M76T409_2_POS,75.61254,409.19263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M77T94_POS,77.03863,93.82942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M77T843_POS,77.1017,843.38858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T410_1_POS,77.94344,409.89462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T938_POS,77.99905,937.91675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T410_2_POS,78.05496,409.94923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T410_3_POS,78.1663,410.20793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T694_POS,79.57422,694.32446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M82T936_1_POS,81.52091,936.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M82T1074_POS,81.521,1073.69806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M82T664_POS,81.52095,664.05731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M82T936_2_POS,82.02259,936.25473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M83T935_POS,82.53756,935.40598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M83T68_POS,82.5376,67.74269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M83T487_POS,82.53759,486.56938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M83T660_POS,82.53758,660.36011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M83T426_POS,82.53759,426.40219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M83T142_POS,82.53758,141.50064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M83T275_POS,82.53758,274.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M83T234_POS,82.53758,233.7234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M83T759_POS,82.58337,758.72797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M84T954_POS,84.04481,953.54852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M84T67_POS,84.04483,67.19126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M85T843_POS,84.58457,843.40149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M85T72_POS,85.02886,72.24843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M85T961_POS,85.02886,961.2213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M85T409_POS,85.18941,409.17937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M86T63_POS,86.06049,62.82649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M86T956_POS,86.0605,956.32968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M86T100_POS,86.06051,99.50073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M86T78_POS,86.09688,77.76629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M87T721_POS,86.5821,720.83762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M87T63_POS,87.04453,63.30815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M87T78_POS,87.10021,77.76629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M88T917_POS,88.07606,916.6181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M89T937_POS,88.50938,937.08699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M89T935_POS,89.00859,935.41394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M89T918_POS,89.07938,917.63461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M90T937_1_POS,89.50692,937.08698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M90T937_2_POS,90.00869,937.08698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M90T64_POS,90.05538,64.29733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M91T936_POS,90.52622,936.26404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M91T123_POS,90.52629,122.85297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M91T662_POS,90.52627,661.82541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M91T932_POS,90.97705,931.69434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M91T937_POS,91.0279,937.08484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M91T783_POS,91.05465,783.22913,metAnnotation,C00082,M182T77_POS,C01468,0.831533277095214,[M],M-H2O+H,C7H8O,1,4-Cresol,C01468_2,grade4
M91T94_POS,91.05462,93.90579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M91T706_POS,91.05467,706.3537,metAnnotation,C06730,M147T447_POS,C01468,0.936616246817681,[M],M-H2O+H,C7H8O,2,4-Cresol,C01468_1,grade4
M91T447_POS,91.05467,447.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M92T937_POS,91.5048,937.08698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M93T94_POS,93.07023,93.84122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M94T935_POS,94.04544,935.40601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M94T67_POS,94.04543,67.30235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M94T428_POS,94.04541,427.83934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M94T665_POS,94.0454,665.06946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M94T915_POS,94.06552,915.47845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M95T935_1_POS,94.54581,934.99353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M95T707_POS,94.59945,706.55261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M95T935_2_POS,95.0442,935.39679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M95T94_POS,95.04946,93.82942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M95T273_POS,95.08589,272.77185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M97T72_POS,97.02872,72.44422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M98T938_POS,97.51466,937.91272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M98T937_POS,97.99169,937.08511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M98T1066_POS,97.99167,1065.64154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M98T981_POS,97.99167,981.26585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M98T1015_POS,97.99167,1015.21469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M98T928_POS,98.07158,927.78601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M99T938_POS,98.51238,937.91272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M99T1070_POS,98.51238,1069.91577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M99T1036_POS,98.51238,1035.57031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M99T1003_POS,98.51238,1003.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M99T120_POS,98.51239,120.12382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M99T937_POS,99.01396,937.09045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M99T957_POS,99.04433,956.54041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M99T917_POS,99.05569,916.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M100T126_POS,99.53149,125.93356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M100T398_POS,100.27562,397.59906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M101T937_POS,100.51021,937.10577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M101T822_POS,101.07124,821.95508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M101T868_POS,101.07123,867.77179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M101T917_POS,101.07124,916.6167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M101T66_POS,101.07153,66.19752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M102T936_POS,102.03409,936.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M102T64_1_POS,102.05512,64.2989,adductAnnotation,C00188,M120T66_POS,C00188,0.828648400000738,[M],M-H2O+H,C4H9NO3,"NA",L-Threonine,C00188_1,grade1
M102T967_POS,102.05518,966.71838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M102T66_2_POS,102.16182,66.1629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M103T936_1_POS,102.53569,936.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M103T1075_POS,102.53568,1075.16846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M103T427_POS,102.53568,426.83218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M103T87_POS,102.5357,86.89665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M103T991_POS,102.53568,990.71814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M103T1036_POS,102.53568,1035.92566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M103T665_POS,102.53567,665.06439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M103T590_POS,102.53567,589.67834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M103T518_POS,102.53567,517.58359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M103T936_2_POS,103.03204,936.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M103T64_POS,103.05838,64.2989,isotopeAnnotation,C00188,M102T64_1_POS,C00188,0.989321311350398,[M+1],M-H2O+H,C4H9NO3,"NA",L-Threonine,C00188_1,grade1
M103T105_POS,103.05857,104.70226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M104T706_POS,103.80207,706.34558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M104T936_POS,104.03054,936.25793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M104T63_POS,104.10716,63.30815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M105T930_POS,105.04254,929.84424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M105T836_POS,105.04252,836.45712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M105T136_POS,105.07012,136.39621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M105T63_POS,105.11048,63.30815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M106T67_POS,106.05001,67.15809,seed;seed,NA;NA,NA;NA,C00065;C00716,0.705385202198796;0.704085202198796,[M];[M],M+H;M+H,C3H7NO3;C3H7NO3,3;3,L-Serine;Serine,C00065_1;C00716_1,grade1;grade1
M106T167_POS,106.0654,167.03358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M106T136_POS,106.07343,136.34073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M106T82_POS,106.0654,82.25518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M107T94_POS,107.04941,93.90579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M107T706_POS,107.08575,706.33582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M108T939_POS,107.5176,938.78772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M108T929_POS,107.96705,928.82703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M108T936_POS,108.02309,936.24359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M108T970_POS,108.04465,969.65756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M109T937_POS,109.02278,937.08699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M109T1026_POS,109.0287,1025.84192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M110T935_POS,109.52196,935.41394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M110T937_2_POS,110.02016,937.08699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M110T672_POS,110.02016,672.08099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M110T75_POS,110.06019,74.91944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M111T937_1_POS,110.52176,937.08699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M111T670_POS,110.522,670.27036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M111T937_2_POS,111.02019,937.08698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M111T79_POS,111.04429,79.00543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M111T662_POS,111.03929,662.03104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M112T937_1_POS,111.5219,937.08698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M112T937_2_POS,112.01802,937.08698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M112T71_POS,112.0758,70.93876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M112T961_POS,112.0758,961.41861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M113T937_POS,112.51966,937.08698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M113T354_POS,113.33483,353.86591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M114T937_POS,113.5185,937.08194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M114T938_POS,113.96363,937.94629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M114T65_POS,114.05514,65.20549,metAnnotation,C01045,M193T157_POS,C03912,0.540629911546847,[M],M+H,C5H7NO2,4,(S)-1-Pyrroline-5-carboxylate,C03912_1,grade3
M115T935_POS,114.55841,934.59219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M115T958_POS,115.03907,957.51346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M115T80_POS,115.0391,80.12875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M116T931_POS,115.57383,930.8266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M116T939_POS,115.96412,938.76825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M116T64_POS,116.07078,64.28941,seed;seed,NA;NA,NA;NA,C00148;C00763,0.688700611443181;0.680000611443181,[M];[M],M+H;M+H,C5H9NO2;C5H9NO2,2;2,L-Proline;D-Proline,C00148_1;C00763_1,grade1;grade1
M117T943_1_POS,116.52428,943.28015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M117T64_POS,117.0741,64.29019,isotopeAnnotation;isotopeAnnotation,C00148;C00763,M116T64_POS;M116T64_POS,C00148;C00763,0.986468419744875;0.986468419744875,[M+1];[M+1],M+H;M+H,C5H9NO2;C5H9NO2,NA;NA,L-Proline;D-Proline,C00148_1;C00763_1,grade1;grade1
M118T939_POS,117.95944,938.77264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M118T932_POS,118.08635,931.79584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M118T67_POS,118.08631,67.13685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M119T706_POS,119.08559,706.33249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M119T931_POS,119.08961,930.9282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M119T67_POS,119.08959,67.13685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M120T938_POS,120.02563,937.92297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M120T66_POS,120.06559,66.10209,seed,"NA","NA",C00188,0.720558043917687,[M],M+H,C4H9NO3,6,L-Threonine,C00188_1,grade1
M120T94_POS,120.08087,93.82942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M120T706_POS,120.08895,706.33249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M121T937_POS,120.51263,937.07904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M121T938_POS,121.02331,937.92299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M121T754_POS,121.02843,753.99527,metAnnotation,C00146,M139T664_POS,C00805,0.504818913011869,[M],M-H2O+H,C7H6O3,4,Salicylate,C00805_1,grade4
M121T808_POS,121.06495,807.56921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M121T77_POS,121.0649,76.71409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M121T94_POS,121.08418,93.82942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M121T783_POS,121.32138,782.98535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M122T178_POS,122.06008,177.95659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M122T76_POS,122.0683,75.88568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M122T189_POS,122.09646,188.60307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M122T136_POS,122.09647,136.39621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M122T931_POS,122.09646,930.81854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M123T936_POS,122.54715,936.24921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M123T1075_POS,122.54714,1074.68896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M123T427_POS,122.54714,427.11792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M123T670_POS,122.54714,670.19962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M123T517_POS,122.54714,517.31274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M123T1017_POS,122.54714,1016.9473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M123T937_POS,123.04884,937.08591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M123T67_POS,123.04047,67.04926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M124T889_POS,124.08694,888.92725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M124T840_POS,124.08692,840.35989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M124T917_POS,124.0869,917.11377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M125T936_POS,124.54361,936.25262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M125T839_POS,125.09024,839.37524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M125T920_POS,125.0902,920.04715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M126T943_POS,125.52953,943.30808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M126T783_POS,125.57789,782.95203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M126T937_POS,125.98622,936.66879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M126T961_POS,126.05506,960.78839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M129T958_POS,129.05454,958.44043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M129T1070_POS,129.05455,1069.62903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M129T1045_POS,129.05455,1044.70972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M129T1021_POS,129.05455,1021.37207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M129T1000_POS,129.05455,1000.42249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M129T64_POS,129.06582,64.18834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M129T700_POS,129.06984,700.41559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M129T845_POS,129.10212,845.42065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M130T937_POS,129.53561,937.08698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M130T962_POS,130.04991,961.75784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M130T77_POS,130.04993,76.71909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M130T66_POS,130.08616,66.17551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M130T931_POS,130.15898,930.8447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M131T937_1_POS,130.53334,937.08618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M131T937_2_POS,131.03506,937.08698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M131T77_POS,131.05331,76.68723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M131T66_POS,131.08962,66.17958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M131T931_POS,131.16231,930.8447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M132T937_1_POS,131.53342,937.08197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M132T937_2_POS,132.03514,937.08197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M132T78_2_POS,132.10185,77.88876,seed;seed,NA;NA,NA;NA,C00123;C01933,0.715193392432443;0.660880220486356,[M];[M],M+H;M+H,C6H13NO2;C6H13NO2,2;3,L-Leucine;L-Norleucine,C00123_1;C01933_1,grade1;grade1
M132T78_3_POS,132.25876,78.14363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M133T937_1_POS,132.53119,937.08197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M133T937_2_POS,133.03306,937.08618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M133T64_POS,133.06077,64.26271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M133T706_POS,133.06449,705.55109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M133T523_POS,133.07597,522.74738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M133T395_POS,133.10108,395.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M133T783_POS,133.10108,783.2771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M133T644_POS,133.10109,644.40997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M133T78_POS,133.10511,78.05714,isotopeAnnotation;isotopeAnnotation,C01933;C00123,M132T78_2_POS;M132T78_2_POS,C01933;C00123,0.935772481380814;0.935772481380814,[M+1];[M+1],M+H;M+H,C6H13NO2;C6H13NO2,NA;NA,L-Norleucine;L-Leucine,C01933_1;C00123_1,grade1;grade1
M134T937_POS,133.52992,937.08203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M134T754_POS,134.06001,754.22754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M134T64_POS,134.08116,64.29564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M134T783_POS,134.10433,782.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M134T78_POS,134.10597,78.37283,isotopeAnnotation;isotopeAnnotation,C01933;C00123,M132T78_2_POS;M132T78_2_POS,C01933;C00123,0.80784655891564;0.80784655891564,[M+2];[M+2],M+H;M+H,C6H13NO2;C6H13NO2,NA;NA,L-Norleucine;L-Leucine,C01933_1;C00123_1,grade1;grade1
