peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,QC,Size1,Size2,Size3,Size4,Size5,Size6,QC_N,QC1_1,QC1_2,QC2_1,QC2_2,QC3_1,QC3_2,QC4_1,QC4_2,Size_1_1,Size_1_2,Size_1_3,Size_2_1,Size_2_2,Size_2_3,Size_3_1,Size_3_2,Size_3_3,Size_4_1,Size_4_2,Size_5_1,Size_5_2,Size_6_1,Size_6_2
M187T153_NEG,186.82797069899402,186.82772078546748,186.82813243809565,153.2213897705078,151.286865234375,162.9332733154297,11,4,2,3,0,1,0,1,564689.5776968759,NA,NA,NA,1402503.187797477,NA,1942404.3991861984,NA,1453226.5637562494,1504374.9422643208,NA,813248.8115287647,864564.7283137025,1112176.3896875011,1610551.7782812496,NA,NA,NA,896142.4456640636,NA,NA,NA,954239.6407414059,NA
M187T922_NEG,187.00881246190727,187.00867984638631,187.00910084036303,921.8376159667969,903.3294677734375,926.8729248046875,20,5,1,3,3,2,2,2,29336421.651338097,NA,16152534.515613344,NA,NA,6476146.928779151,NA,43737267.168692015,9595714.026117189,NA,21768591.0834844,NA,14255928.859185245,98720442.54855694,21637065.261160713,7809338.64826564,47577660.702773415,7809338.64826564,6210929.434253898,5634409.259433751,32060828.443739116,13449590.618695332,8734080.356531236,14606698.528708322
M187T61_NEG,187.0060168292742,187.00599418646192,187.00615203245871,61.056884558105466,51.22859910888671,61.93330001831055,4,2,1,1,0,0,0,0,NA,5935332.3970837435,NA,NA,NA,3062523.0141187483,NA,NA,NA,NA,NA,10813399.986250008,NA,4932566.935603125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M187T448_NEG,187.00894715989077,187.00883441334472,187.00909390207008,448.0969543457031,446.6629943847656,449.3060607910156,3,1,0,1,0,0,0,1,NA,NA,NA,NA,10491339.164384875,NA,NA,NA,NA,NA,NA,NA,NA,NA,11341313.199702373,NA,NA,NA,NA,NA,NA,NA,11338537.474085929,NA
M187T382_NEG,187.00901448335202,187.00875632122518,187.0090155455051,381.7149353027344,380.18572998046875,383.25537109375,3,0,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200151.1146172006,NA,8442799.1238737,NA,NA,NA,NA,NA,NA,4357716.482930659,NA,NA
M187T887_NEG,187.00886064358616,187.0087622766915,187.0091377173239,887.21099853515625,882.117,889.25579833984375,3,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,30004551.770490028,NA,NA,23884277.361251228,NA,31352170.61583053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M187T420_NEG,187.00909556901019,187.00907173675233,187.00911940126804,419.99908447265625,419.015380859375,420.9827880859375,2,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,5279765.190889586,NA,NA,NA,NA,NA,NA,NA,8254595.663838935,NA,NA,NA,NA,NA,NA,NA,NA,NA
M187T406_NEG,187.00873510863838,187.00873510863838,187.00873510863838,406.413818359375,406.413818359375,406.413818359375,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345515.613111611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M187T413_NEG,187.02384861861034,187.02371324901821,187.02505774041146,413.1587219238281,402.5309753417969,417.7048034667969,23,8,2,3,3,2,2,2,6119973.157556969,14553138.968152937,4830560.72019117,18677289.735234324,NA,9614439.97144853,2600857.1476875013,10062207.955351595,3636415.1848320384,1169968.181249999,2593611.924428579,NA,7515771.750020848,6255594.124471003,6626110.810178591,6131913.839809581,8538883.389501955,6131913.839809581,2054808.2442656092,2546604.3778125136,13741728.600539068,17825587.283848364,5482299.221566387,14190379.910100034
M187T65_NEG,187.0243589355499,187.02397493563024,187.02480509521533,65.32720565795898,57.55379910888672,67.3661117553711,14,6,1,2,1,1,1,2,9518942.862194376,9206103.98491969,6951613.39835612,NA,10375925.177205937,NA,8699203.746953009,6718554.553133957,NA,NA,NA,7383691.2768683,4983886.826415447,5285072.503769061,NA,NA,12588139.388242576,NA,NA,10009758.076993423,NA,4228312.545008925,6834671.323133371,7200735.845553131
M187T949_NEG,187.02509523228866,187.02504152755344,187.02530975229976,948.88531494140625,945.87652587890625,958.83001708984375,15,7,2,2,0,0,2,2,4059317.4385961834,3840541.6432481525,5665464.606579868,3224799.8113359497,NA,NA,7275996.959999093,11897770.941689072,5628165.768793266,4267501.754208351,10595203.52838493,NA,5486664.206197405,NA,7498818.287187497,NA,NA,NA,NA,NA,9255213.131823644,7775593.733395445,8067734.633463717,8334990.826747053
M187T1019_NEG,187.0250928200946,187.02500478218897,187.02527981886348,1019.2587585449219,997.28509521484375,1036.7532958984375,24,8,2,2,0,0,2,2,18074743.07148651,16405793.828269247,9259958.606175575,20702900.00635413,NA,15058560.962776512,20030843.773078144,6400785.914250004,7461663.38397059,15750362.73247988,22621686.455645405,NA,6553853.00625,NA,11232002.997727282,NA,NA,NA,NA,NA,6732220.390817349,5585815.094615377,5333432.46197911,20195965.937476777
M187T1069_NEG,187.0250827152814,187.0249847217353,187.02534693916587,1068.5267333984375,1042.4765625,1093.1699951171875,23,8,2,2,0,0,2,2,7881556.611145844,8022925.994558792,14006077.749299914,7292501.566312556,NA,6476449.843749952,11863932.552372128,14064574.390625,14870664.961778047,14301159.1546154,9023745.619797876,NA,15794734.050875016,NA,6303284.492395889,NA,NA,NA,NA,NA,8156485.492375031,6143991.013636396,15199418.08196428,14688443.075290905
M187T980_NEG,187.02508671897078,187.02497853353447,187.02530200571144,979.97589111328125,968.56494140625,989.73260498046875,14,6,1,2,0,0,1,2,3589508.2886718623,5006878.728379918,4769541.399113959,6471828.877110032,NA,NA,3873311.357499996,4893900.790957044,NA,3123551.803499978,NA,NA,6089220.849548248,NA,3458159.555019218,NA,NA,NA,NA,NA,NA,4438151.358142579,3050332.3193874927,3735291.962550218
M187T92_NEG,187.02498725892386,187.02497731795347,187.02504756148474,92.31193542480469,90.9981460571289,94.22460174560547,3,1,0,1,1,0,0,0,NA,NA,8674955.9016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12835071.483074676,NA,NA,8996680.49058281,NA,NA,NA,NA,NA,NA,NA
M187T137_NEG,187.025047987492,187.02503214350347,187.02505356517958,137.3096923828125,135.4791259765625,138.49728393554688,3,1,0,1,1,0,0,0,NA,NA,5781131.203303569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15499678.443906246,NA,NA,14449511.305875005,NA,NA,NA,NA,NA,NA,NA
M187T189_NEG,187.02504859291656,187.0249540386085,187.02512990143927,188.81597900390625,181.18869018554688,191.31985473632812,3,1,0,1,1,0,0,0,NA,NA,13940133.077422298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8470663.952972502,NA,NA,5164763.8759947885,NA,NA,NA,NA,NA,NA,NA
M187T171_NEG,187.0250537116524,187.02504053226173,187.02506689104305,170.59600067138672,168.38748168945312,172.8045196533203,2,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4543356.986277338,NA,NA,8114510.159896883,NA,NA,NA,NA,NA,NA,NA
M187T365_NEG,187.02509999103273,187.02509999103273,187.02509999103273,365.2220764160156,365.2220764160156,365.2220764160156,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,586076.7845468761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M187T209_NEG,187.03699678598724,187.03665553722448,187.03715336671826,209.142,207.8168182373047,212.48204040527344,21,8,3,3,3,2,0,2,4828490.3021527715,5108985.249575006,5226839.917260426,NA,5107950.267812516,3234108.5967777716,5593687.828443739,4325804.66655556,4706356.690656255,5703522.66248124,8431685.937062493,3874721.777882814,5037508.703791662,9796768.27718751,11009173.816789772,6568771.991201389,2712627.7893750067,6568771.991201389,9554176.491406241,2317731.5995714306,NA,NA,4668318.6631211,13314793.608168276
M187T243_NEG,187.03675405983802,187.0365731093426,187.03709166557,243.02413684082032,242.33848571777344,245.34503173828125,6,2,1,1,0,0,2,0,1911080.7587812524,NA,1984278.2695208306,NA,NA,NA,NA,NA,NA,NA,NA,2449403.3179687476,2888084.236125003,NA,NA,NA,NA,NA,NA,NA,5840934.637587505,7276454.0991796935,NA,NA
M187T282_NEG,187.0602479072807,187.06015730556433,187.06033850899706,281.969970703125,281.90093994140625,282.03900146484375,2,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418102.892703119,1908351.206445308,NA,NA
M187T230_NEG,187.06019103345125,187.06011586240228,187.06026620450024,229.8525848388672,228.7647705078125,230.94039916992188,2,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1496885.6914500052,2492450.2607708247,NA,NA
M187T523_NEG,187.09665257477153,187.09665257477153,187.09665257477153,523.115966796875,523.115966796875,523.115966796875,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312397.2947125037,NA,312397.2947125037,NA,NA,NA,NA,NA,NA
M187T354_NEG,187.09666003338748,187.09651584128122,187.09685153891903,353.9938659667969,351.12744140625,370.1502685546875,20,8,2,2,3,2,1,2,2942971.264085938,4324341.84330133,2907864.6490140622,NA,1572459.0814124972,2489184.9133593803,3479815.2800880643,2177501.593345709,2826601.693949668,1963313.4690000003,4381620.446841346,NA,2616341.778166672,2506005.885017363,NA,4041573.469673077,1361905.0625,4041573.469673077,2287449.376855475,7111368.841523447,NA,3120388.911117179,1871022.1587812486,2680506.8810937437
M187T400_NEG,187.10783880936833,187.09668123844673,187.10813364311903,399.679931640625,397.6461486816406,404.257568359375,17,6,2,1,2,2,2,2,1261121.5175416628,NA,2322669.452062505,1544132.0353812422,NA,1867050.417406247,1595641.2147187549,NA,1597771.609593744,NA,2685417.6325902706,1749068.9471182912,2087903.3728055586,NA,NA,2628559.9899234367,NA,2628559.9899234367,1787092.609414055,1818234.7073567694,2713710.053387495,3902203.4277291754,5420363.145640642,3315072.879905037
M187T553_NEG,187.0968055841674,187.0968055841674,187.0968055841674,553.35955810546875,553.35955810546875,553.35955810546875,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502974.9778281239,NA,502974.9778281239,NA,NA,NA,NA,NA,NA
M187T645_NEG,187.11914233808903,187.11903676053265,187.119177224176,645.3487548828125,641.26641845703125,651.38507080078125,3,1,0,0,0,0,2,0,446062.2175546872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005265.7623437522,6475421.44449663,NA,NA
M187T102_NEG,187.133119494316,187.13308792286492,187.13315106576707,102.18699645996094,99.30986022949219,105.06413269042969,2,1,0,0,0,0,0,1,NA,707091.9750559888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352518.66084531223
M188T76_NEG,187.8601243766101,187.8597865252921,187.8602492940275,76.16590881347656,69.714080810546875,80.85182189941406,7,3,1,1,2,0,0,0,NA,1944015.6648907675,NA,NA,NA,2745802.663977101,NA,2188974.386892857,NA,NA,441401.2087408847,NA,NA,338257.4783887497,NA,1753988.1295791666,NA,1753988.1295791666,NA,NA,NA,NA,NA,NA
M188T956_NEG,188.02056062051014,188.0203298806247,188.02062479571867,955.9360920410156,945.017333984375,969.01025390625,26,9,3,3,3,2,2,2,37340513.30078432,8857385.596281258,34644325.71824303,11935830.06891078,30587532.843958892,33976661.1933633,17893300.848581042,28498963.16954828,35424844.718407206,31861243.61770005,34929004.7733153,29965486.729401704,13626020.435156254,20181358.363313533,30999347.916381545,29693114.66183036,37371332.8349402,29693114.66183036,30050158.444855984,37119443.2746656,28869501.04121107,29745259.798162434,26123402.885135137,22243854.50221284
M188T1073_NEG,188.0205262565911,188.0203306904156,188.02061107408812,1073.4099731445312,1064.909423828125,1081.7099951171874,22,8,3,3,2,2,2,2,NA,15849705.191428583,32677378.3532608,18752317.34266664,31733981.3163044,26784814.200833295,48038915.5448573,31792225.26312501,43341963.77034921,32654381.59934799,40427398.90338705,35756156.43580343,27367995.30574979,26508029.133125063,21138567.28733336,46345275.64060802,NA,46345275.64060802,35647530.19153843,40819166.482500166,42489191.53015624,41446697.365443446,39121898.31077593,36434395.901573166
M188T1019_NEG,188.0205256833511,188.02030855167482,188.02073390762956,1018.989990234375,996.29339599609375,1037.87548828125,33,9,3,3,2,2,2,2,44370698.01345953,35362233.89102091,49559934.67930833,37325527.33240802,33424372.349687632,48431042.34658873,52029502.02347753,34370319.73151789,24227641.34690635,34134015.91326921,52189801.450312376,15010036.646428596,17283401.948990427,26724030.004000038,41341294.24979836,37080641.7575002,NA,37080641.7575002,24694090.92140628,26099823.043750092,37983025.828416616,17492417.89446432,20144191.216171984,54001067.12415893
M188T988_NEG,188.02050895001128,188.02037357948115,188.02059162683886,988.2591857910156,973.710693359375,992.683349609375,8,2,0,1,2,0,1,2,NA,11583834.403942332,NA,NA,NA,NA,11695997.659520777,NA,NA,NA,NA,NA,15136945.299231615,NA,NA,14018666.890763395,NA,14018666.890763395,NA,NA,NA,16023551.78749637,18760782.751249935,12397664.2426874
M188T1049_NEG,188.02050182282588,188.02024972105875,188.02060507932276,1049.31787109375,1044.552001953125,1053.8505859375,6,2,1,0,1,1,0,1,NA,NA,15727706.344318278,14669694.98000022,NA,NA,NA,NA,NA,16560907.134204313,NA,NA,NA,NA,NA,NA,26406062.55368437,NA,19310408.320714444,NA,NA,NA,NA,19682342.100000132
M188T91_NEG,188.02051452223853,188.02029683318776,188.0205654950966,91.4015121459961,87.96881103515625,99.20332336425781,5,2,0,0,1,0,1,1,NA,26245134.122225586,NA,16703875.346436797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19123299.74648242,NA,NA,NA,15579645.257781254,NA,NA,20403635.662418053
M188T925_NEG,188.00923110240123,188.00901986875587,188.02073090175747,924.80670166015625,919.75421142578125,929.896,5,2,2,1,0,0,0,0,2266012.4365312518,NA,NA,NA,NA,NA,NA,NA,469483.11281250336,NA,1807081.7680873312,2648130.9315624842,NA,9721359.801162587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M188T65_NEG,188.02054463545244,188.02035144240153,188.02062754553845,65.06725311279297,62.18193054199219,76.23020935058594,5,1,0,0,1,1,1,1,NA,NA,NA,23186624.7818549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8978298.300192358,NA,NA,19269497.611556258,13019635.037263671,NA,NA,9182810.79674545
M188T128_NEG,188.02059876962684,188.02025531314982,188.02060730486392,127.54644012451172,127.2143325805664,129.70925903320312,3,1,0,0,0,0,1,1,NA,NA,NA,10577776.473274982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21771902.709374998,NA,NA,19019638.511190802
M188T143_NEG,188.02053995030496,188.02026393597174,188.0205425936181,143.16815185546875,142.53500366210938,147.04513549804688,3,1,0,0,0,0,1,1,NA,NA,NA,12609672.319125008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19436952.606312495,NA,NA,13147735.23853844
M188T183_NEG,188.02054752922407,188.0202859572529,188.0205689208804,183.00094604492188,169.80056762695312,193.0713653564453,4,1,0,0,0,0,1,1,NA,NA,NA,14510325.2770375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32335040.560306646,NA,NA,25722973.545360565
M188T292_NEG,188.02047265208535,188.02033743318395,188.0206078709867,292.14512634277344,290.15008544921875,294.1401672363281,2,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24814048.068937503,NA,NA,18666281.15542888
M188T260_NEG,188.0204237243057,188.02029038682062,188.02055706179075,259.50543212890625,254.88693237304688,264.1239318847656,2,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16079505.35525735,NA,NA,27896042.225392245
M188T231_NEG,188.02046364966515,188.02034642164435,188.02058087768594,230.7916717529297,225.80517578125,235.77816772460938,2,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20598918.400670454,NA,NA,16182913.572222216
M188T448_NEG,188.0203918798037,188.0203918798037,188.0203918798037,448.2142028808594,448.2142028808594,448.2142028808594,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3655516.7553568543
M188T557_NEG,188.02052979482156,188.02052979482156,188.02052979482156,556.681396484375,556.681396484375,556.681396484375,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256412.14694999647,NA,NA
M188T415_NEG,188.02041005322775,188.02041005322775,188.02041005322775,414.57635498046875,414.57635498046875,414.57635498046875,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4156767.987718765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M188T372_NEG,188.05541453212714,188.05534526694987,188.05570310697743,372.1984558105469,371.101806640625,381.2986145019531,24,9,3,3,3,2,2,2,17025029.76769789,8052234.262291668,12740951.306213934,17372270.096093733,8510440.355252597,17894754.0036797,11763603.800968772,26537469.14929686,13165663.861458344,9678144.88288335,16896524.169065606,6760510.206041664,17255888.11571355,18147571.693729103,9523081.712000001,19200207.150733303,15918256.5695486,19200207.150733303,10329164.169513373,8128435.0629038485,50444976.92499999,44036012.03523719,23655480.455868047,23123731.191265598
M188T400_NEG,188.0554459749868,188.05525410440623,188.0556700291967,399.6213684082031,397.6275939941406,401.7030029296875,14,5,1,3,0,1,2,2,NA,4521011.547403427,8695673.802968742,5854505.784168751,9888791.403225558,NA,10846708.726851584,NA,NA,NA,NA,1963955.6825000024,16325152.626685835,17321100.98220393,8444140.737850009,NA,NA,NA,11469564.461291673,NA,20865512.992347438,25722341.636136327,23440199.110460106,24132154.1196094
M188T323_NEG,188.05552585473134,188.05540661026325,188.05564509919944,323.2507781982422,321.2776794433594,325.223876953125,2,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14190164.946314352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30971656.24171877
M189T381_NEG,188.97089802842783,188.97066644337667,188.97104760966545,381.1759033203125,380.18572998046875,382.27301025390625,18,5,3,3,1,2,2,2,34175588.72278848,NA,65507670.616882324,NA,76026081.03207232,NA,110506437.02058692,NA,44723432.48876146,118333621.28915185,33813590.89401136,54919052.004115306,46881983.50398432,46395788.22401775,58884304.693630956,NA,46426886.50096876,NA,77867041.09282511,88481658.90253834,46583283.28978121,77912321.57640003,71615687.26200014,52290883.83626474
M189T922_NEG,188.97090818543032,188.97061109189116,188.97108497739106,921.8050537109375,900.38726806640625,925.81561279296875,21,6,3,3,3,2,2,2,231229220.15370595,NA,87637865.01819812,NA,112814182.6424075,NA,118393340.92150514,25893629.404172253,184224041.84845936,117845539.93707177,237127407.65487763,112383331.30962457,91142899.0768879,308109859.2640301,137052119.1382575,270928390.95782,313361591.05813247,270928390.95782,87017586.67468503,208421801.79462615,350559146.07817984,73532874.27371843,82153928.60081565,153130918.0696785
M189T414_NEG,188.97088303662417,188.9706686798197,188.97102514355998,414.1283264160156,409.0481262207031,417.7496643066406,13,5,3,2,1,1,0,1,50644767.13197071,NA,47708608.78320641,NA,47875617.76113038,NA,76083720.63786668,NA,45425780.44583326,68343914.79101859,33153113.591407955,67337568.31240316,57965546.59851074,NA,33334200.405353084,NA,40262765.80020755,NA,44172902.32081246,NA,NA,NA,42986455.4656667,NA
M189T447_NEG,188.97090569081828,188.97069258490285,188.97098238343852,447.09222412109375,445.5068054199219,449.3792724609375,7,4,0,2,1,0,0,0,NA,NA,21793090.81592858,NA,39214463.59730506,NA,54813710.21241384,NA,32853089.116630696,NA,NA,NA,29747826.695232525,NA,22809542.123617876,NA,26235326.52978413,NA,NA,NA,NA,NA,NA,NA
M189T469_NEG,188.9709405497266,188.9706376497036,188.97104071053909,468.60009765625,468.0024108886719,468.7275390625,4,2,0,1,1,0,0,0,NA,NA,24596394.53759373,NA,NA,NA,NA,NA,26593406.051971573,NA,NA,NA,17027107.93984372,NA,NA,NA,22957694.724952344,NA,NA,NA,NA,NA,NA,NA
M189T78_NEG,188.97094903879713,188.9705794297833,188.97104746256173,78.39865493774414,76.7751693725586,78.7082,4,0,2,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1063549.9833750008,NA,992018.9422515637,NA,NA,NA,NA,NA,NA,NA,1101164.4578640645,NA,NA,1229274.0538713566,NA
M189T354_NEG,188.9709898955673,188.97091846095614,188.97099192456162,354.1145324707031,354.02642822265625,356.325439453125,3,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,66817602.65336244,NA,NA,NA,NA,NA,56889930.88592753,NA,NA,NA,17410255.82099997,NA,NA,NA,NA,NA,NA,NA
M189T484_NEG,188.97090115090262,188.97084475329285,188.9709575485124,484.16908264160156,483.6904296875,484.6477355957031,2,1,0,1,0,0,0,0,72009000.51248384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12997214.350737527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M189T63_NEG,189.0046333034056,189.0046065434792,189.00466006333198,63.27326202392578,62.02299499511719,64.523529052734375,2,1,0,0,0,1,0,0,NA,NA,NA,NA,2556208.2014100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1184025.2137222646,NA,NA,NA,NA,NA
M189T161_NEG,189.00431992227823,189.00431992227823,189.00431992227823,160.5294189453125,160.5294189453125,160.5294189453125,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956664.8833236634,NA,NA,NA,NA,NA,NA,NA
M189T286_NEG,189.03942910643775,189.03936678817772,189.03983171857203,286.0348205566406,282.9837341308594,296.21771240234375,24,9,3,3,3,2,2,2,18549214.303947933,30718088.094434764,13971858.54116252,38545381.13615024,15961210.594214287,29784444.69818749,14734428.734772729,31391529.808107913,14377927.854399962,10428049.095750012,16905048.92550004,14564882.305829566,25294687.983052816,14361982.164289769,8678026.443750026,28285936.64519315,20344864.171918225,28285936.64519315,14360184.37651875,12353056.495111173,51686108.51770575,62656596.08205264,14393198.109696025,46689758.838358335
M189T95_NEG,189.03987187808997,189.03982768659043,189.03999022180972,95.277,94.72918701171875,96.20357513427734,5,1,1,0,2,1,0,0,6125369.513048078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9980444.577377135,NA,NA,NA,12357468.107858807,NA,12357468.107858807,NA,9172722.499638157,NA,NA,NA,NA
M189T134_NEG,189.03968642738644,189.03940068962865,189.03978764326908,133.64835357666016,131.01852416992188,136.59494018554688,4,0,0,1,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18107580.83216251,NA,NA,NA,NA,NA,21370484.494683255,42025644.17579963,22701922.76154004,NA
M189T423_NEG,189.0870497153356,189.0868400529642,189.087406947963,423.146,421.19647216796875,438.4925231933594,23,9,3,2,3,1,2,2,16883709.634082034,24498302.5914716,14148410.394624997,5845840.144690634,13666688.88982033,18570494.941484444,10939284.43650623,17145286.225247428,15542887.100064134,1262324.3278749946,13050698.327386677,4708477.727078135,17947403.852366675,49491893.60823567,NA,15280828.569935668,7862733.478689902,15280828.569935668,13875663.047675028,NA,17153944.937850017,16831538.071053278,2623392.163187509,18343052.84201274
M189T910_NEG,189.23943874587184,189.23928805132277,189.23978869017446,909.667724609375,903.358642578125,912.557373046875,3,2,0,0,0,0,0,1,145431.52532812484,NA,NA,NA,NA,NA,131633.95337239496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177941.36537021477
M190T923_NEG,189.97410880876316,189.9740432039099,189.97433957951273,922.74359130859375,906.5020751953125,925.78521728515625,21,6,3,3,3,2,2,2,5024539.193200694,NA,2403274.38043571,NA,3404774.1769640553,NA,5093922.973643743,481673.0497382845,4075263.2347890725,3364319.5405312385,8360412.934075029,5685094.240522702,3900263.4489953825,9012175.7772231,8072266.112446299,1676861.0784644792,10296683.740078129,1676861.0784644792,3682150.084767078,8152942.117004107,11497819.136789216,2693062.8816475403,4425057.542952297,2826520.8935390576
M190T381_NEG,189.97431962108016,189.97428258038377,189.97435666177657,381.1235809326172,379.1448059082031,383.10235595703125,2,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662471.7409374947,NA,NA,NA,NA,NA,3751268.0642062533,NA
M190T962_NEG,189.9885491635887,189.9885491635887,189.9885491635887,961.825927734375,961.825927734375,961.825927734375,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,764113.1740542018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M190T981_NEG,189.98876412122186,189.98876412122186,189.98876412122186,980.558349609375,980.558349609375,980.558349609375,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289670.2801331542,NA,NA,NA,NA,NA,NA,NA,NA,NA
M190T223_NEG,190.0169878887555,190.01678174147128,190.01723768494543,223.2360076904297,212.92030334472656,227.69674682617188,22,8,3,3,3,2,2,1,10745435.578906253,NA,10731627.122289056,17016741.234800782,11217780.820343744,10376542.620888159,10637689.481526798,12013488.21608907,10875871.42379999,2198951.155126424,10824971.881558944,12220355.306026563,2904403.1868281243,8657098.75253612,1672872.4137708326,10622256.28732813,11671194.57745833,10622256.28732813,9102135.867499996,3473201.3740913505,3082298.363743494,4963906.880584814,NA,15474816.195568178
M190T77_NEG,190.02486313203667,190.02477907193295,190.02498738920661,76.72090148925781,71.29924774169922,76.84764099121094,5,2,0,2,0,0,0,1,NA,NA,5382456.450026788,NA,NA,NA,6822521.952001875,NA,NA,NA,NA,NA,6211762.247024815,6557596.987432884,NA,NA,NA,NA,NA,NA,NA,NA,NA,5120750.001803333
M190T479_NEG,190.02501108581401,190.02501108581401,190.02501108581401,479.43829345703125,479.43829345703125,479.43829345703125,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280354.17341250187,NA,280354.17341250187,NA,NA,NA,NA,NA,NA
M190T254_NEG,190.02096109309474,190.01692783443187,190.0249943517576,254.40223693847656,251.39739990234375,257.4070739746094,2,2,0,0,0,0,0,0,NA,8320726.720651045,NA,NA,NA,NA,NA,7081066.408177172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M190T414_NEG,190.02498727079248,190.02498727079248,190.02498727079248,413.8465270996094,413.8465270996094,413.8465270996094,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590547.1975714326,NA
