peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,QC,Size1,Size2,Size3,Size4,Size5,Size6,QC_N,QC1_1,QC1_2,QC2_1,QC2_2,QC3_1,QC3_2,QC4_1,QC4_2,Size_1_1,Size_1_2,Size_1_3,Size_2_1,Size_2_2,Size_2_3,Size_3_1,Size_3_2,Size_3_3,Size_4_1,Size_4_2,Size_5_1,Size_5_2,Size_6_1,Size_6_2
M70T66_NEG,70.05925868803803,70.05924367550952,70.05927370056655,66.27236557006836,65.49297332763672,67.0517578125,2,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,887400.7836287491,NA,NA,NA,1515711.097032031,NA
M70T72_NEG,70.24600972689528,70.2459597234761,70.24631801961986,72.34001159667969,69.6611328125,79.86676025390625,12,5,1,2,2,0,1,1,555554.966929375,1442061.6592007207,507725.93305468874,NA,NA,NA,NA,1075548.4927635936,942799.2326699999,NA,1339754.4497217957,NA,1255538.791345314,848408.0910659587,NA,1738794.0398331233,NA,1738794.0398331233,NA,NA,NA,403286.5822843749,NA,773564.9011363632
M70T65_NEG,70.39136657820424,70.39136657820424,70.39136657820424,64.63814544677734,64.63814544677734,64.63814544677734,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967015.571016249,NA,NA,NA,NA,NA
M71T94_NEG,70.60723979232807,70.60723979232807,70.60723979232807,94.20963287353516,94.20963287353516,94.20963287353516,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430645.57235989557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T433_1_NEG,70.79956364175413,70.79947142367668,70.79962421520621,432.8219451904297,430.66241455078125,434.73736572265625,16,9,0,3,0,0,2,2,1637305.153401989,1764034.4896768439,2421194.0571000064,1396007.9509062523,1718035.0623105518,885055.2736339247,2435332.8545859335,1119992.2973437523,720393.7583810748,NA,NA,NA,17172192.535633214,3704942.5056944466,3399307.6189453173,NA,NA,NA,NA,NA,896823.9836093736,1527061.8534166676,1385472.9325687443,10998625.045943147
M71T66_NEG,70.8162390048268,70.81622906039601,70.81624894925758,66.32098388671875,66.28681945800781,66.35514831542969,2,2,0,0,0,0,0,0,NA,NA,NA,NA,892357.6578408865,NA,741718.2135331247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T432_NEG,70.91101959230949,70.91097760685598,70.91106157776298,431.663818359375,431.4093017578125,431.9183349609375,2,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2140764.866093762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756658.4950590348
M71T155_NEG,70.94447904542628,70.94444513457434,70.9445434383341,155.263,151.286865234375,165.85862731933594,15,5,3,3,0,1,1,2,1353250.125984376,NA,2280564.785453124,NA,2023839.5994720962,NA,2222926.098421874,NA,1702649.757916666,891254.4150781229,1602892.2138958338,1507009.0120454552,1784930.0326023456,3981664.662261517,1324274.6092988276,NA,NA,NA,NA,2526443.863346594,NA,1519556.0208636366,943460.6763749977,4596698.391610293
M71T263_NEG,71.01223715183923,71.0122127249809,71.01229527361458,263.1809997558594,261.48516845703125,265.05389404296875,23,8,3,3,3,2,2,2,167071706.3867487,253523462.8101031,193206562.4756982,NA,187559350.26851827,142192498.1557501,191099076.41847005,155355366.74418604,179488136.67954534,143084982.32186764,124426686.73496489,89454261.9127977,204514572.48938236,79952951.08252212,104837259.98581845,121088912.57201757,195966665.1505136,121088912.57201757,155379147.84531903,112285970.97121032,132117406.58280106,182124692.91974375,228408331.69434565,601249640.5691206
M71T399_NEG,71.01225962152343,71.0100650533662,71.01231843062395,398.58477783203125,378.1535339355469,399.7147216796875,25,8,3,3,3,2,2,2,26154816.792545497,35239139.06814838,31315127.68816002,NA,30449729.80344748,30142441.85204345,30187602.990151253,21954277.761926502,3943990.997984378,21836160.26020569,23791134.195583373,19682924.659884598,37942728.50928568,40983935.15338496,20032409.890707526,22915586.77583629,20109496.9331836,22915586.77583629,24951921.74684507,24523420.835704595,46444181.60084999,54746619.86311524,68576979.84683922,34229603.81804478
M71T199_NEG,71.01223747445331,71.01220225082025,71.0122970481079,199.36654663085938,198.03408813476562,202.6761016845703,22,7,3,3,3,2,2,2,24332740.617463555,NA,30415729.455871623,NA,29589191.935769245,32991465.596249968,28634949.640524663,28631737.25803487,27825777.413556818,29098363.51206888,19689787.84465482,26045618.65124065,43688963.469733804,33095866.368958917,15509659.835968738,22905738.509218764,29853281.8822052,22905738.509218764,30859241.583162252,20374184.841596257,34687181.362032525,49791474.14934202,24120424.08229779,45098234.930761345
M71T326_NEG,71.0122517136667,71.01222389718633,71.01229786870432,325.9694061279297,325.0941467285156,327.5057067871094,20,8,2,3,1,2,2,2,54980960.85915182,138839585.52505675,31870087.52575527,NA,26822488.64677939,59680099.72636892,31568725.992586967,20841178.180265598,27911042.81971196,14934014.722799985,10395835.706840778,NA,140147399.81702816,28401948.186584037,43481967.427492514,NA,54622442.583163746,NA,12887714.261812525,22973575.364761356,33979390.864205815,25992532.10431998,22965498.383743044,129373822.66725008
M71T433_2_NEG,71.01225227415932,71.01220775794916,71.01230320539253,433.159912109375,430.5754089355469,449.6999206542969,16,5,3,3,1,0,2,2,16540541.97165622,NA,16747905.338226581,NA,29429402.883198306,NA,19712677.3009643,NA,53173424.03300003,11445941.455000041,31858305.765856452,15895117.578415642,26740965.578296065,17976877.033499952,12013410.227076935,NA,39305780.38116983,NA,NA,NA,61299700.01492362,25525196.16966076,27637422.30906774,31546858.063500036
M71T309_NEG,71.0122427856873,71.01220388347733,71.0122925284027,309.35094018554685,308.1895446777344,310.34954833984375,10,5,2,0,0,1,0,2,NA,NA,28911909.21856407,NA,28919426.81643309,NA,22004601.44849997,25159320.961764637,27287748.3175132,14480804.42357568,NA,7876335.636088164,NA,NA,NA,NA,NA,NA,14959411.909361105,NA,NA,NA,29234856.93476562,122159581.07206258
M71T171_NEG,71.01225952091698,71.01224903945217,71.01228514987648,170.6131134033203,168.9390869140625,174.43450927734375,6,1,0,2,0,1,2,0,NA,NA,NA,NA,NA,9980568.534463244,NA,NA,NA,NA,NA,NA,6917065.132700896,4430670.738706732,NA,NA,NA,NA,NA,3151505.289656252,8187292.642477268,7283354.878124169,NA,NA
M71T74_NEG,71.01226048963825,71.01221758129265,71.01226641949847,73.69318389892578,72.54118347167969,78.83892822265625,3,2,0,0,1,0,0,0,NA,16556205.12346501,NA,NA,NA,12431606.74141025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8818477.144101283,NA,NA,NA,NA,NA,NA,NA
M71T366_NEG,71.01226232356967,71.01223436603591,71.01229028110345,365.85462951660156,364.2707824707031,367.4384765625,2,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,10156592.826562492,NA,NA,NA,NA,NA,NA,NA,3413217.60998698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T468_NEG,71.36543832538896,71.36543082666212,71.36543865521249,467.51837158203125,466.6232604980469,468.80316162109375,3,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,504789.986020833,NA,467098.29718766996,NA,201157.2837749986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T399_NEG,72.00752657026307,72.0074516426465,72.00755837031505,398.6317138671875,396.5375671386719,401.7030029296875,24,9,3,3,3,2,2,2,80197363.25979178,77006714.27478275,102430564.06472501,64213094.59356946,96647872.24427557,63360278.66498705,97342014.15507814,59789440.14016304,86628915.2716315,66794441.01116077,73594092.18792677,50546259.741469905,121370287.65653723,151879033.73798952,50947031.68808333,60942096.86364486,41335447.926125064,60942096.86364486,98254533.9366157,85036013.3699569,221827908.00513506,355607141.0545826,248167757.78622392,153646516.45158878
M72T96_NEG,72.00751785987683,72.00747429510348,72.00757951308006,96.2088623046875,93.27360534667969,97.22816467285156,13,5,3,2,1,1,0,1,NA,NA,4439018.597409444,NA,3943832.4230250637,3125390.5169390617,3491668.4409140623,NA,3692629.024326565,3952013.5180432703,4578788.568492189,3185187.5634062504,NA,3630687.5214180807,5091400.023637501,NA,4232706.649743639,NA,4306128.904477031,NA,NA,NA,NA,3872465.7381250015
M72T447_NEG,72.00751331944615,72.007477582377,72.00756003341465,446.9250183105469,442.4368591308594,451.27001953125,8,2,0,2,0,0,2,2,NA,NA,NA,NA,NA,NA,9824224.300052995,NA,5176720.745805291,NA,NA,NA,12361779.503927872,9749210.463466775,NA,NA,NA,NA,NA,NA,17975480.599312533,28504431.92746668,16706381.960624997,15495233.312000018
M72T1080_NEG,72.00751973746175,72.00749736457766,72.00754658091743,1080.345263671875,1067.799072265625,1082.6999951171874,6,3,1,0,2,0,0,0,2633311.2782812626,NA,7995649.698705345,NA,2052958.0739062764,NA,NA,NA,NA,3079114.516406241,NA,NA,NA,NA,NA,1341205.1222544296,NA,1341205.1222544296,NA,NA,NA,NA,NA,NA
M72T995_NEG,72.00752986258051,72.0074755781823,72.00754644681768,995.1227111816406,994.36114501953125,1006.661376953125,6,2,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,3697538.2668365343,NA,5482382.297028399,3211363.3509441735,NA,NA,4145806.8004987137,4436636.088422792,3187814.0026375,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T981_NEG,72.00752625336708,72.00750712495386,72.00755415948903,981.26409912109375,972.572265625,983.28570556640625,4,0,0,0,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3933960.871605003,NA,3933960.871605003,NA,NA,NA,12611006.359790644,NA,6134673.593510001
M72T468_NEG,72.00748567809788,72.00746279169546,72.00754233390532,467.62640380859375,465.922607421875,469.00738525390625,3,0,0,1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8410271.033715041,NA,NA,NA,NA,NA,NA,12579411.7283077,18454067.4340993,NA,NA
M72T1057_NEG,72.00751174202148,72.00750225162349,72.00752123241948,1057.1332397460938,1057.10595703125,1057.1605224609375,2,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,4176763.695477972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5619915.680921053,NA,NA,NA
M72T483_NEG,72.00753175874902,72.00752580761107,72.00753770988699,482.61456298828125,481.41326904296875,483.81585693359375,2,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9825096.673656259,16484392.328649443,NA
M72T1036_NEG,72.00749753838437,72.007481342775975,72.00751373399277,1035.7600708007812,1031.7056884765625,1039.814453125,2,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6753540.790343753,3637235.5937408214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T264_NEG,72.01559821429109,72.01554780060302,72.01565412238634,263.53294372558594,261.59228515625,266.7044677734375,20,7,2,2,3,2,2,2,3110440.253708639,4202614.178119561,NA,NA,3888349.713904414,2897139.997084822,3053800.5770343724,3189163.7129053827,2832516.337493301,2509945.4488265617,2188268.648917187,NA,3942742.281379932,516026.0047792946,NA,1025051.461145837,2998687.1960937525,1025051.461145837,2655786.9517109417,2482775.2404146492,2517719.5391132846,3184972.89834099,5115645.502467499,12217171.19738284
M72T427_1_NEG,72.13823940721191,72.13821420641418,72.13829090441476,427.0022430419922,425.8139343261719,431.63232421875,18,9,3,2,1,1,1,1,5193798.873046867,8187165.035723433,5138481.38728907,2512150.503636373,5423536.15921042,3291358.949328126,4344579.343293751,4945426.726087506,4530510.956431253,965820.1562100743,794527.5301339325,1816145.7784218718,4355246.117144524,9298979.653641826,NA,NA,5229149.179280278,NA,1980680.8690354603,NA,1261274.2210664062,NA,NA,14223399.505446061
M72T433_NEG,72.24757760470916,72.24750562342288,72.24976686447025,432.5883483886719,425.0741271972656,434.8289794921875,17,8,0,3,0,0,2,1,809502.7543749975,1571209.0228404086,862159.2546875051,NA,1345753.3502222234,746362.4549999967,1017660.5288447284,615662.7403593803,870497.7919101557,NA,NA,NA,2985504.4368906277,3195220.1846590806,1406765.708012499,NA,NA,NA,NA,NA,1791715.9288928604,3501628.9438485545,NA,3089964.529993068
M72T428_NEG,72.35692659884425,72.3568428420819,72.35696759426335,427.887451171875,426.7459411621094,429.2450256347656,17,7,1,3,1,2,2,1,1514940.537669282,NA,1351054.392301339,NA,1416838.9960044653,1276248.3059207543,1444254.2911696516,1110932.9654051298,1381969.5380256656,496060.62601874745,NA,NA,3044530.8319433634,3536710.2118854015,1700447.3165885508,NA,1078321.0113867212,NA,339741.4812000004,586258.7269687555,1753123.9476696416,2714153.885068359,NA,3591875.656249998
M72T427_2_NEG,72.46831032182988,72.46831032182988,72.46831032182988,427.03594970703125,427.03594970703125,427.03594970703125,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819309.2513718748
M73T515_NEG,72.91368735562179,72.91366104215749,72.91374062150464,514.7110290527344,513.810791015625,515.12689208984375,10,2,1,3,0,0,2,2,NA,4258535.771293726,NA,NA,NA,NA,1440214.4049635474,NA,NA,1297123.681612488,NA,NA,1152903.2158218804,2225555.0181796965,2779524.052975687,NA,NA,NA,NA,NA,2134370.785414066,3255530.5195099544,1843032.2867232051,1192302.9497656305
M73T398_NEG,72.99153574615747,72.99146873675379,72.99155805063522,398.43218994140625,396.6685485839844,405.0198974609375,16,6,3,2,3,2,0,0,10546735.491523417,NA,18233823.01136367,NA,19291569.99406114,NA,13344609.956100017,16154767.24639848,11737263.762124974,19381370.62972265,19101758.37913571,13837601.95676954,NA,21597179.64707588,12992687.834631952,15088447.380024077,17302669.988585506,15088447.380024077,18969204.61279073,20754182.869242195,NA,NA,NA,NA
M73T310_NEG,72.99153727084662,72.99147557290217,72.99155667603223,310.25469970703125,308.4466552734375,310.8814697265625,5,3,0,1,0,0,0,1,NA,NA,18063739.12748595,NA,NA,14474446.880864583,NA,NA,14184483.997921871,NA,NA,NA,17121185.960125007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34184420.32434856
M73T325_NEG,72.9915366134598,72.99152914827617,72.99154729847439,325.48931884765625,323.1590270996094,326.65838623046875,5,4,0,0,1,0,0,0,40744581.69643641,NA,NA,NA,NA,NA,45238554.11287432,54299905.55177504,14920743.637767604,NA,NA,NA,NA,NA,NA,NA,22423196.17650003,NA,NA,NA,NA,NA,NA,NA
M73T434_NEG,72.99149667326658,72.99149667326658,72.99149667326658,434.2777404785156,434.2777404785156,434.2777404785156,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8701845.55597769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T422_NEG,72.99152294331475,72.99152294331475,72.99152294331475,422.2860412597656,422.2860412597656,422.2860412597656,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5360658.909218743,NA,NA,NA,NA
M73T447_NEG,72.99157622429875,72.99157622429875,72.99157622429875,447.1475524902344,447.1475524902344,447.1475524902344,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7310372.347136908,NA,NA,NA,NA
M73T378_NEG,72.9915096210428,72.9915096210428,72.9915096210428,378.15045166015625,378.15045166015625,378.15045166015625,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13184534.174343728,NA,NA,NA,NA,NA,NA,NA
M73T264_NEG,72.99152337701302,72.99152337701302,72.99152337701302,264.1891174316406,264.1891174316406,264.1891174316406,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29722392.8581384
M73T1070_NEG,72.9915635432895,72.9915635432895,72.9915635432895,1070.3282470703125,1070.3282470703125,1070.3282470703125,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6138126.165625049,NA
M73T469_NEG,72.99153281217619,72.99153281217619,72.99153281217619,469.447509765625,469.447509765625,469.447509765625,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6830515.389098675,NA,NA,NA,NA
M73T78_NEG,73.02792725019354,73.02786537129505,73.02796102181004,77.74258041381836,60.14189910888672,78.83892822265625,24,9,3,3,3,2,2,2,2911320.491624997,4684286.479105561,2746558.8520479156,4241268.831561806,2411405.6135124993,4699163.869859369,1998243.5220761737,4162299.739757143,2623721.0639111097,2436594.111337504,2737996.397864059,2458643.733946877,2670462.8789999997,2940945.65591914,2852387.9273437527,3955033.680613125,2952592.4038593723,3955033.680613125,2284875.7936484367,2129668.618215279,2421236.0525093754,2295923.9717460917,2199208.1669560526,2318627.1745078135
M73T417_NEG,73.02792217227054,73.02786629034975,73.02796647230231,417.45306396484375,414.1283874511719,420.4903564453125,11,4,0,2,3,0,1,1,3420217.1228333525,3282771.549750012,2827094.3227499975,NA,NA,NA,NA,4245077.381291664,NA,NA,NA,NA,5944096.827773436,5055729.776035716,NA,3868408.899843742,6417648.923680565,3868408.899843742,NA,NA,NA,6611840.076599982,NA,3901941.455291657
M73T110_NEG,73.02792489664223,73.02785125136703,73.0279355086531,110.11922454833984,109.986,110.65480041503906,6,2,2,1,0,0,1,0,NA,2680312.1327552088,NA,NA,NA,NA,NA,NA,1096331.3127374982,NA,1507297.266250003,1098547.0358062515,NA,NA,1428262.853620537,NA,NA,NA,NA,NA,1477079.0522901767,NA,NA,NA
M74T458_1_NEG,73.91426616283181,73.9141948208656,73.9143366405302,458.1305236816406,456.6172180175781,459.94287109375,24,9,3,3,3,2,2,2,15320223.001814855,21432326.31789056,16731981.35297517,10655266.974321032,16231190.20703125,12416896.29312499,15460829.648244537,13596202.53268998,15694367.94224347,7887348.838976158,5014773.087209703,5980402.18121484,32080346.01484996,25189630.797056735,26047892.027333297,4514976.613036463,12497434.56958549,4514976.613036463,5530246.581743926,6432484.625117185,16685520.829312526,20936174.462636046,14324686.940955384,28229067.29949028
M74T458_2_NEG,74.02577027830912,74.02313616527913,74.02587053830449,458.0668640136719,442.7931823730469,460.922119140625,23,9,2,3,3,1,2,2,2800366.39664423,4107650.1828641924,3572331.1716187606,1933266.3238721634,3102169.688671872,2528111.0691845766,3171865.69813749,2255480.4632301126,2954201.306504812,900549.7569687513,431835.5923177051,NA,7272905.790127752,5739679.426413144,5938788.141394298,721081.0463971376,2164585.189960936,721081.0463971376,NA,789669.2100306907,3280511.1210489585,3341864.71316827,2488579.161999999,6046584.317987307
M74T423_NEG,74.02314751120599,74.02312545246038,74.02319616539486,423.4107360839844,422.0118408203125,425.9342346191406,16,8,2,2,1,1,1,1,4101874.6967222597,6274721.441956798,7614611.351480578,NA,3957650.2186983544,2538284.244021036,3533074.0228275703,4696154.636146943,3187203.9126850916,3429034.9550486817,4722353.146793091,NA,3061524.7100290256,9003983.079305207,NA,NA,2846114.5375915244,NA,4219566.337518748,NA,NA,4959271.363761455,NA,5352155.895364943
M74T408_NEG,74.0231316860601,74.02309167201618,74.02317898816793,407.59002685546875,406.004638671875,409.396,8,1,1,1,0,1,2,2,NA,NA,NA,NA,NA,NA,2128483.672960231,NA,NA,NA,NA,1986907.2023775978,NA,4888026.337678584,NA,NA,NA,NA,3295879.3474031305,NA,4578073.740835021,6584518.874408555,2108558.1794413975,2849868.035164062
M74T81_NEG,74.02317477383497,74.02314800964753,74.0232015380224,80.93045913085938,80.6747,81.18621826171875,2,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434992.23861328186,NA,NA,NA,NA,NA,NA,NA,NA,NA,313615.04712773464,NA,NA
M74T458_3_NEG,74.13702599789346,74.13087019271084,74.13708080284466,458.374755859375,451.9749755859375,460.6643371582031,6,2,0,3,0,0,0,1,NA,545878.5009999985,683179.1315234413,NA,NA,NA,NA,NA,NA,NA,NA,NA,1074730.826376953,413765.95868202765,987102.081429688,NA,NA,NA,NA,NA,NA,NA,NA,710390.8808524316
M75T107_NEG,74.60889133435501,74.60876650128729,74.60892776600258,106.94490814208984,103.9852294921875,107.12506103515625,3,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1283823.750023438,NA,NA,NA,NA,NA,NA,NA,385949.04894642823,NA,NA,1123460.695166797
M75T390_1_NEG,74.69277149665098,74.69170699688058,74.69285211198648,390.11834716796875,387.222,395.15875244140625,17,9,1,2,2,1,1,1,1956462.7832500064,5995821.785445295,1416093.8396484335,5059016.379867179,1230200.9584374998,3501159.175703123,1851084.8748937494,2555183.263819445,1902953.6421875048,NA,NA,823709.4323453159,974112.284749995,NA,1587852.5433472241,1870754.4926542907,NA,1870754.4926542907,1737465.0547871136,NA,NA,1444582.756526783,1069859.6444656271,NA
M75T390_2_NEG,74.8042246003846,74.80419908679717,74.80425011397202,389.8800811767578,388.1059875488281,391.6541748046875,2,2,0,0,0,0,0,0,NA,1234488.4906855447,NA,NA,NA,471278.5856929715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M75T140_NEG,75.00717465861077,75.00711822303398,75.00721597174775,139.58538818359375,127.2143325805664,144.79251098632812,23,8,3,3,3,2,2,2,77197263.92001411,NA,77372413.37000737,76778167.23510414,81321223.3418929,71997794.78328815,81750819.43776996,73581342.28522134,90542993.95266667,57167009.520499945,89785653.13386916,92738769.69513892,119194633.86122908,79534348.02680433,69173046.78751047,86129234.53104347,77621233.14290628,86129234.53104347,85034707.10290484,74939612.12124346,129679159.83559914,171535463.2678742,87533795.45182252,90677949.06502317
M75T91_NEG,75.26816023384178,75.26816023384178,75.26816023384178,91.13615417480469,91.13615417480469,91.13615417480469,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1083940.6116937483
M75T67_NEG,75.26813187479183,75.26813187479183,75.26813187479183,66.695648193359375,66.695648193359375,66.695648193359375,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476699.64173137967
M75T153_NEG,75.45874615508606,75.45874615508606,75.45874615508606,153.2251739501953,153.2251739501953,153.2251739501953,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373832.3202031258,NA,NA,NA,NA,NA
M75T514_NEG,75.46960109708971,75.46950887496617,75.46966485584315,513.8684460449219,511.79583740234375,524.13946533203125,26,9,3,3,3,2,2,2,19132184.15008334,7654300.292675436,21289959.520330913,10248695.267582295,19277644.099411763,15596979.076687546,19822709.240749944,16177278.786257358,20683127.262370653,19185545.952429317,14043013.071045965,15620394.008750046,25447573.16817188,29373221.275073722,38173306.59899198,12810292.83335383,16189893.004875002,12810292.83335383,13430356.684168575,15024977.698543942,30323492.865353055,36215632.03710927,22701497.355690356,24614359.00477334
M76T514_NEG,75.58106401508739,75.5809860361033,75.58111137211809,513.892822265625,512.83099365234375,515.5020751953125,23,8,3,3,3,2,2,2,3307372.405440356,NA,3851133.370098964,1066096.3217812476,3494124.3664843696,2480869.1944687413,3471793.5140823894,2640338.8880494726,3757950.516194703,3305171.234495435,2425280.214298291,2765985.302833808,4459589.77745312,4977327.0461263275,5846782.297291408,1876329.7691284625,2794884.0412500054,1876329.7691284625,2191442.9495562427,2270554.6980937445,5271879.642800494,5789493.224387036,3929294.568293886,3880564.92775001
M76T390_NEG,75.915531864154,75.9154691386824,75.91560040035381,389.9086608886719,388.13055419921875,395.15875244140625,24,9,3,3,3,2,2,2,13252970.068199964,26686240.661615636,14997485.561586527,9491075.44814234,13540145.228574995,11402070.145261364,14418650.831833273,10318818.775691032,13797376.736137517,9392716.143092433,5702992.055097653,9807808.121669048,31019103.26559044,22351731.13843752,18827152.839075737,4684382.247462896,10920021.810060924,4684382.247462896,11342879.090625018,7601720.306159376,21104103.6818907,30382140.815653782,14276172.514491536,32567681.59680165
M76T139_NEG,76.01052112617822,76.01043624986995,76.01056238369712,139.3909683227539,130.93521118164062,143.83416748046875,22,8,2,3,3,2,2,2,1259028.72218395,NA,1366071.4677786427,815712.8114036474,653770.127773437,796725.1565087904,1117013.7273398433,1459748.1255426113,1397151.958995,706680.4257291658,NA,1383698.006040838,2411747.432819659,1209546.6936136372,1286077.6963417986,1440366.918410808,940268.9897276771,1440366.918410808,1634126.485825194,752200.2920569195,2255603.022200524,2685547.5481467615,1558006.8597499994,1377198.5168497018
M76T932_NEG,76.01055653236932,76.01055653236932,76.01055653236932,931.948,931.948,931.948,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174373.40002500318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M76T305_NEG,76.0105329370288,76.0105329370288,76.0105329370288,304.5362548828125,304.5362548828125,304.5362548828125,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156990.39515156357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M76T389_1_NEG,76.02705966731014,76.01049767433123,76.02712980766422,389.1523742675781,383.2579650878906,394.3011169433594,15,7,2,3,0,1,0,2,3033286.13225867,3526728.0759062557,2363271.0813749908,1530231.1015374935,1857776.809200007,NA,2450491.4310130123,1423859.2286406253,NA,2149668.060210158,NA,2113457.668151779,3211952.2208000002,278707.3403812507,3341993.1934125097,NA,NA,NA,2259449.5186123103,NA,NA,NA,2407863.140707044,7349968.116306842
M76T389_2_NEG,76.13718974561253,76.13718974561253,76.13718974561253,389.25628662109375,389.25628662109375,389.25628662109375,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1327910.6694583283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M76T64_NEG,76.16625124621312,76.16610732579556,76.16627836113503,63.720008850097656,55.830599108886716,68.318206787109375,9,2,1,3,0,0,2,1,NA,650963.7657290618,NA,NA,NA,NA,779188.4077399998,NA,NA,1611239.6546875,NA,NA,1641902.2518749975,1049354.6685056235,4363538.729192713,NA,NA,NA,NA,NA,5741016.420999998,3282414.276698211,NA,2625680.643055211
M76T94_NEG,76.1662050539778,76.1662045723806,76.16620553557502,93.77946853637695,93.34930419921875,94.20963287353516,2,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300407.9423968749,NA,NA,NA,NA,NA,NA,NA,834294.3678453144,NA,NA,NA
M76T513_NEG,76.24828216845903,76.24817810778588,76.24835368999784,513.3841552734375,512.4354248046875,514.9110107421875,19,6,3,3,1,2,2,2,NA,6421466.062395075,1155811.8623806858,NA,NA,822574.7426162099,965097.3984444495,931112.8966653622,1004760.667083331,925289.4908156323,790095.6838350656,737988.6425537067,1124440.247683595,1407068.1229781262,1692670.7750976544,NA,807847.8207120029,NA,633109.6473812478,802264.3836019496,1710719.3827936195,2092049.3190569317,1438511.1606796833,1551304.058739588
