"variable_id","name","InChIKey","ClassyFy.Status","Kingdom","Superclass","Class","Subclass","Parent.Level.1","Parent.Level.2","Parent.Level.3","Parent.Level.4","Parent.Level.5"
"M414T926_POS","Coniosetin","ISHIUSZGAFLPLK-DTIYRWBDNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrrolines","","Pyrrolines","","","",NA
"M415T360_POS","Hymenoside K","TXJUGISOVAMAEN-GTIRWJBRNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides","","","",NA
"M415T536_POS","Actinopyrone CSS 12538C","KARZXNDNDLSNJC-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids","","","",""
"M415T728_POS","Diosgenin","PSBOOKLOXQFNPZ-UHFFFAOYSA-M","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives","Salicylic acid and derivatives","Salicylic acids","",""
"M416T424_NEG","(1S,4R)-passicapsin","KQTRNMODDGXNSU-XNCGDQPSNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Cyanogenic glycosides","","",""
"M416T62_NEG","Mycalamide C","DCZMMILMODFEMS-LGRZIQDRNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","C-glycosyl compounds","",NA,NA
"M416T820_POS","Salmeterol","GIIZNNXWQWCKIB-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzyl alcohols","Benzyl alcohols","","",NA,NA
"M417T108_NEG","Maryal","FXCCXRYBFVGDRR-IQHPTASLNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds","",NA,NA
"M417T142_NEG","guaiacol O-β-D-xylopyranosyl-(1->6)-O-β-D-glucopyranoside","UHMXFZORPWLGAS-LRVDSYOPSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides","","",NA
"M417T223_NEG","5'-Butyrylphosphoinosine","WDYYVNNRTDZKAZ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Stilbenes","","Stilbenes","","","",NA
"M417T385_POS","2-phenylethyl 6-O-β-D-xylopyranosyl-β-D-glucopyranoside","ZRGXCWYRIBRSQA-BMVMOQKNSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds","","",NA
"M418T440_NEG","Fenvalerate","WRTRZAGRUVFFKR-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Alkyl phosphates","Monoalkyl phosphates","","",NA
"M418T820_POS","Sphingofungin E","UKUPHONHODZPDA-JBOWZYOTNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M419T214_NEG","Secogalioside","IYWHBXSPNUEWOS-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphonic acids and derivatives","Phosphonic acid diesters","Dialkyl alkylphosphonates","","","",NA
"M419T441_NEG","9-Bromo-16alpha-methyl-pregn-4-ene-3,11,20-trione","ILOBQZRATUNEIG-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","","Quinolines and derivatives","","","",NA
"M421T125_NEG","3-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6,8-bis(3-methylbut-2-enyl)chromen-4-one"," OAUIRSVJXOFAOO-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M421T147_NEG","3-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6,8-bis(3-methylbut-2-enyl)chromen-4-one"," OAUIRSVJXOFAOO-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M421T324_NEG","Lamiide","NXLTXRVPGUCAHF-JNQJZLCISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives","","","",""
"M422T125_NEG","neolinustatin","WOSYVGNDRYBQCQ-BARGLTKPSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Cyanogenic glycosides","","",NA
"M422T712_POS","Talatizamine","IOGXOCVLYRDXLW-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Organic nitroso compounds","Organic O-nitroso compounds","","","",NA
"M422T89_NEG","Lynamicin A","ADBVWUJBUGOHJH-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indoles","Indoles","","","",NA
"M422T99_NEG","Semiplenamide D","BWYMSFLJEASKMU-YCAMCYRWNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Carboxylic acid esters","","","",NA
"M423T332_POS","Valtratum","UTBVIMLZIRIFFR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiazoles","","Benzothiazoles","","","",NA
"M423T819_POS","bonactin"," JZCRGJSEBZCNAR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M424T68_NEG","Jervine","KYPOHTVBFVELTG-UHFFFAOYSA-N","Failed","","","","","","","","",""
"M427T165_NEG","SB 243213","IKJFYINYNJYDTA-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiophenes","Dibenzothiophenes","Dibenzothiophene-5,5-dioxides","","","",NA
"M427T234_NEG","Furcatin","HRCNGTBLBDTIMR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Aziridines","Aziridinecarboxylic acids or derivatives","Aziridinecarboxylic acids","","","",NA
"M429T109_NEG","(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(2E)-3,7-dimethylocta-2,6-dienoxy]oxane-3,4,5-triol"," AMBQHHVBBHTQBF-UHFFFAOYNA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M429T109_NEG","(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(2E)-3,7-dimethylocta-2,6-dienoxy]oxane-3,4,5-triol"," AWDKYYYAAQQLEF-XRSPUIAPSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M429T66_NEG","4,4'-Diapo-psi,psi-carotene-4-oic acid","FUIUCBAOBOEADA-ZPZIOZIESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","","",NA,NA
"M429T694_POS","Fluvirucin A1","ZRJBXPCQRSLIKK-FRKMOQSQNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","","",NA
"M431T125_NEG","(S)-Furanopetasitin","DZIJJEZRPMYRRP-OATZEFJUNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids","","",NA,NA
"M431T422_NEG","Salvinorin A","YFXWAUSDOXSRAG-QFLAVAAKSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M432T422_NEG","(+)-isochromophilone VI","ZQLIAKJHIRHCFA-MSPHCBPLNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azaphilones","","Azaphilones","","","",NA
"M432T706_POS","Myxopyronin B","SPQDIDVJAZFBRL-LYGLWRDANA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","","",NA
"M433T107_NEG","2-(6-oxo-1-oxaspiro[2.5]octa-4-glucosyl)-6-hydroxy-1-benzofuran-3-one","LYAYHRQWYQGYJH-AOFOMWIKSA-N","Not Found","","","","","","","","",""
"M433T354_2_NEG","Eleganin","UWNADWZGEHDQAB-UHFFFAOYSA-N","Completed","Organic compounds","Hydrocarbons","Saturated hydrocarbons","Alkanes","Branched alkanes","","","",NA
"M433T706_POS","Buclizine","SPQLXRCPBSSJCE-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Anilides","Anilides","","","",NA
"M435T722_POS","6-Deoxotyphasterol","WPHVOXMMNSLJSF-UZHALQEYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives","","",NA
"M438T723_POS","FO 2546LTerpendole E","SVYIMXYKHRBHSG-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans","","Naphthopyrans","","","",NA
"M439T65_NEG","RSL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M439T718_POS","Mimosaside A","TURVWSGULCMKTB-ZJIDGHIXNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides","","","",NA
"M442T171_NEG","Variecolorin A","DKFVASQTSIAAEU-XUIVRNCCNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","",NA,NA
"M443T186_NEG","Tetracycline","DUQGREMIROGTTD-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","N-phenylureas","N-phenylureas","","",NA,NA
"M443T244_NEG","(13S,14R)-1,8-Dihydroxy-13-O-acetyl-N-methylcanadine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M443T605_POS","4'-Hydroxy-3,5,8,3'-tetramethoxy-7-prenyloxyflavone","WJFJLAXLXSENEO-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","8-O-methylated flavonoids","","","",NA
"M443T764_POS","1-O-(9Z,12Z,15Z-Octadecatrienoyl)-D-glucitol","KEFRSFBGIAUBNZ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Fatty alcohols","","","",""
"M445T97_NEG","MC-207,110","ZIRSFJVDQYTAEK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenanthrenes and derivatives","","Phenanthrenes and derivatives","","","",NA
"M448T463_POS","Dehydrobicoloridine","KCKWLTSMSXSQHY-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Aconitane-type diterpenoid alkaloids","","","",""
"M449T125_NEG","Geranylgeranyl diphosphate","XXANNZJIZQTCBP-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrahydroisoquinolines","","Tetrahydroisoquinolines","","","",NA
"M450T65_NEG","Doxazosin","WPBGTHBSULHLRG-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinoxalines","Phenazines and derivatives","","",NA
"M452T332_POS","Pyripyropene E","SDKNSMCWHHTGRG-VHMLGMKXNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans","","Naphthopyrans","","","",NA
"M454T747_POS","1-palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine","YVYMBNSKXOXSKW-HXUWFJFHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Lysophosphatidylethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines","","",NA
"M454T789_POS","Antibiotics XK 88","ZAOUGJBZKPMBDW-OLKJDNDKNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","Aminocyclitol glycosides","",NA
"M455T706_2_POS","GEX 1Q1","HMVDRJCEIAATNJ-NVTHFYPKNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides","","","",NA
"M456T280_NEG","Azimilide","OWOHLURDBZHNGG-RXMQYKEDSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","","",""
"M459T65_NEG","[3aR-[3aR*,4R*[E(E)],6E,9R*,10Z,11aR*]]-2-[[(2,3,3a,4,5,8,9,11a-Octahydro-9-hydroxy-6,10-dimethyl-3-methylene-2-oxocyclodeca[b]furan-4-yl)oxy]carbonyl]-2-butenyl ester 2-(hydroxymethyl)-2-butenoic acid","VZIHXHDXSDCOCX-NRLITUIPNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones","Germacranolides and derivatives","","",NA
"M461T403_POS","Eruberin A","BVWNFYIRLQDZHV-RUPPFFQYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","4'-O-methylated flavonoids","","","",NA
"M461T407_NEG","(+)-Plicamine","NZEYWBNQKCRBFO-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives","",""
"M461T479_POS","Benazepril hydrochloride","SMEROWZSTRWXGI-HVATVPOCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Monohydroxy bile acids, alcohols and derivatives","","",NA
"M462T398_POS","Lycolucine","PPNVNOLKVFGENI-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolidines","","Quinolidines","","","",""
"M463T398_2_POS","Tribromobisphenol A","GDACOBAFWPGBOL-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrroles","Substituted pyrroles","Substituted pyrroles","","",NA,NA
"M463T63_NEG","2,3-Diepicastasterone","VYUIKSFYFRVQLF-VSLPTQRNNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Tetrahydroxy bile acids, alcohols and derivatives","","",NA
"M464T814_POS","14-Acetyltalatizamine","ZHYCSYOPFIUANO-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Aconitane-type diterpenoid alkaloids","","","",NA
"M465T177_NEG","Polystachin (flavone)(9S)-9-[(1R)-1,2-bis(Acetyloxy)-2-methylpropyl]-8,9-dihydro-5-methoxy-2-phenyl-4H-furo[2,3-h]-1-benzopyran-4-one","IOELSRBWPWTRTK-IGINRGJINA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavones","8-prenylated flavones","","","",NA
"M465T369_NEG","Tetraludin A","WKVRXCYBZOWRLM-PHNCJMPCNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones","Germacranolides and derivatives","","",NA
"M465T438_POS","Corticatic acid A","ACNZSZPAYNDIRJ-SWFYLXDKNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids","","","",NA
"M465T475_POS","Enhydrin","SKKTUOZKZKCGTB-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Carbamic acids and derivatives","Carbamate esters","",NA
"M465T63_NEG","6alpha-Hydroxy-castasterone","RCSORPJBLOQPNV-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides","","","",""
"M465T770_POS","Testosterone glucuronide","NYQURTLUMSJNPB-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiepins","Dibenzothiepins","Dibenzothiepins","","","",""
"M466T819_POS","14-Acetylvirescenine","QAFUNFQLCIKXQS-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Aconitane-type diterpenoid alkaloids","","","",""
"M472T390_NEG","S-(2,4-Dinitrophenyl)glutathione","OCWLYWIFNDCWRZ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters","","","",""
"M472T437_POS","Terfenadine","GUGOEEXESWIERI-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Diphenylmethanes","Diphenylmethanes","","","",NA
"M473T134_NEG","Sildenafil","XMCRIJDSBFFGCQ-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters","","","",NA
"M473T65_NEG","[(1S,2R,4aR,8aR)-1-acetyloxy-1,4a-dimethyl-6-oxo-7-propan-2-ylidene-2,3,4,5,8,8a-hexahydronaphthalen-2-yl] 3-acetyloxy-2-hydroxy-2-methylbutanoate"," LUNCZNVVYHFMOQ-ZCHNZJOUSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M474T481_2_POS","Sporidesmin","QTONANGUNATZOU-AGJTWUPJNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Pyrroloindoles","Pyrroloindoles","","","",""
"M474T565_POS","Senampeline A","DZBWFFPQOFEYIE-OKYWYXCKNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tetracarboxylic acids and derivatives","Tetracarboxylic acids and derivatives","","",NA,NA
"M475T65_NEG","Oogoniol","QQEXUEXZMINFCW-AITSMQDKNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Stigmastanes and derivatives","Stigmastanes and derivatives","","","",""
"M477T811_POS","28-Homodolichosterone","DXUFRIYNOOTWEO-OVOQQJKKNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Stigmastanes and derivatives","Stigmastanes and derivatives","","",NA,NA
"M479T445_POS","4'-Demethylsordarin4'-O-Demethylsordarin4-O-Demethylsordarin","YTWDSZAPPKUSFS-VEGSNKKTNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Terpene glycosides","","","",NA
"M480T309_POS","Lyngbyatoxin A acetate","WUGMGNWGTQDXDH-VWXDLVHONA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Aromatic monoterpenoids","","","",NA
"M480T435_NEG","T 0901317","DEYOPPCMWKYOEN-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzodioxoles","","Benzodioxoles","","",NA,NA
"M481T63_NEG","CF 24Sekothrixide","KJKRQOTYPMAJRP-ZHONQUJTNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Diterpene lactones","","","",""
"M484T355_POS","Oxolucidine A","QRIZONDFXOOWTA-UBBRGXTJNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolidines","","Quinolidines","","","",""
"M488T421_NEG","SB 203207","HDXFGBFIEQUETL-DSCOMPIGNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives","N-acyl-alpha amino acids",NA
"M492T311_NEG","(E)-1-(glutathion-S-yl)-N-hydroxy-ω-(methylsulfanyl)octan-1-imine","BTIMTMCNIPNGRC-KQWNVCNZSA-M","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","","","",NA
"M494T744_POS","Combimicin B1","QRFTYPADWBSLMZ-JJCWFDQWNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","Aminocyclitol glycosides","2-deoxystreptamine aminoglycosides","4,6-disubstituted 2-deoxystreptamines"
"M495T152_NEG","(1R,4S,7R,8S)-7-[(2E,4E)-hexa-2,4-dienoyl]-3-hydroxy-8-[(2S)-3-hydroxy-2,4-dimethyl-5-oxo-2,5-dihydrofuran-2-yl]-5-[(2E,4E)-1-hydroxyhexa-2,4-dien-1-ylidene]-1,3-dimethylbicyclo[2.2.2]octane-2,6-dione"," POOKHYNGUAZJAE-ZTHROODHSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M496T151_NEG","Validacin","JARYYMUOCXVXNK-METIAYAZNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds","","",NA
"M496T787_POS","PC(16:0/0:0)","ASWBNKHCZGQVJV-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","1-acyl-sn-glycero-3-phosphocholines","","",NA
"M497T404_POS","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(2-hydroxy-4-prop-2-enylphenoxy)oxan-2-yl]methoxy]oxane-3,4,5-triol"," JSQKCXPOJUGOCX-LWZURRPWSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M498T165_NEG","Adiposin 1","GDEQRGXFOXVCHI-XWBXRGQJNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","Aminocyclitol glycosides",NA,NA
"M499T224_NEG","Seguinoside J","LFLLAUFDKMXSRX-CFCULXLANA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides","","",""
"M499T869_POS","Neurosporaxanthin","UGJYMKZYSUMAKJ-ZGMBEONKSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquaterpenoids","Sesquaterpenoids","","","",NA
"M501T800_POS","Pseudotrienic acid B lactone","BMWFPIGVZGRBAD-AIPCXHJPNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues","","Macrolides and analogues","","","",NA
"M503T239_NEG","Bequinostatin A","RKXRXHADKSOULC-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Naphthacenes","Tetracenequinones","Tetracenequinones","","","",""
"M503T434_NEG","Raffinose","MUPFEKGTMRGPLJ-ZQSKZDJDSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides","","","",""
"M503T434_NEG","Raffinose","MUPFEKGTMRGPLJ-ZQSKZDJDSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides","","","",NA
"M503T434_NEG","Raffinose","MUPFEKGTMRGPLJ-ZQSKZDJDSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides","","","",NA
"M504T444_2_POS","Aerophobin 2","VBSCQJAMVXAYPJ-OAHLLOKOSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrahydroisoquinolines","","Tetrahydroisoquinolines","","","",NA
"M504T783_POS","Pederin","VPOIFXPNQWGTEQ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Thiophenes","Thiophene carboxylic acids and derivatives","Thiophene carboxamides","","","",NA
"M506T169_NEG","Polyoxin B","VTXVGVNLYGSIAR-UHFFFAOYSA-N","Completed","Organic compounds","Organosulfur compounds","Thiols","Alkylthiols","Alkylthiols","","","",NA
"M507T137_NEG","Exiguaflavanone J","FKVFNTSBPLZWEG-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavans","8-prenylated flavans","8-prenylated flavanones","",NA,NA
"M507T154_NEG","Chrysomycin ANSC 613946","OMDANBMKOUVKAG-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides","","",""
"M508T94_POS","(E)-1-(glutathion-S-yl)-N-hydroxy-ω-(methylsulfanyl)nonan-1-imine","GPZLPQNMTKAECU-ULJHMMPZSA-M","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","","","",NA
"M509T202_NEG","Piperenol A triacetate","UGMVPWAZGUPKPL-WSOYEBOPSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Pentacarboxylic acids and derivatives","Pentacarboxylic acids and derivatives","","","",NA
"M509T72_POS","Picramnioside D","KJRJUXVMCQKUFG-IXXSZUHNNA-N","Completed","Organic compounds","Benzenoids","Anthracenes","","Anthracenes","","","",""
"M511T419_POS","Paxillosterone","FWHGDMDGGPTQCK-MGOUTOPPNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","","",NA,NA
"M514T207_POS","Bisparthenolidine","DXIYNAXXEJWFNB-UCGXYBPONA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones","Germacranolides and derivatives","",NA,NA
"M515T146_NEG","Eriojaposide B","KGTXJCLOHNDDIC-VXGBXAGGSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M515T780_2_POS","3-O-Acetylpomolic acid","KIJYSICAJWQCER-ADDIGHRONA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","","","",""
"M520T476_POS","FK 156FR 900156","RNZKYQHTFUFVSS-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides","","",NA
"M522T74_POS","Melezitose"," QWIZNVHXZXRPDR-WSCXOGSTSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M529T829_POS","3,3',4,4',7,7',8,8'-Octadehydro-beta,beta-carotene","YIEZHIVCQXSQNO-ZKUOVEGJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids","","","",NA
"M532T297_NEG","ErgovalineEN","BGHDUTQZGWOQIA-NHFSJYMXNA-N","Completed","Organic compounds","Alkaloids and derivatives","Ergoline and derivatives","Lysergic acids and derivatives","Ergopeptines","","","",NA
"M532T725_POS","Ageline B","RMQCUXMZENQTAP-MXIFJDNFNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Colensane and clerodane diterpenoids","","","",NA
