"InChIKey","ClassyFy Status","Kingdom","Superclass","Class","Subclass","Parent Level 1","Parent Level 2","Parent Level 3","Parent Level 4"
"DUAGQYUORDTXOR-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds"
"FCWYNTDTQPCVPG-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","","Coumarins and derivatives"
"GGJRAQULURVTAJ-PDBXOOCHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
"GIWAJLOUUBQKKA-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","1-benzopyrans"
"GTZCVFVGUGFEME-IWQZZHSRSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives"
"HKQZUYOVMYOFIT-VHNBHZRZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Aconitane-type diterpenoid alkaloids"
"IPCSVZSSVZVIGE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"IYTSQVVPSDQONH-BINIWEQPSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides"
"JAKAZHIACKJNNB-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Long-chain fatty alcohols"
"JSQKCXPOJUGOCX-LWZURRPWSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides"
"JZCRGJSEBZCNAR-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Dicarboxylic acids and derivatives","Dicarboxylic acids and derivatives"
"LBRPLJCNRZUXLS-YTMAOMSOSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Pyridoindoles","Beta carbolines"
"LJONQULKOKMKBR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzodiazepines","1,4-benzodiazepines","1,4-benzodiazepines"
"LKLLJYJTYPVCID-JVVXYUKTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
"LUNCZNVVYHFMOQ-ZCHNZJOUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids"
"MATGKVZWFZHCLI-LSDHHAIUSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Furanoid lignans","Tetrahydrofuran lignans","9,9'-epoxylignans","Dibenzylbutyrolactone lignans"
"MFLWBVVCOWPUBA-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Long-chain fatty alcohols"
"NPDSHTNEKLQQIJ-SIGMCMEVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
"NXJCRELRQHZBQA-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","","Coumarins and derivatives"
"NZSCHTYUGUVLHG-WEVVVXLNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids"
"OAUIRSVJXOFAOO-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavans","Isoflavanones","6-prenylated isoflavanones"
"PKKTXAMCHLIVDS-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","","Coumarins and derivatives"
"POOKHYNGUAZJAE-ZTHROODHSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Butenolides"
"QUCGBWQRLWOVBR-BBJJSLPGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides"
"QWIZNVHXZXRPDR-WSCXOGSTSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"RHVWQVSLVMXMBR-XVNBXDOJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids"
"UNORIIWPFZFSEC-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthofurans","","Naphthofurans"
"VJSCHQMOTSXAKB-YCRREMRBSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acids and derivatives"
"XGTNTUKODZZCGL-YWQLNMHNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Villanovane, atisane, trachylobane or helvifulvane diterpenoids","Atisane diterpenoids"
"XYPPDQHBNJURHU-RHFXQVJCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids"
"ZBLWKSUMHLVXAM-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Withanolides and derivatives","Withanolide glycosides and derivatives"
"ZDXPYRJPNDTMRX-GSVOUGTGSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids","D-alpha-amino acids"
"ZONJATNKKGGVSU-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"ZVTVWDXRNMHGNY-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids"
"AASIAAVALAOIOH-GROKPGQFNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides"
"AASPEXAITKEFPE-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Angucyclines","","Angucyclines"
"AAWZDTNXLSGCEK-LNVDRNJUSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclic alcohols and derivatives","Cyclitols and derivatives","Quinic acids and derivatives"
"ACNZSZPAYNDIRJ-SWFYLXDKNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids"
"ADANNTOYRVPQLJ-UHFFFAOYSA-N","Completed","Organic compounds","Organometallic compounds","Organometalloid compounds","Organosilicon compounds","Siloxanes"
"ADBVWUJBUGOHJH-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indoles","Indoles"
"ADOVHGGEHQBHMV-NIXPXFCWNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azaspirodecane derivatives","","Azaspirodecane derivatives"
"AEMRFAOFKBGASW-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","Alpha hydroxy acids and derivatives"
"AFABGHUZZDYHJO-UHFFFAOYSA-N","Completed","Organic compounds","Hydrocarbons","Saturated hydrocarbons","Alkanes","Branched alkanes"
"AGLLYYHKZWZSKX-VQZIKBDANA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrrolizidines","","Pyrrolizidines"
"AGPKZVBTJJNPAG-CRCLSJGQSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Isoleucine and derivatives"
"AGPKZVBTJJNPAG-WHFBIAKZSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Isoleucine and derivatives"
"AIONOLUJZLIMTK-YQTOOIBONA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","4'-O-methylated flavonoids"
"AJLGFIUHZYHQNA-GLUOUARRNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolizidines","","Quinolizidines"
"AJXRMWZKJMAIRX-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"ALDAEZZGJWFYRM-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azoles","Thiazoles","Thiazolecarboxylic acids and derivatives","Thiazolecarboxamides"
"AMFATATVKIIQQF-BUHFBGKBNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids"
"APLLVFVOTXZBFO-FWEUMECANA-N","Completed","Organic compounds","Alkaloids and derivatives","Tropane alkaloids","","Tropane alkaloids"
"APXNRLPBXNJAGG-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Oxepanes","","Oxepanes"
"ARQXEQLMMNGFDU-XYFZXANASA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Coumarin glycosides","Coumarin glycosides"
"ARWSMLJBTDZOCF-KNZSRCDBNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids"
"ASIGVDLTBLZXNC-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organic oxoanionic compounds","Organic nitrates","Alkyl nitrates"
"ASMQGLCHMVWBQR-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Aryl phosphates","Aryl phosphodiesters"
"ASWBNKHCZGQVJV-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","1-acyl-sn-glycero-3-phosphocholines"
"ATGKLATVDOAAOB-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavones","Flavonols"
"ATZSDDALXBKOQD-OAFLIELJNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Tetraterpenoids","Carotenoids","Xanthophylls"
"AUJVQJHODMISJP-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols","N-acylethanolamines"
"AYFVYJQAPQTCCC-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids"
"AYOMVZRFSHNOFY-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Fluorenes","","Fluorenes"
"AZRTXUQINTVMDW-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Phenylketones","Alkyl-phenylketones"
"BACYUWVYYTXETD-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives","N-acyl-alpha amino acids"
"BBCGBUYKCKZMFK-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indolecarboxylic acids and derivatives","Indolecarboxamides and derivatives"
"BDCIVUTULLELHY-CBXMWUDYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Terpene lactones"
"BDKQPFFHSCFTQW-UHFFFAOYNA-N","Completed","Organic compounds","Alkaloids and derivatives","","","Alkaloids and derivatives"
"BFSZJLBDHMMCAH-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Anilides","Anilides"
"BGEBZHIAGXMEMV-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Furanocoumarins","Linear furanocoumarins","Psoralens","5-methoxypsoralens"
"BGHDUTQZGWOQIA-NHFSJYMXNA-N","Completed","Organic compounds","Alkaloids and derivatives","Ergoline and derivatives","Lysergic acids and derivatives","Ergopeptines"
"BHHGXPLMPWCGHP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenethylamines","Phenethylamines"
"BJEPYKJPYRNKOW-REOHCLBHSA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives","Beta hydroxy acids and derivatives"
"BJHIKXHVCXFQLS-PQLUHFTBSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"BJHIKXHVCXFQLS-PUFIMZNGSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"BJQHLKABXJIVAM-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters"
"BMQYVXCPAOLZOK-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pteridines and derivatives","Pterins and derivatives","Biopterins and derivatives"
"BMWFPIGVZGRBAD-AIPCXHJPNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues","","Macrolides and analogues"
"BNOGJEJAYILSFT-XNSRJBNMSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"BOFRXDMCQRTGII-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenols","Nitrophenols","Nitrophenols"
"BOYAGOIPWLIWCX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"BSZWZZSFVRISOG-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ketene acetals","Ketene acetals"
"BTIMTMCNIPNGRC-KQWNVCNZSA-M","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"BTYPDNLNMWEDPW-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzofurans","","Benzofurans"
"BVWNFYIRLQDZHV-RUPPFFQYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","4'-O-methylated flavonoids"
"BWLBGMIXKSTLSX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","Alpha hydroxy acids and derivatives"
"BWYMSFLJEASKMU-YCAMCYRWNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Carboxylic acid esters"
