"InChIKey","ClassyFy Status","Kingdom","Superclass","Class","Subclass","Parent Level 1","Parent Level 2","Parent Level 3","Parent Level 4","Parent Level 5"
"MBUPMCAGGCGJDW-BRBUPDJYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines"
"MCGZCRGDIAILMI-DAAREIOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthofurans","","Naphthofurans"
"MDARTEWSBCLXJL-UHFFFAOYSA-N","Completed","Organic compounds","Organosulfur compounds","Thioethers","Aryl thioethers","Aryl thioethers"
"MEGJFBMZAFAOIJ-RIRRTMASNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Tetraterpenoids","Carotenoids","Xanthophylls"
"MFOCDFTXLCYLKU-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Oxazinanes","Morpholines","Phenylmorpholines"
"MGTNGJBAIPLUKG-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines"
"MIYUGOVPVJJFCL-PSXJSKBVNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids"
"MJVQNNAMTLJZPX-SFYWUSEQNA-O","Not Found","","","","",""
"MKJXYGKVIBWPFZ-UHFFFAOYSA-L","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Carboxylic acid salts"
"MMOXZBCLCQITDF-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Toluenes","Toluamides","m-Toluamides","N,N-dialkyl-m-toluamides"
"MNBKLUUYKPBKDU-BQVDOTMPNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl thioesters","Acyl CoAs","Long-chain fatty acyl CoAs"
"MNSGOOCAMMSKGI-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Isoindoles and derivatives","Isoindolines","Isoindolones","Phthalimides"
"MOTZDAYCYVMXPC-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters"
"MPNHIJFFGKXDNJ-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzonitriles","Benzonitriles"
"MQKPXALVXVCTEK-XDHOZWIPSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Pyranoquinolines"
"MQQNFDZXWVTQEH-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Aminobenzoic acids and derivatives","Guanidinobenzoic acids and derivatives"
"MQTLCYHUTVTHFO-LJNCYVKVNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Cyanogenic glycosides"
"MSFSPUZXLOGKHJ-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives"
"MSOUCVXDWWIFTI-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Phenylketones","Alkyl-phenylketones"
"MTCFGRXMJLQNBG-REOHCLBHSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Serine and derivatives"
"MUPFEKGTMRGPLJ-ZQSKZDJDSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"MWOOGOJBHIARFG-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols"
"MYFMARDICOWMQP-YUMQZZPRSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"NAMOYKKVUOAEJB-LFIBNONCNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Hydropyridines","Tetrahydropyridines"
"NANHIUZYPFDGJS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonic acids and derivatives","Benzenesulfonic acids and derivatives"
"NFBUYGAMTGUOQP-ZWNOBZJWSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrahydroisoquinolines","","Tetrahydroisoquinolines"
"NGIJTYOKLKCHNE-YEQUQEJONA-N","Completed","Organic compounds","Organoheterocyclic compounds","Dithiolanes","1,2-dithiolanes","1,2-dithiolanes"
"NGSWKAQJJWESNS-ZZXKWVIFSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acids"
"NGXUJKBJBFLCAR-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","","Benzene and substituted derivatives"
"NIVRJEWVLMOZNV-QWWZWVQMSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Beta amino acids and derivatives"
"NKJQZSDCCLDOQH-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Dibenzocycloheptenes","","Dibenzocycloheptenes"
"NLDDIKRKFXEWBK-AWEZNQCLSA-N","Completed","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Gingerols"
"NLKNQRATVPKPDG-UHFFFAOYSA-M","Completed","Inorganic compounds","Mixed metal/non-metal compounds","Alkali metal salts","Alkali metal iodides","Alkali metal iodides"
"NLWCWEGVNJVLAX-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Biphenyls and derivatives","Biphenyls and derivatives"
"NNJVILVZKWQKPM-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Xylenes","m-Xylenes"
"NOCHZYLEPAPRNC-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","6-O-methylated flavonoids"
"NONJJLVGHLVQQM-ADGXKJENSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides"
"NOOLISFMXDJSKH-WYVCTLLJNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Menthane monoterpenoids"
"NOPFSRXAKWQILS-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Fatty alcohols"
"NPGKUGMPPAYNBX-UHFFFAOYSA-N","Completed","Organic compounds","Organometallic compounds","Organometalloid compounds","Organosilicon compounds","Organoheterosilanes","Trialkylheterosilanes"
"NPNNKDMSXVRADT-WEVVVXLNSA-N","Completed","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols"
"NQLASHIWANSPGZ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","2,2-dimethyl-1-benzopyrans"
"NQRYJNQNLNOLGT-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Piperidines","","Piperidines"
"NRCJHYZZFRHVPS-AQASXUMVNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines"
"NSDVPAHANCHBFV-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Hydroxycoumarins","7-hydroxycoumarins"
"NTMZGMLZXHMVHC-GNPWZTMHNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Oxosteroids","Oxosteroids"
