"InChIKey","ClassyFy Status","Kingdom","Superclass","Class","Subclass","Parent Level 1","Parent Level 2","Parent Level 3","Parent Level 4"
"SNPLKNRPJHDVJA-ZETCQYMHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines"
"SOMDRJIVEKIXDG-NHCWYZLENA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"SOWBFZRMHSNYGE-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives"
"SPQDIDVJAZFBRL-LYGLWRDANA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones"
"SPQLXRCPBSSJCE-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Anilides","Anilides"
"SQLQLDKOWUQTAV-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives"
"SQQWBSBBCSFQGC-JLHYYAGUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Prenylquinones","Ubiquinones"
"SSISHJJTAXXQAX-ZETCQYMHSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Histidine and derivatives"
"SVYIMXYKHRBHSG-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans","","Naphthopyrans"
"SWXVUIWOUIDPGS-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Beta-hydroxy ketones"
"SXINVWXSZUQKSW-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Phthalic acid and derivatives","Phthalate esters","p-Phthalate esters"
"SYELZBGXAIXKHU-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Aminoxides","Long-chain alkyl amine oxides"
"SZMFBSFODIJZSV-ONEGZZNKNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","5-O-methylated flavonoids"
"SZWZLWGBWZARPP-AQNYYISZNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Aldehydes","Alpha-hydrogen aldehydes"
"TUNFSRHWOTWDNC-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"TURVWSGULCMKTB-ZJIDGHIXNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides"
"TXJUGISOVAMAEN-GTIRWJBRNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides"
"TXMMGHTZZATFIJ-YPLCUDRINA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Pentoses","Pentose phosphates"
"UAUDZVJPLUQNMU-KTKRTIGZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","Fatty amides"
"UBIBSXMTVJAYTQ-OWLVHUDESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives"
"UBOGEXSQACVGEC-UHFFFAOYSA-K","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","","Benzene and substituted derivatives"
"UBWOPONWVXRTKE-VVJRUZARNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal alkaloids","Conanine-type alkaloids"
"UCAVAHQRGOTNJB-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Naphthalenes","Naphthalene sulfonic acids and derivatives","Naphthalene sulfonates","2-naphthalene sulfonates"
"UDKMHQFJYPBQRT-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","6-O-methylated flavonoids"
"UDOJTOJMVPPABO-DQLODTMXNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cycloartanols and derivatives","Cycloartanols and derivatives"
"UEQIBCOZMSTCSW-KPKJPENVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Aromatic monoterpenoids"
"UFFBMTHBGFGIHF-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Xylenes","m-Xylenes"
"UGAGPNKCDRTDHP-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"UGJYMKZYSUMAKJ-ZGMBEONKSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquaterpenoids","Sesquaterpenoids"
"UGMVPWAZGUPKPL-WSOYEBOPSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Pentacarboxylic acids and derivatives","Pentacarboxylic acids and derivatives"
"UHMXFZORPWLGAS-LRVDSYOPSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides"
"UJKZZBBVGSXCLF-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Valine and derivatives"
"UKAUYVFTDYCKQA-VKHMYHEASA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids","L-alpha-amino acids"
"UKLMEFSRPRDOLD-FHAGJLJUNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Tertiary alcohols"
"UKUPHONHODZPDA-JBOWZYOTNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"ULSIYEODSMZIPX-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines"
"USTOHWJWIROWNE-SECBINFHSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Halobenzoic acids and derivatives","2-halobenzoic acids and derivatives"
"UTBVIMLZIRIFFR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiazoles","","Benzothiazoles"
"UWNADWZGEHDQAB-UHFFFAOYSA-N","Completed","Organic compounds","Hydrocarbons","Saturated hydrocarbons","Alkanes","Branched alkanes"
"UYCWETIUOAGWIL-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","8-O-methylated flavonoids"
"UYQGVDXDXBAABN-XJEGMNQANA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
"UZMVSVHUTOAPTD-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azepanes","","Azepanes"
"VBSCQJAMVXAYPJ-OAHLLOKOSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrahydroisoquinolines","","Tetrahydroisoquinolines"
"VDZGTDUEYLQIJL-UUDKRSAZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cucurbitacins","Cucurbitacins"
"VEASXVOURLKRSS-BADQYDSJNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"VGEREEWJJVICBM-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones","2'-Hydroxy-dihydrochalcones"
"VMPITZXILSNTON-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenol ethers","Aminophenyl ethers","Aminophenyl ethers"
"VOCBWIIFXDYGNZ-IXKNJLPQSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid esters","Steroid esters"
"VPOIFXPNQWGTEQ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Thiophenes","Thiophene carboxylic acids and derivatives","Thiophene carboxamides"
"VQHSOMBJVWLPSR-JVCRWLNRSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides"
"VTXVGVNLYGSIAR-UHFFFAOYSA-N","Completed","Organic compounds","Organosulfur compounds","Thiols","Alkylthiols","Alkylthiols"
"VUMQHLSPUAFKKK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenol ethers","Anisoles","Anisoles"
"VYFYYTLLBUKUHU-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenols","Benzenediols","Catechols","Catecholamines and derivatives"
"VYLDQCCRMFPJHA-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","Aminocyclitol glycosides"
"VYUIKSFYFRVQLF-VSLPTQRNNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Tetrahydroxy bile acids, alcohols and derivatives"
"VZCYOOQTPOCHFL-UPHRSURJSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Dicarboxylic acids and derivatives","Dicarboxylic acids and derivatives"
"VZIHXHDXSDCOCX-NRLITUIPNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones","Germacranolides and derivatives"
"WBYWAXJHAXSJNI-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acids","Cinnamic acids"
"WCCRMFNYIYCRFM-WFSBVUFYNA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides"
"WCRHLQJCUOBAKM-VUABOHJTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids"
"WCYQERUNPFJALR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrazolopyrimidines","","Pyrazolopyrimidines"
"WCZUJRMWTGFSNK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Anilides","Aromatic anilides"
"WDJHALXBUFZDSR-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Keto acids and derivatives","Short-chain keto acids and derivatives","Short-chain keto acids and derivatives"
"WDKKQHYVIAHOGB-QUYSQOHQSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones"
"WDYYVNNRTDZKAZ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Stilbenes","","Stilbenes"
"WEKCEGQSIIQPAQ-YEIDTUEENA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Lignan glycosides","","Lignan glycosides"
