"InChIKey","ClassyFy Status","Kingdom","Superclass","Class","Subclass","Parent Level 1","Parent Level 2","Parent Level 3","Parent Level 4"
"WHUUTDBJXJRKMK-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Glutamic acid and derivatives"
"XOKCJXZZNAUIQN-DTWKUNHWSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyrrolidinylpyridines","Pyrrolidinylpyridines"
"XPFVYQJUAUNWIW-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Heteroaromatic compounds","","Heteroaromatic compounds"
"XROLSYQINIGIQK-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolines"
"XSYWWDNCOHKBLL-OAHLLOKOSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiazines","","Benzothiazines"
"XUGWUUDOWNZAGW-SZLPOBHRNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Nucleoside and nucleotide analogues","Cyclopentyl nucleosides","1,3-substituted cyclopentyl nucleosides","1,3-substituted cyclopentyl purine nucleosides"
"XXANNZJIZQTCBP-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrahydroisoquinolines","","Tetrahydroisoquinolines"
"XYGMEFJSKQEBTO-KUJXMBTLSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid esters","Steroid esters"
"XZNYCRZDVXCORM-UDHUQMDDNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues","","Macrolides and analogues"
"YDUGWJMUYOGFLN-UHFFFAOYSA-N","Completed","Organic compounds","Acetylides","","","Acetylides"
"YDWPTKQXFDTCSD-VIFPVBQESA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides"
"YEKMWXFHPZBZLR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzoxazines","","Benzoxazines"
"YGPSJZOEDVAXAB-QMMMGPOBSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Phenylketones","Alkyl-phenylketones"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives","Salicylic acid and derivatives","Salicylic acids"
"YHEDRJPUIRMZMP-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Sphingolipids","Phosphosphingolipids","Phosphosphingolipids"
"YIEZHIVCQXSQNO-ZKUOVEGJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids"
"YIUNVJGEMXODJX-UHFFFAOYSA-M","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinium derivatives","Pyridinium derivatives"
"YJLAFDRWUQNGNM-LLVKDONJSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides"
"YKYPDZXADGLUPP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzamides"
"YMDXZJFXQJVXBF-UHFFFAOYSA-L","Completed","Organic compounds","Organic acids and derivatives","Organic phosphonic acids and derivatives","Organic phosphonic acids","Organic phosphonic acids"
"YMTINGFKWWXKFG-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzophenones","Benzophenones"
"YNAVUWVOSKDBBP-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Oxazinanes","Morpholines","Morpholines"
"YSEXMKHXIOCEJA-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Indoloquinolines","Indoloquinolines"
"YSHYULKXCNYPOT-ZYQPNPPPNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids"
"YSUOZFLZINBCNF-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxamides"
"YTBSYETUWUMLBZ-PWECYVOMNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides"
"YTWDSZAPPKUSFS-VEGSNKKTNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Terpene glycosides"
"YVYMBNSKXOXSKW-HXUWFJFHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Lysophosphatidylethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines"
"YWPUDSYPVZVGNW-IDOISQTKNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones","Pyranoxanthones"
"YXBGGXXOSAYEJC-UHFFFAOYSA-N","Completed","Organic compounds","Organometallic compounds","Organometalloid compounds","Organosilicon compounds","Alkylarylsilanes"
"YYOXLLHHBARIFS-UXBLZVDNNA-N","Completed","Organic compounds","Alkaloids and derivatives","Hasubanan alkaloids","","Hasubanan alkaloids"
"ZADWXFSZEAPBJS-JTQLQIEISA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives"
"ZAOUGJBZKPMBDW-OLKJDNDKNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","Aminocyclitol glycosides"
"ZESLEBMVQBSQNZ-KXSNJOQINA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"ZGFSEYITQIIABN-SNVBAGLBSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrahydroisoquinolines","","Tetrahydroisoquinolines"
"ZGXCUMDOLQMEFX-GFSZBVRDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Brassinolides and derivatives"
"ZHYCSYOPFIUANO-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Aconitane-type diterpenoid alkaloids"
"ZIRSFJVDQYTAEK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenanthrenes and derivatives","","Phenanthrenes and derivatives"
"ZPUCINDJVBIVPJ-QKGHYUKFSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters"
"ZQAYHOXXVBVXPZ-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives"
"ZQISRDCJNBUVMM-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines"
"ZQLIAKJHIRHCFA-MSPHCBPLNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azaphilones","","Azaphilones"
"ZRGXCWYRIBRSQA-BMVMOQKNSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds"
"ZRJBXPCQRSLIKK-FRKMOQSQNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides"
"ZRJLCVQCZVXUFB-SVGMAFHSNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","","Pyridines and derivatives"
"ZRKZFNZPJKEWPC-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Aminoxides","Long-chain alkyl amine oxides"
"ZTBAPEIDNUHRNC-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Phenylketones","Alkyl-phenylketones"
"ZVSGUZQJNXHNIL-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Aniline and substituted anilines","Aniline and substituted anilines"
"ZWVHTXAYIKBMEE-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Phenylketones","Alkyl-phenylketones"
"ZYEJEDLYJKCTPM-UHFFFAOYSA-M","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Carboxylic acid salts"
"ZYWUVGFIXPNBDL-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols"
